model,cond,RMSE,int,slp,sub,a,b,deriv_a,deriv_b
pwr,SM,56.81583693775252,-0.21093645439575875,-0.13127525004031976,133,-0.21093645439575875,-0.13127525004031976,0.027690735793421736,-1.1312752500403198
pwr,S,54.45846306405594,-0.6104396124810184,-0.057156737378004106,134,-0.6104396124810184,-0.057156737378004106,0.034890736615708164,-1.0571567373780042
pwr,FM,33.95882913690255,-0.3101740954849766,-0.1053281211715144,134,-0.3101740954849766,-0.1053281211715144,0.032670054713506494,-1.1053281211715145
pwr,SM,34.05333788918889,-0.2084671352401043,-0.12697222012795556,134,-0.2084671352401043,-0.12697222012795556,0.026469534985150804,-1.1269722201279555
pwr,S,97.76634283327014,-0.26395696116673895,-0.0999756579101202,135,-0.26395696116673895,-0.0999756579101202,0.026389270852600774,-1.0999756579101203
pwr,FM,46.73669537135085,0.14485845383971302,-0.13399264953698692,135,0.14485845383971302,-0.13399264953698692,-0.019409968037814463,-1.133992649536987
pwr,SM,61.09123177930122,0.14255674338942498,-0.12318179808723506,135,0.14255674338942498,-0.12318179808723506,-0.01756039598016993,-1.1231817980872352
pwr,S,111.94221922976752,-0.32060669650288587,-0.062265640143664834,136,-0.32060669650288587,-0.062265640143664834,0.019962781192097857,-1.0622656401436648
pwr,FM,40.232276023869936,0.06368545813023788,-0.05610078718041782,136,0.06368545813023788,-0.05610078718041782,-0.003572804333051885,-1.0561007871804178
pwr,SM,66.7455774065484,0.08022006990287005,-0.06185947731066434,136,0.08022006990287005,-0.06185947731066434,-0.004962371594016497,-1.0618594773106644
pwr,S,74.54803475513978,-0.5195667452837687,-0.07946040599890157,137,-0.5195667452837687,-0.07946040599890157,0.04128498452377614,-1.0794604059989015
pwr,FM,49.62536860141745,-0.18691057601919503,-0.11794594913104327,137,-0.18691057601919503,-0.11794594913104327,0.022045345291213974,-1.1179459491310433
pwr,SM,40.89135187325689,-0.02205473981344363,-0.1365582954818027,137,-0.02205473981344363,-0.1365582954818027,0.0030117576762185134,-1.1365582954818028
pwr,S,65.65482860552413,-0.503104138995264,-0.05596889135121915,138,-0.503104138995264,-0.05596889135121915,0.028158180893774587,-1.055968891351219
pwr,FM,48.12964913437667,-0.4190158101788269,-0.009212342991598099,138,-0.4190158101788269,-0.009212342991598099,0.0038601173622697152,-1.009212342991598
pwr,SM,37.71653130830223,-0.21356599587842093,-0.05693358048275663,138,-0.21356599587842093,-0.05693358048275663,0.012159076814724149,-1.0569335804827567
pwr,S,52.928037962046204,-0.5747519598367407,-0.1108557033097125,139,-0.5747519598367407,-0.1108557033097125,0.06371453273633752,-1.1108557033097126
pwr,FM,35.02047847214343,-0.37168851540004216,-0.1245102844096325,139,-0.37168851540004216,-0.1245102844096325,0.04627904276425332,-1.1245102844096324
pwr,SM,29.996275012310583,-0.35457029567993814,-0.09674873756132175,139,-0.35457029567993814,-0.09674873756132175,0.03430422848377859,-1.0967487375613219
pwr,S,106.94072086126268,-0.336795742121622,-0.07852177852454295,140,-0.336795742121622,-0.07852177852454295,0.026445800670883084,-1.078521778524543
pwr,FM,52.27842167647465,-0.21739079897110802,-0.0866754394205586,140,-0.21739079897110802,-0.0866754394205586,0.018842443026807106,-1.0866754394205587
pwr,SM,45.38008550549079,0.10345280868438775,-0.0877461916785942,140,0.10345280868438775,-0.0877461916785942,-0.009077589980509221,-1.0877461916785942
pwr,S,80.55977037827473,-0.5734807821248928,-0.04566830294361786,141,-0.5734807821248928,-0.04566830294361786,0.026189894090422515,-1.0456683029436178
pwr,FM,38.09726101140749,-0.29381063920047856,-0.06976269951535402,141,-0.29381063920047856,-0.06976269951535402,0.02049702333695708,-1.069762699515354
pwr,SM,37.50131426551009,-0.23384079914144357,-0.056347070761792704,141,-0.23384079914144357,-0.056347070761792704,0.013176244056217075,-1.0563470707617928
pwr,S,71.03478210791997,-0.5633927867276305,-0.07525903941301076,142,-0.5633927867276305,-0.07525903941301076,0.04240039994134071,-1.0752590394130108
pwr,FM,36.04147714740527,-0.2340865222564204,-0.12670003568520252,142,-0.2340865222564204,-0.12670003568520252,0.02965877072331342,-1.1267000356852026
pwr,SM,38.24167408723268,-0.2083414315659064,-0.1164871154713248,142,-0.2083414315659064,-0.1164871154713248,0.024269092396278853,-1.1164871154713247
pwr,S,89.99413249922395,-0.5326182688713103,-0.07222065930632907,143,-0.5326182688713103,-0.07222065930632907,0.03846604253648167,-1.072220659306329
pwr,FM,50.10659545130711,-0.2807898657912641,-0.08155664239004258,143,-0.2807898657912641,-0.08155664239004258,0.022900278671086176,-1.0815566423900427
pwr,SM,59.103984811437115,-0.2425528908560523,-0.0770637069120598,143,-0.2425528908560523,-0.0770637069120598,0.018692024891603643,-1.0770637069120599
pwr,S,92.07588373005593,-0.4498121745632938,-0.08378103460591617,145,-0.4498121745632938,-0.08378103460591617,0.03768572936324972,-1.0837810346059162
pwr,FM,51.61101712305755,-0.20652581601327627,-0.09971314776330387,145,-0.20652581601327627,-0.09971314776330387,0.020593339209068723,-1.0997131477633038
pwr,SM,50.814091490315924,0.06045869644118225,-0.11496084751304916,145,0.06045869644118225,-0.11496084751304916,-0.006950382982412481,-1.1149608475130492
pwr,S,65.55022934769643,-0.6756332848989961,-0.07965966194952233,146,-0.6756332848989961,-0.07965966194952233,0.05382071907689934,-1.0796596619495222
pwr,FM,34.89361353461229,-0.4794474158994606,-0.14149446363142723,146,-0.4794474158994606,-0.14149446363142723,0.067839154952168,-1.1414944636314273
pwr,SM,32.59654628374186,-0.15918832240989392,-0.11385308497502723,146,-0.15918832240989392,-0.11385308497502723,0.018124081598365684,-1.1138530849750272
pwr,S,89.91465823927423,-0.3818131144060585,-0.09121686446974425,147,-0.3818131144060585,-0.09121686446974425,0.03482779510954839,-1.0912168644697442
pwr,FM,42.04061849838234,-0.27464722438797784,-0.0788964019264886,147,-0.27464722438797784,-0.0788964019264886,0.0216686778033084,-1.0788964019264886
pwr,SM,41.391563759352465,0.07950598664259377,-0.10087528654625276,147,0.07950598664259377,-0.10087528654625276,-0.00802018918471419,-1.1008752865462528
pwr,S,76.38935699972758,-0.5670975532031444,-0.0839424470868759,148,-0.5670975532031444,-0.0839424470868759,0.04760355635285174,-1.083942447086876
pwr,FM,35.666927472770716,-0.21452054733808068,-0.10852312657987533,148,-0.21452054733808068,-0.10852312657987533,0.023280440512754668,-1.1085231265798754
pwr,SM,52.34523802555993,-0.1955263074948938,-0.1059750983321521,148,-0.1955263074948938,-0.1059750983321521,0.02072091966329398,-1.1059750983321521
pwr,S,80.68626146058918,-0.6321921830535433,-0.0456322233245642,149,-0.6321921830535433,-0.0456322233245642,0.02884833488114306,-1.0456322233245643
pwr,FM,58.93945214461744,-0.3848434913772254,-0.0706656854421288,149,-0.3848434913772254,-0.0706656854421288,0.027195229106113616,-1.0706656854421288
pwr,SM,48.4453596183834,-0.15234536916856503,-0.074319267947433,149,-0.15234536916856503,-0.074319267947433,0.011322196311789183,-1.074319267947433
pwr,S,112.07005961947642,-0.3106280402238286,-0.0861457646641375,150,-0.3106280402238286,-0.0861457646641375,0.026759290051204174,-1.0861457646641375
pwr,FM,42.833290936190835,0.058777327814996755,-0.08546738821488761,150,0.058777327814996755,-0.08546738821488761,-0.005023544694598039,-1.0854673882148875
pwr,SM,51.921694821086845,0.10812661963827784,-0.11194650395606685,150,0.10812661963827784,-0.11194650395606685,-0.012104397053092606,-1.1119465039560668
