sub,sess,run,trial_num,cond,task,RT,acc,mult_cond
249,Pre,3,17,3,shape,1.2339,1,multi-first
249,Pre,3,17,3,sound,1.5469,1,multi-second
249,Pre,3,18,2,sound,0.75267,1,single
249,Pre,4,1,1,shape,0.82344,1,single
249,Pre,4,2,3,shape,1.1321,1,multi-first
249,Pre,4,2,3,sound,1.5451,1,multi-second
249,Pre,4,3,2,sound,0.84882,1,single
249,Pre,4,4,2,sound,1.0748,1,single
249,Pre,4,5,3,shape,1.2447,1,multi-first
249,Pre,4,5,3,sound,1.5906,1,multi-second
249,Pre,4,6,1,shape,0.7276,1,single
249,Pre,4,7,3,shape,0.95278,1,multi-first
249,Pre,4,7,3,sound,1.3388,1,multi-second
249,Pre,4,8,1,shape,0.71375,1,single
249,Pre,4,9,1,shape,1.2688,1,single
249,Pre,4,10,2,sound,0.89848,1,single
249,Pre,4,11,1,shape,0.70856,1,single
249,Pre,4,12,3,shape,1.2198,1,multi-first
249,Pre,4,12,3,sound,1.4838,1,multi-second
249,Pre,4,13,1,shape,0.79367,1,single
249,Pre,4,14,3,shape,0.9115,1,multi-first
249,Pre,4,14,3,sound,1.2805,1,multi-second
249,Pre,4,15,3,shape,1.2317,1,multi-first
249,Pre,4,15,3,sound,1.5297,1,multi-second
249,Pre,4,16,2,sound,1.1206,1,single
249,Pre,4,17,2,sound,0.83448,1,single
249,Pre,4,18,2,sound,0.86376,1,single
249,Pre,5,1,3,shape,0.89031,1,multi-first
249,Pre,5,1,3,sound,1.1183,1,multi-second
249,Pre,5,2,1,shape,0.62069,1,single
249,Pre,5,3,2,sound,1.0848,1,single
249,Pre,5,4,3,shape,0.84151,1,multi-first
249,Pre,5,4,3,sound,1.0405,1,multi-second
249,Pre,5,5,1,shape,0.55694,1,single
249,Pre,5,6,2,sound,0.81365,1,single
249,Pre,5,7,3,shape,1.2196,1,multi-first
249,Pre,5,7,3,sound,1.3696,1,multi-second
249,Pre,5,8,3,shape,1.185,1,multi-first
249,Pre,5,8,3,sound,1.31,1,multi-second
249,Pre,5,9,3,shape,1.0289,1,multi-first
249,Pre,5,9,3,sound,1.2078,1,multi-second
249,Pre,5,10,2,sound,1.4043,1,single
249,Pre,5,11,2,sound,0.83385,1,single
249,Pre,5,12,1,shape,1.0921,1,single
249,Pre,5,13,1,shape,0.77828,1,single
249,Pre,5,14,1,shape,0.54538,1,single
249,Pre,5,15,2,sound,0.49502,1,single
249,Pre,5,16,3,shape,1.2485,1,multi-first
249,Pre,5,16,3,sound,1.4135,1,multi-second
249,Pre,5,17,1,shape,0.6596,1,single
249,Pre,5,18,2,sound,0.84847,1,single
249,Pre,6,1,2,sound,1.1147,1,single
249,Pre,6,2,2,sound,0.65352,1,single
249,Pre,6,3,2,sound,0.56084,1,single
249,Pre,6,4,3,shape,1.2443,1,multi-second
249,Pre,6,4,3,sound,1.2342,1,multi-first
249,Pre,6,5,1,shape,0.97212,1,single
249,Pre,6,6,1,shape,0.61635,1,single
249,Pre,6,7,1,shape,0.80218,1,single
249,Pre,6,8,3,shape,0.84419,1,multi-first
249,Pre,6,8,3,sound,1.0912,1,multi-second
249,Pre,6,9,3,shape,1.0945,1,multi-first
249,Pre,6,9,3,sound,1.2395,1,multi-second
249,Pre,6,10,3,shape,1.1483,1,multi-first
249,Pre,6,10,3,sound,1.4313,1,multi-second
249,Pre,6,11,1,shape,0.91919,1,single
249,Pre,6,12,1,shape,0.7343,1,single
249,Pre,6,13,2,sound,0.75663,1,single
249,Pre,6,14,3,shape,1.1735,1,multi-first
249,Pre,6,14,3,sound,1.3775,1,multi-second
249,Pre,6,15,1,shape,0.64246,1,single
249,Pre,6,16,2,sound,1.1253,1,single
249,Pre,6,17,3,shape,0.80528,1,multi-first
249,Pre,6,17,3,sound,0.98028,1,multi-second
249,Pre,6,18,2,sound,1.1221,1,single
250,Pre,1,1,1,shape,1.1544,1,single
250,Pre,1,2,1,shape,0.90568,1,single
250,Pre,1,3,1,shape,1.0445,1,single
250,Pre,1,5,2,sound,1.0967,1,single
250,Pre,1,6,2,sound,0.86393,1,single
250,Pre,1,8,3,shape,1.5565,1,multi-first
250,Pre,1,8,3,sound,2.1674,1,multi-second
250,Pre,1,9,2,sound,1.4004,1,single
250,Pre,1,10,3,shape,1.0996,1,multi-first
250,Pre,1,10,3,sound,1.6576,1,multi-second
250,Pre,1,12,2,sound,1.3281,1,single
250,Pre,1,13,2,sound,0.96653,1,single
250,Pre,1,14,1,shape,1.1172,1,single
250,Pre,1,15,3,shape,1.0477,1,multi-first
250,Pre,1,15,3,sound,1.6476,1,multi-second
250,Pre,1,16,3,shape,1.3799,1,multi-first
250,Pre,1,16,3,sound,1.9729,1,multi-second
250,Pre,1,17,3,shape,1.2478,1,multi-first
250,Pre,1,17,3,sound,1.9027,1,multi-second
250,Pre,1,18,1,shape,0.93909,1,single
250,Pre,2,1,2,sound,1.1364,1,single
250,Pre,2,2,3,shape,1.4909,1,multi-first
250,Pre,2,2,3,sound,2.0948,1,multi-second
250,Pre,2,3,2,sound,0.90223,1,single
250,Pre,2,4,1,shape,0.91941,1,single
250,Pre,2,5,2,sound,0.75636,1,single
250,Pre,2,6,2,sound,1.0553,1,single
250,Pre,2,7,2,sound,0.92404,1,single
250,Pre,2,8,3,shape,1.4269,1,multi-first
250,Pre,2,8,3,sound,2.0489,1,multi-second
250,Pre,2,9,3,shape,1.1607,1,multi-first
250,Pre,2,9,3,sound,1.7107,1,multi-second
250,Pre,2,10,1,shape,1.1342,1,single
250,Pre,2,11,1,shape,0.84519,1,single
250,Pre,2,12,1,shape,0.74799,1,single
250,Pre,2,13,3,shape,0.7969,1,multi-first
250,Pre,2,13,3,sound,1.4489,1,multi-second
250,Pre,2,14,1,shape,0.98913,1,single
250,Pre,2,15,3,shape,1.1361,1,multi-first
250,Pre,2,15,3,sound,1.7161,1,multi-second
250,Pre,2,16,3,shape,1.0257,1,multi-first
250,Pre,2,16,3,sound,1.6167,1,multi-second
250,Pre,2,17,1,shape,0.9667,1,single
250,Pre,2,18,2,sound,1.0919,1,single
250,Pre,3,1,1,shape,1.0934,1,single
250,Pre,3,2,1,shape,0.9425,1,single
250,Pre,3,3,1,shape,1.0931,1,single
250,Pre,3,4,2,sound,0.93795,1,single
250,Pre,3,5,2,sound,0.90025,1,single
250,Pre,3,6,2,sound,0.74217,1,single
250,Pre,3,7,3,shape,0.927,1,multi-first
250,Pre,3,7,3,sound,1.48,1,multi-second
250,Pre,3,8,3,shape,0.91758,1,multi-first
250,Pre,3,8,3,sound,1.5406,1,multi-second
250,Pre,3,9,2,sound,1.0691,1,single
250,Pre,3,10,3,shape,0.98234,1,multi-first
250,Pre,3,10,3,sound,1.5453,1,multi-second
250,Pre,3,11,1,shape,0.90992,1,single
250,Pre,3,12,2,sound,1.0027,1,single
250,Pre,3,13,2,sound,1.1153,1,single
250,Pre,3,14,1,shape,0.92855,1,single
250,Pre,3,15,3,shape,0.82571,1,multi-first
250,Pre,3,15,3,sound,1.5177,1,multi-second
250,Pre,3,16,3,shape,1.1029,1,multi-first
250,Pre,3,16,3,sound,1.7289,1,multi-second
250,Pre,3,17,3,shape,0.96093,1,multi-first
250,Pre,3,17,3,sound,1.7249,1,multi-second
250,Pre,3,18,1,shape,0.95349,1,single
250,Pre,4,1,2,sound,0.79157,1,single
250,Pre,4,2,3,shape,0.87536,1,multi-first
250,Pre,4,2,3,sound,1.4234,1,multi-second
250,Pre,4,3,2,sound,0.71525,1,single
250,Pre,4,4,1,shape,0.84212,1,single
250,Pre,4,5,2,sound,0.78888,1,single
250,Pre,4,6,2,sound,0.85821,1,single
250,Pre,4,7,2,sound,0.87151,1,single
250,Pre,4,8,3,shape,0.94927,1,multi-first
250,Pre,4,8,3,sound,1.6693,1,multi-second
250,Pre,4,9,3,shape,1.3338,1,multi-first
250,Pre,4,9,3,sound,1.9428,1,multi-second
250,Pre,4,10,1,shape,0.74077,1,single
250,Pre,4,11,1,shape,1.0865,1,single
250,Pre,4,12,1,shape,0.77459,1,single
250,Pre,4,13,3,shape,0.91753,1,multi-first
250,Pre,4,13,3,sound,1.4765,1,multi-second
250,Pre,4,14,1,shape,1.1264,1,single
250,Pre,4,15,3,shape,1.1484,1,multi-first
250,Pre,4,15,3,sound,1.6604,1,multi-second
250,Pre,4,16,3,shape,1.1126,1,multi-first
250,Pre,4,16,3,sound,1.6536,1,multi-second
250,Pre,4,17,1,shape,1.1308,1,single
250,Pre,4,18,2,sound,1.0594,1,single
250,Pre,5,1,1,shape,0.77543,1,single
250,Pre,5,2,1,shape,0.74691,1,single
250,Pre,5,3,1,shape,0.74563,1,single
250,Pre,5,4,2,sound,1.0049,1,single
250,Pre,5,5,2,sound,0.88878,1,single
250,Pre,5,6,2,sound,0.79259,1,single
250,Pre,5,7,3,shape,0.80093,1,multi-first
250,Pre,5,7,3,sound,1.3809,1,multi-second
250,Pre,5,8,3,shape,0.98436,1,multi-first
250,Pre,5,8,3,sound,1.8714,1,multi-second
250,Pre,5,9,2,sound,0.87498,1,single
250,Pre,5,10,3,shape,1.0542,1,multi-first
250,Pre,5,10,3,sound,1.5972,1,multi-second
250,Pre,5,11,1,shape,0.88775,1,single
250,Pre,5,12,2,sound,1.0276,1,single
250,Pre,5,13,2,sound,1.0381,1,single
250,Pre,5,14,1,shape,0.92586,1,single
250,Pre,5,15,3,shape,1.4964,1,multi-first
250,Pre,5,15,3,sound,1.9914,1,multi-second
250,Pre,5,16,3,shape,1.1603,1,multi-first
250,Pre,5,16,3,sound,1.6653,1,multi-second
250,Pre,5,17,3,shape,0.90472,1,multi-first
250,Pre,5,17,3,sound,1.3617,1,multi-second
250,Pre,5,18,1,shape,0.89595,1,single
250,Pre,6,1,2,sound,1.1487,1,single
250,Pre,6,2,3,shape,0.95188,1,multi-first
250,Pre,6,2,3,sound,1.4749,1,multi-second
250,Pre,6,3,2,sound,0.86532,1,single
250,Pre,6,4,1,shape,0.99588,1,single
250,Pre,6,5,2,sound,0.72976,1,single
250,Pre,6,6,2,sound,0.9593,1,single
250,Pre,6,7,2,sound,0.75798,1,single
250,Pre,6,8,3,shape,0.80357,1,multi-first
250,Pre,6,8,3,sound,1.3286,1,multi-second
250,Pre,6,9,3,shape,0.72802,1,multi-first
250,Pre,6,9,3,sound,1.526,1,multi-second
250,Pre,6,10,1,shape,0.79839,1,single
250,Pre,6,11,1,shape,0.70546,1,single
250,Pre,6,12,1,shape,0.69824,1,single
250,Pre,6,13,3,shape,1.1094,1,multi-first
250,Pre,6,13,3,sound,1.6344,1,multi-second
250,Pre,6,14,1,shape,0.89745,1,single
250,Pre,6,15,3,shape,0.86228,1,multi-first
250,Pre,6,15,3,sound,1.3583,1,multi-second
250,Pre,6,16,3,shape,0.88475,1,multi-first
250,Pre,6,16,3,sound,1.4267,1,multi-second
250,Pre,6,17,1,shape,0.86032,1,single
250,Pre,6,18,2,sound,0.86725,1,single
101,Post,1,1,2,sound,0.75566,1,single
101,Post,1,2,2,sound,0.47758,1,single
101,Post,1,3,1,shape,0.63493,1,single
101,Post,1,4,1,shape,0.545,1,single
101,Post,1,5,1,shape,0.62801,1,single
101,Post,1,6,1,shape,0.59197,1,single
101,Post,1,7,3,shape,0.63475,1,multi-first
101,Post,1,7,3,sound,0.92274,1,multi-second
101,Post,1,8,3,shape,0.57291,1,multi-first
101,Post,1,8,3,sound,0.80091,1,multi-second
101,Post,1,9,3,shape,0.83083,1,multi-first
101,Post,1,9,3,sound,1.0178,1,multi-second
101,Post,1,10,2,sound,0.60584,1,single
101,Post,1,11,1,shape,0.64295,1,single
101,Post,1,12,2,sound,0.70488,1,single
101,Post,1,13,2,sound,0.59854,1,single
101,Post,1,14,3,shape,0.65066,1,multi-first
101,Post,1,14,3,sound,0.76066,1,multi-second
101,Post,1,15,3,shape,0.64037,1,multi-first
101,Post,1,15,3,sound,0.76437,1,multi-second
101,Post,1,16,2,sound,0.66442,1,single
101,Post,1,17,3,shape,0.6175,1,multi-first
101,Post,1,17,3,sound,0.72251,1,multi-second
101,Post,1,18,1,shape,0.77952,1,single
101,Post,2,1,3,shape,1.1236,1,multi-first
101,Post,2,1,3,sound,1.4046,1,multi-second
101,Post,2,2,2,sound,0.60593,1,single
101,Post,2,3,3,shape,0.92223,1,multi-first
101,Post,2,3,3,sound,1.2002,1,multi-second
101,Post,2,4,2,sound,0.69051,1,single
101,Post,2,5,3,shape,1.1165,1,multi-first
101,Post,2,5,3,sound,1.3115,1,multi-second
101,Post,2,6,2,sound,0.65446,1,single
101,Post,2,7,2,sound,0.66719,1,single
101,Post,2,8,1,shape,0.75044,1,single
101,Post,2,9,1,shape,0.64045,1,single
101,Post,2,10,1,shape,0.72881,1,single
101,Post,2,11,3,shape,0.7306,1,multi-first
101,Post,2,11,3,sound,0.7766,1,multi-second
101,Post,2,13,1,shape,0.60971,1,single
101,Post,2,15,2,sound,0.60146,1,single
101,Post,2,16,3,shape,0.71155,1,multi-first
101,Post,2,16,3,sound,0.93555,1,multi-second
101,Post,2,17,3,shape,0.6695,1,multi-first
101,Post,2,17,3,sound,0.8105,1,multi-second
101,Post,2,18,1,shape,0.57525,1,single
101,Post,3,1,1,shape,0.56251,1,single
101,Post,3,2,3,shape,1.021,1,multi-first
101,Post,3,2,3,sound,1.336,1,multi-second
101,Post,3,3,3,shape,0.88945,1,multi-first
101,Post,3,3,3,sound,1.2014,1,multi-second
101,Post,3,4,1,shape,0.58767,1,single
101,Post,3,5,3,shape,1.3702,1,multi-second
101,Post,3,5,3,sound,1.0782,1,multi-first
101,Post,3,6,3,shape,1.1232,1,multi-first
101,Post,3,6,3,sound,1.5212,1,multi-second
101,Post,3,7,2,sound,0.64966,1,single
101,Post,3,8,1,shape,0.61505,1,single
101,Post,3,9,3,shape,0.94963,1,multi-first
101,Post,3,9,3,sound,1.1806,1,multi-second
101,Post,3,10,1,shape,0.63939,1,single
101,Post,3,11,1,shape,0.6798,1,single
101,Post,3,12,2,sound,0.82045,1,single
101,Post,3,13,3,shape,1.0996,1,multi-first
101,Post,3,13,3,sound,1.3166,1,multi-second
101,Post,3,14,1,shape,0.63036,1,single
101,Post,3,15,2,sound,0.79575,1,single
101,Post,3,16,2,sound,0.62186,1,single
101,Post,3,17,2,sound,0.63173,1,single
101,Post,3,18,2,sound,0.5314,1,single
101,Post,4,1,3,shape,1.0099,1,multi-first
101,Post,4,1,3,sound,1.2758,1,multi-second
101,Post,4,2,1,shape,0.69547,1,single
101,Post,4,3,3,shape,0.63637,1,multi-first
101,Post,4,3,3,sound,0.83338,1,multi-second
101,Post,4,4,2,sound,0.65148,1,single
101,Post,4,5,3,shape,0.84851,1,multi-first
101,Post,4,5,3,sound,1.3595,1,multi-second
101,Post,4,6,2,sound,0.81074,1,single
101,Post,4,7,1,shape,0.57843,1,single
101,Post,4,8,2,sound,0.72449,1,single
101,Post,4,10,1,shape,0.49466,1,single
101,Post,4,11,3,shape,0.62444,1,multi-first
101,Post,4,11,3,sound,0.94744,1,multi-second
101,Post,4,12,2,sound,0.6671,1,single
101,Post,4,13,2,sound,0.68555,1,single
101,Post,4,14,1,shape,0.71848,1,single
101,Post,4,15,1,shape,0.62655,1,single
101,Post,4,16,1,shape,0.6283,1,single
101,Post,4,17,2,sound,0.60011,1,single
101,Post,4,18,3,shape,0.74125,1,multi-first
101,Post,4,18,3,sound,1.0882,1,multi-second
101,Post,5,1,2,sound,0.39474,1,single
101,Post,5,2,2,sound,0.61076,1,single
101,Post,5,3,1,shape,0.60758,1,single
101,Post,5,4,1,shape,0.71374,1,single
101,Post,5,5,1,shape,0.73079,1,single
101,Post,5,6,1,shape,0.5549,1,single
101,Post,5,7,3,shape,0.54203,1,multi-first
101,Post,5,7,3,sound,0.77803,1,multi-second
101,Post,5,8,3,shape,0.63911,1,multi-first
101,Post,5,8,3,sound,0.9411,1,multi-second
101,Post,5,9,3,shape,0.59864,1,multi-first
101,Post,5,9,3,sound,0.81164,1,multi-second
101,Post,5,10,2,sound,0.76175,1,single
101,Post,5,11,1,shape,0.61484,1,single
101,Post,5,12,2,sound,0.65576,1,single
101,Post,5,13,2,sound,0.55139,1,single
101,Post,5,14,3,shape,0.62636,1,multi-first
101,Post,5,14,3,sound,0.78236000000000006,1,multi-second
101,Post,5,15,3,shape,0.61288,1,multi-first
101,Post,5,15,3,sound,0.74388,1,multi-second
101,Post,5,16,2,sound,0.70519,1,single
101,Post,5,17,3,shape,0.60491,1,multi-first
101,Post,5,17,3,sound,0.76489,1,multi-second
101,Post,5,18,1,shape,0.83882,1,single
101,Post,6,1,3,shape,0.60844,1,multi-first
101,Post,6,1,3,sound,0.85945,1,multi-second
101,Post,6,2,2,sound,0.61587,1,single
101,Post,6,3,3,shape,1.0135,1,multi-first
101,Post,6,3,3,sound,1.2765,1,multi-second
101,Post,6,4,2,sound,0.72427,1,single
101,Post,6,5,3,shape,0.99525,1,multi-first
101,Post,6,5,3,sound,1.2402,1,multi-second
101,Post,6,6,2,sound,0.61422,1,single
101,Post,6,7,2,sound,0.65825,1,single
101,Post,6,8,1,shape,0.52630999999999994,1,single
101,Post,6,9,1,shape,0.60526,1,single
101,Post,6,10,1,shape,0.64988,1,single
101,Post,6,11,3,shape,0.73462,1,multi-first
101,Post,6,11,3,sound,0.94961,1,multi-second
101,Post,6,12,2,sound,0.67761,1,single
101,Post,6,13,1,shape,0.5994,1,single
101,Post,6,14,1,shape,0.72019,1,single
101,Post,6,15,2,sound,0.78355,1,single
101,Post,6,16,3,shape,0.6659,1,multi-first
101,Post,6,16,3,sound,0.96189,1,multi-second
101,Post,6,17,3,shape,0.73242,1,multi-first
101,Post,6,17,3,sound,0.87942,1,multi-second
101,Post,6,18,1,shape,0.61748,1,single
107,Post,1,2,3,shape,0.78085,1,multi-second
107,Post,1,2,3,sound,0.75585,1,multi-first
107,Post,1,3,1,shape,0.5725,1,single
107,Post,1,5,2,sound,0.45828,1,single
107,Post,1,6,1,shape,0.7172,1,single
107,Post,1,8,1,shape,0.66547,1,single
107,Post,1,9,3,shape,0.88541,1,multi-second
107,Post,1,9,3,sound,0.85541,1,multi-first
107,Post,1,10,2,sound,0.61647,1,single
107,Post,1,11,2,sound,0.53044,1,single
107,Post,1,12,3,shape,1.2255,1,multi-second
107,Post,1,12,3,sound,0.80953,1,multi-first
107,Post,1,13,2,sound,0.75168,1,single
107,Post,1,14,2,sound,0.52928,1,single
107,Post,1,15,1,shape,0.7728,1,single
107,Post,1,16,1,shape,0.77977,1,single
107,Post,1,17,3,shape,0.8349,1,multi-first
107,Post,1,17,3,sound,0.8419,1,multi-second
107,Post,1,18,2,sound,0.68471,1,single
107,Post,2,1,2,sound,0.64112,1,single
107,Post,2,2,1,shape,0.81376,1,single
107,Post,2,4,2,sound,0.64527,1,single
107,Post,2,5,2,sound,0.74533,1,single
107,Post,2,6,3,shape,0.88491,1,multi-second
107,Post,2,6,3,sound,0.86891,1,multi-first
107,Post,2,7,3,shape,1.0645,1,multi-first
107,Post,2,7,3,sound,1.2695,1,multi-second
107,Post,2,8,1,shape,0.71341,1,single
107,Post,2,9,1,shape,0.55747,1,single
107,Post,2,10,2,sound,0.60247,1,single
107,Post,2,11,1,shape,0.73644,1,single
107,Post,2,12,2,sound,0.64026,1,single
107,Post,2,13,3,shape,0.78184,1,multi-first
107,Post,2,13,3,sound,0.78683,1,multi-second
107,Post,2,14,1,shape,0.61628,1,single
107,Post,2,15,1,shape,0.5634,1,single
107,Post,2,16,3,shape,0.78843,1,multi-second
107,Post,2,16,3,sound,0.78644,1,multi-first
107,Post,2,17,2,sound,0.63491,1,single
107,Post,2,18,3,shape,0.78844,1,multi-first
107,Post,2,18,3,sound,0.79944,1,multi-second
107,Post,3,1,3,shape,1.2162,1,multi-first
107,Post,3,1,3,sound,1.2272,1,multi-second
107,Post,3,3,3,shape,0.98231,1,multi-first
107,Post,3,3,3,sound,1.0063,1,multi-second
107,Post,3,4,3,shape,1.3814,1,multi-first
107,Post,3,4,3,sound,1.3884,1,multi-second
107,Post,3,5,3,shape,0.9001,1,multi-second
107,Post,3,5,3,sound,0.89611,1,multi-first
107,Post,3,6,1,shape,1.0133,1,single
107,Post,3,7,2,sound,0.54129,1,single
107,Post,3,8,1,shape,0.60381,1,single
107,Post,3,9,3,shape,0.87201,1,multi-first
107,Post,3,9,3,sound,0.90101,1,multi-second
107,Post,3,10,2,sound,0.93416,1,single
107,Post,3,11,2,sound,0.62513,1,single
107,Post,3,13,3,shape,1.2553,1,multi-second
107,Post,3,13,3,sound,1.2373,1,multi-first
107,Post,3,14,1,shape,1.0454,1,single
107,Post,3,15,1,shape,0.81231,1,single
107,Post,3,16,2,sound,1.04,1,single
107,Post,3,17,2,sound,0.73373,1,single
107,Post,3,18,2,sound,0.62623,1,single
107,Post,4,1,1,shape,0.89881,1,single
107,Post,4,2,1,shape,0.69148,1,single
107,Post,4,3,1,shape,0.56533,1,single
107,Post,4,4,1,shape,0.72734,1,single
107,Post,4,5,2,sound,0.77917,1,single
107,Post,4,6,2,sound,0.65912,1,single
107,Post,4,7,3,shape,0.85054,1,multi-second
107,Post,4,7,3,sound,0.8275,1,multi-first
107,Post,4,8,2,sound,1.0981,1,single
107,Post,4,9,2,sound,0.68432,1,single
107,Post,4,10,2,sound,0.70121,1,single
107,Post,4,11,1,shape,0.96551,1,single
107,Post,4,12,3,shape,1.2782,1,multi-first
107,Post,4,12,3,sound,1.3282,1,multi-second
107,Post,4,13,3,shape,1.108,1,multi-first
107,Post,4,13,3,sound,1.116,1,multi-second
107,Post,4,14,3,shape,0.57575,1,multi-first
107,Post,4,14,3,sound,0.58074,1,multi-second
107,Post,4,15,2,sound,1.0941,1,single
107,Post,4,16,1,shape,0.65108,1,single
107,Post,4,18,3,shape,0.76523,1,multi-first
107,Post,4,18,3,sound,0.77624,1,multi-second
107,Post,5,2,3,shape,0.67286,1,multi-second
107,Post,5,2,3,sound,0.64287,1,multi-first
107,Post,5,3,1,shape,0.93051,1,single
107,Post,5,4,3,shape,1.1988,1,multi-first
107,Post,5,4,3,sound,1.2108,1,multi-second
107,Post,5,5,2,sound,0.91417,1,single
107,Post,5,6,1,shape,0.77754,1,single
107,Post,5,7,1,shape,0.64079,1,single
107,Post,5,8,1,shape,0.91839,1,single
107,Post,5,9,3,shape,0.96069,1,multi-second
107,Post,5,9,3,sound,0.93169,1,multi-first
107,Post,5,10,2,sound,0.7202,1,single
107,Post,5,11,2,sound,0.54831,1,single
107,Post,5,12,3,shape,0.72528,1,multi-second
107,Post,5,12,3,sound,0.71828,1,multi-first
107,Post,5,13,2,sound,0.95427,1,single
107,Post,5,14,2,sound,0.55845,1,single
107,Post,5,15,1,shape,0.70259,1,single
107,Post,5,16,1,shape,0.8466,1,single
107,Post,5,17,3,shape,0.76736,1,multi-second
107,Post,5,17,3,sound,0.74936,1,multi-first
107,Post,5,18,2,sound,1.1257,1,single
107,Post,6,1,2,sound,0.4562,1,single
107,Post,6,2,1,shape,0.71471,1,single
107,Post,6,3,3,shape,1.2439,1,multi-second
107,Post,6,3,3,sound,1.2328,1,multi-first
107,Post,6,4,2,sound,0.90809,1,single
107,Post,6,5,2,sound,0.54434,1,single
107,Post,6,6,3,shape,1.1802,1,multi-second
107,Post,6,6,3,sound,1.1482,1,multi-first
107,Post,6,7,3,shape,1.2299,1,multi-second
107,Post,6,7,3,sound,1.1559,1,multi-first
107,Post,6,8,1,shape,0.63711,1,single
107,Post,6,9,1,shape,0.55505,1,single
107,Post,6,10,2,sound,0.69809,1,single
107,Post,6,11,1,shape,0.63934,1,single
107,Post,6,12,2,sound,0.63642,1,single
107,Post,6,13,3,shape,0.75109,1,multi-first
107,Post,6,13,3,sound,0.76709,1,multi-second
107,Post,6,15,1,shape,0.535,1,single
107,Post,6,16,3,shape,0.90527,1,multi-first
107,Post,6,16,3,sound,0.92626,1,multi-second
107,Post,6,17,2,sound,0.64131,1,single
107,Post,6,18,3,shape,0.87275,1,multi-first
107,Post,6,18,3,sound,0.89375,1,multi-second
108,Post,1,1,2,sound,0.46431,1,single
108,Post,1,3,3,shape,0.8362,1,multi-first
108,Post,1,3,3,sound,0.84019,1,multi-second
108,Post,1,4,2,sound,0.51359,1,single
108,Post,1,5,1,shape,0.54688,1,single
108,Post,1,6,2,sound,0.458,1,single
108,Post,1,8,3,shape,0.71713,1,multi-first
108,Post,1,8,3,sound,0.72713,1,multi-second
108,Post,1,9,2,sound,0.4135,1,single
108,Post,1,10,1,shape,0.40379,1,single
108,Post,1,11,2,sound,0.51639,1,single
108,Post,1,12,1,shape,0.50271,1,single
108,Post,1,13,2,sound,0.41268,1,single
108,Post,1,14,1,shape,0.47103,1,single
108,Post,1,15,3,shape,0.66465,1,multi-first
108,Post,1,15,3,sound,0.67065,1,multi-second
108,Post,1,16,3,shape,0.51511,1,multi-first
108,Post,1,16,3,sound,0.52911,1,multi-second
108,Post,1,17,1,shape,0.41439,1,single
108,Post,1,18,1,shape,0.40273,1,single
108,Post,2,1,3,shape,0.43938,1,multi-first
108,Post,2,1,3,sound,0.45438,1,multi-second
108,Post,2,2,3,shape,0.5058,1,multi-second
108,Post,2,2,3,sound,0.50181,1,multi-first
108,Post,2,3,3,shape,0.55775,1,multi-first
108,Post,2,3,3,sound,0.56774,1,multi-second
108,Post,2,4,2,sound,0.44608,1,single
108,Post,2,5,1,shape,0.45214,1,single
108,Post,2,6,3,shape,0.43429,1,multi-first
108,Post,2,6,3,sound,0.45129,1,multi-second
108,Post,2,7,1,shape,0.41835,1,single
108,Post,2,8,2,sound,0.42907,1,single
108,Post,2,9,1,shape,0.50487,1,single
108,Post,2,10,1,shape,0.57038,1,single
108,Post,2,11,1,shape,0.40012,1,single
108,Post,2,13,2,sound,0.37931,1,single
108,Post,2,14,1,shape,0.51716,1,single
108,Post,2,16,2,sound,0.40676,1,single
108,Post,2,17,2,sound,0.44539,1,single
108,Post,2,18,2,sound,0.46731,1,single
108,Post,3,1,1,shape,0.4152,1,single
108,Post,3,2,3,shape,0.53222,1,multi-first
108,Post,3,2,3,sound,0.55222,1,multi-second
108,Post,3,3,2,sound,0.38827,1,single
108,Post,3,4,2,sound,0.35219,1,single
108,Post,3,6,2,sound,0.46282,1,single
108,Post,3,7,3,shape,0.71208,1,multi-second
108,Post,3,7,3,sound,0.69908,1,multi-first
108,Post,3,8,1,shape,0.51288,1,single
108,Post,3,9,2,sound,0.49932,1,single
108,Post,3,10,1,shape,0.43329,1,single
108,Post,3,11,3,shape,0.6092,1,multi-second
108,Post,3,11,3,sound,0.59822,1,multi-first
108,Post,3,12,3,shape,0.47518,1,multi-first
108,Post,3,12,3,sound,0.49018,1,multi-second
108,Post,3,13,1,shape,0.49109,1,single
108,Post,3,14,3,shape,0.70225,1,multi-first
108,Post,3,14,3,sound,0.70623,1,multi-second
108,Post,3,15,1,shape,0.42393,1,single
108,Post,3,16,2,sound,0.45515,1,single
108,Post,3,17,2,sound,0.33665,1,single
108,Post,3,18,1,shape,0.43584,1,single
108,Post,4,1,2,sound,0.38285,1,single
108,Post,4,2,1,shape,0.37811,1,single
108,Post,4,3,3,shape,0.6812,1,multi-second
108,Post,4,3,3,sound,0.6492,1,multi-first
108,Post,4,4,2,sound,0.393,1,single
108,Post,4,5,2,sound,0.44828,1,single
108,Post,4,6,3,shape,0.49639,1,multi-first
108,Post,4,6,3,sound,0.50738,1,multi-second
108,Post,4,7,1,shape,0.46198,1,single
108,Post,4,8,2,sound,0.39099,1,single
108,Post,4,9,3,shape,0.55752,1,multi-first
108,Post,4,9,3,sound,0.58652,1,multi-second
108,Post,4,10,1,shape,0.44095,1,single
108,Post,4,11,1,shape,0.50496,1,single
108,Post,4,12,2,sound,0.43799,1,single
