sub,sess,run,trial_num,cond,task,RT,acc,mult_cond
219,Pre,2,15,3,shape,1.7842,1,multi-second
219,Pre,2,15,3,sound,1.7492,1,multi-first
219,Pre,2,16,2,sound,1.4274,1,single
219,Pre,2,17,1,shape,0.55304,1,single
219,Pre,2,18,1,shape,0.51118,1,single
219,Pre,3,1,2,sound,0.73706,1,single
219,Pre,3,2,3,shape,1.4986,1,multi-second
219,Pre,3,2,3,sound,1.4847,1,multi-first
219,Pre,3,3,2,sound,1.4002,1,single
219,Pre,3,5,3,shape,1.1803,1,multi-second
219,Pre,3,5,3,sound,1.1733,1,multi-first
219,Pre,3,6,1,shape,0.58033,1,single
219,Pre,3,7,3,shape,1.2823,1,multi-second
219,Pre,3,7,3,sound,1.2793,1,multi-first
219,Pre,3,8,1,shape,0.79218,1,single
219,Pre,3,9,3,shape,1.6789,1,multi-second
219,Pre,3,9,3,sound,1.6519,1,multi-first
219,Pre,3,10,3,shape,0.82636,1,multi-second
219,Pre,3,10,3,sound,0.81536,1,multi-first
219,Pre,3,11,1,shape,0.68721,1,single
219,Pre,3,12,2,sound,0.53935,1,single
219,Pre,3,13,1,shape,0.61141,1,single
219,Pre,3,14,2,sound,0.61321,1,single
219,Pre,3,16,2,sound,0.90705,1,single
219,Pre,3,17,1,shape,0.55509,1,single
219,Pre,3,18,3,shape,1.5989,1,multi-second
219,Pre,3,18,3,sound,1.5699,1,multi-first
219,Pre,4,1,3,shape,1.6295,1,multi-second
219,Pre,4,1,3,sound,1.6064,1,multi-first
219,Pre,4,2,3,shape,0.99613,1,multi-second
219,Pre,4,2,3,sound,0.91216,1,multi-first
219,Pre,4,3,2,sound,1.4191,1,single
219,Pre,4,4,1,shape,0.61116,1,single
219,Pre,4,5,1,shape,0.54513,1,single
219,Pre,4,6,2,sound,0.77573,1,single
219,Pre,4,7,1,shape,0.59493,1,single
219,Pre,4,8,2,sound,0.65287,1,single
219,Pre,4,9,2,sound,0.46505,1,single
219,Pre,4,10,3,shape,1.281,1,multi-second
219,Pre,4,10,3,sound,1.273,1,multi-first
219,Pre,4,11,3,shape,1.0216,1,multi-second
219,Pre,4,11,3,sound,1.0136,1,multi-first
219,Pre,4,12,3,shape,1.0101,1,multi-first
219,Pre,4,12,3,sound,1.0151,1,multi-second
219,Pre,4,13,1,shape,0.89109,1,single
219,Pre,4,14,1,shape,0.67318,1,single
219,Pre,4,15,2,sound,0.44607,1,single
219,Pre,4,16,1,shape,0.54312,1,single
219,Pre,4,17,3,shape,0.90313,1,multi-second
219,Pre,4,17,3,sound,0.88013,1,multi-first
219,Pre,4,18,2,sound,0.98961,1,single
219,Pre,5,1,2,sound,0.53124,1,single
219,Pre,5,2,3,shape,1.4676,1,multi-second
219,Pre,5,2,3,sound,1.4416,1,multi-first
219,Pre,5,3,1,shape,0.69367,1,single
219,Pre,5,4,3,shape,1.1923,1,multi-first
219,Pre,5,4,3,sound,2.0853,1,multi-second
219,Pre,5,5,2,sound,0.78397,1,single
219,Pre,5,6,2,sound,2.0534,1,single
219,Pre,5,7,1,shape,0.58635,1,single
219,Pre,5,8,2,sound,0.82401,1,single
219,Pre,5,9,1,shape,0.61185,1,single
219,Pre,5,10,2,sound,0.84568,1,single
219,Pre,5,11,3,shape,1.8155,1,multi-second
219,Pre,5,11,3,sound,1.7905,1,multi-first
219,Pre,5,12,1,shape,0.6162,1,single
219,Pre,5,13,1,shape,0.58731,1,single
219,Pre,5,14,3,shape,1.4974,1,multi-second
219,Pre,5,14,3,sound,1.4434,1,multi-first
219,Pre,5,15,3,shape,1.9185,1,multi-second
219,Pre,5,15,3,sound,1.8894,1,multi-first
219,Pre,5,16,1,shape,0.60278,1,single
219,Pre,5,17,3,shape,1.4943,1,multi-second
219,Pre,5,17,3,sound,1.4603,1,multi-first
219,Pre,5,18,2,sound,1.3756,1,single
219,Pre,6,1,2,sound,1.3223,1,single
219,Pre,6,2,1,shape,0.91961,1,single
219,Pre,6,3,2,sound,1.8815,1,single
219,Pre,6,4,3,shape,2.4283,1,multi-second
219,Pre,6,4,3,sound,2.3883,1,multi-first
219,Pre,6,5,3,shape,1.4422,1,multi-first
219,Pre,6,5,3,sound,1.9092,1,multi-second
219,Pre,6,6,1,shape,0.62225,1,single
219,Pre,6,8,1,shape,0.50715,1,single
219,Pre,6,9,3,shape,1.6492,1,multi-first
219,Pre,6,9,3,sound,1.6602,1,multi-second
219,Pre,6,10,1,shape,0.55817,1,single
219,Pre,6,11,2,sound,0.76025,1,single
219,Pre,6,12,2,sound,0.62636,1,single
219,Pre,6,13,2,sound,0.68242,1,single
219,Pre,6,14,3,shape,2.0182,1,multi-first
219,Pre,6,14,3,sound,2.4092,1,multi-second
219,Pre,6,15,3,shape,1.1753,1,multi-second
219,Pre,6,15,3,sound,1.1323,1,multi-first
219,Pre,6,16,2,sound,1.0083,1,single
219,Pre,6,17,1,shape,0.50325,1,single
219,Pre,6,18,1,shape,0.54729,1,single
220,Pre,1,2,1,shape,0.64036,1,single
220,Pre,1,3,2,sound,0.83718,1,single
220,Pre,1,4,2,sound,0.77159,1,single
220,Pre,1,5,1,shape,0.74091,1,single
220,Pre,1,6,3,shape,1.4623,1,multi-first
220,Pre,1,6,3,sound,1.7333,1,multi-second
220,Pre,1,7,3,shape,1.2304,1,multi-first
220,Pre,1,7,3,sound,1.7873000000000001,1,multi-second
220,Pre,1,8,3,shape,0.90447,1,multi-first
220,Pre,1,8,3,sound,1.5155,1,multi-second
220,Pre,1,9,2,sound,0.8355,1,single
220,Pre,1,10,2,sound,0.73206,1,single
220,Pre,1,11,1,shape,1.0356,1,single
220,Pre,1,12,2,sound,0.81527,1,single
220,Pre,1,13,2,sound,0.63633,1,single
220,Pre,1,14,3,shape,0.81342,1,multi-first
220,Pre,1,14,3,sound,1.0434,1,multi-second
220,Pre,1,15,3,shape,0.95183,1,multi-first
220,Pre,1,15,3,sound,1.2398,1,multi-second
220,Pre,1,16,1,shape,0.98546,1,single
220,Pre,1,17,1,shape,0.64586,1,single
220,Pre,1,18,1,shape,0.70116,1,single
220,Pre,2,1,2,sound,0.90327,1,single
220,Pre,2,2,2,sound,0.70666,1,single
220,Pre,2,3,2,sound,0.81138,1,single
220,Pre,2,4,1,shape,0.947,1,single
220,Pre,2,5,1,shape,0.73833,1,single
220,Pre,2,6,2,sound,1.1803,1,single
220,Pre,2,7,2,sound,0.79995,1,single
220,Pre,2,8,1,shape,0.71838,1,single
220,Pre,2,9,3,shape,1.1232,1,multi-first
220,Pre,2,9,3,sound,1.6042,1,multi-second
220,Pre,2,10,3,shape,0.73738,1,multi-first
220,Pre,2,10,3,sound,0.97437,1,multi-second
220,Pre,2,11,1,shape,0.75739,1,single
220,Pre,2,12,3,shape,0.88937,1,multi-first
220,Pre,2,12,3,sound,1.0894,1,multi-second
220,Pre,2,13,3,shape,1.4784,1,multi-first
220,Pre,2,13,3,sound,1.7004,1,multi-second
220,Pre,2,14,1,shape,0.7285,1,single
220,Pre,2,15,2,sound,1.0274,1,single
220,Pre,2,16,3,shape,0.86739,1,multi-first
220,Pre,2,16,3,sound,1.2084,1,multi-second
220,Pre,2,17,3,shape,0.8003,1,multi-first
220,Pre,2,17,3,sound,1.0823,1,multi-second
220,Pre,2,18,1,shape,0.70523,1,single
220,Pre,3,1,1,shape,0.61487,1,single
220,Pre,3,2,3,shape,0.83229,1,multi-first
220,Pre,3,2,3,sound,1.0943,1,multi-second
220,Pre,3,3,3,shape,0.85338,1,multi-first
220,Pre,3,3,3,sound,1.0614,1,multi-second
220,Pre,3,4,1,shape,0.7064,1,single
220,Pre,3,5,1,shape,0.59123,1,single
220,Pre,3,6,1,shape,0.64206,1,single
220,Pre,3,7,3,shape,0.85206,1,multi-first
220,Pre,3,7,3,sound,1.107,1,multi-second
220,Pre,3,8,1,shape,0.61539,1,single
220,Pre,3,9,1,shape,0.59945,1,single
220,Pre,3,11,2,sound,0.63919,1,single
220,Pre,3,12,2,sound,1.0462,1,single
220,Pre,3,13,2,sound,1.1353,1,single
220,Pre,3,14,3,shape,0.78324,1,multi-first
220,Pre,3,14,3,sound,1.2022,1,multi-second
220,Pre,3,15,3,shape,0.77137,1,multi-first
220,Pre,3,15,3,sound,1.1574,1,multi-second
220,Pre,3,16,2,sound,0.74988,1,single
220,Pre,3,17,2,sound,0.73376,1,single
220,Pre,4,1,2,sound,1.0149,1,single
220,Pre,4,2,1,shape,0.67527,1,single
220,Pre,4,3,1,shape,0.92305,1,single
220,Pre,4,4,2,sound,0.9712,1,single
220,Pre,4,5,3,shape,0.64409,1,multi-first
220,Pre,4,5,3,sound,1.0351,1,multi-second
220,Pre,4,6,2,sound,0.88149,1,single
220,Pre,4,7,1,shape,0.66354,1,single
220,Pre,4,8,3,shape,1.018,1,multi-first
220,Pre,4,8,3,sound,1.427,1,multi-second
220,Pre,4,9,2,sound,0.65575,1,single
220,Pre,4,10,3,shape,0.72004,1,multi-first
220,Pre,4,10,3,sound,1.117,1,multi-second
220,Pre,4,11,1,shape,0.6627,1,single
220,Pre,4,12,1,shape,0.54097,1,single
220,Pre,4,13,2,sound,1.0581,1,single
220,Pre,4,14,3,shape,0.80911,1,multi-first
220,Pre,4,14,3,sound,1.0501,1,multi-second
220,Pre,4,15,3,shape,0.85588,1,multi-first
220,Pre,4,15,3,sound,1.0269,1,multi-second
220,Pre,4,16,2,sound,0.95092,1,single
220,Pre,4,17,1,shape,0.65709,1,single
220,Pre,4,18,3,shape,1.03,1,multi-first
220,Pre,4,18,3,sound,1.138,1,multi-second
220,Pre,5,1,3,shape,0.76379,1,multi-first
220,Pre,5,1,3,sound,1.1578,1,multi-second
220,Pre,5,2,1,shape,0.6011,1,single
220,Pre,5,3,2,sound,0.63874,1,single
220,Pre,5,5,1,shape,0.85705,1,single
220,Pre,5,6,3,shape,0.84476,1,multi-first
220,Pre,5,6,3,sound,1.0987,1,multi-second
220,Pre,5,7,3,shape,1.6829,1,multi-second
220,Pre,5,7,3,sound,1.2269,1,multi-first
220,Pre,5,8,3,shape,1.1866,1,multi-second
220,Pre,5,8,3,sound,0.88665,1,multi-first
220,Pre,5,9,2,sound,1.0284,1,single
220,Pre,5,10,2,sound,0.8183,1,single
220,Pre,5,11,1,shape,0.71033,1,single
220,Pre,5,12,2,sound,0.81346,1,single
220,Pre,5,13,2,sound,0.84901,1,single
220,Pre,5,14,3,shape,1.0985,1,multi-first
220,Pre,5,14,3,sound,1.4605,1,multi-second
220,Pre,5,15,3,shape,0.99958,1,multi-first
220,Pre,5,15,3,sound,1.4536,1,multi-second
220,Pre,5,16,1,shape,0.67193,1,single
220,Pre,5,17,1,shape,0.58028,1,single
220,Pre,5,18,1,shape,0.63451,1,single
220,Pre,6,1,2,sound,1.1072,1,single
220,Pre,6,2,2,sound,0.77252,1,single
220,Pre,6,3,2,sound,0.62914,1,single
220,Pre,6,4,1,shape,0.51431,1,single
220,Pre,6,5,1,shape,0.63423,1,single
220,Pre,6,6,2,sound,0.77716,1,single
220,Pre,6,7,2,sound,0.97929,1,single
220,Pre,6,8,1,shape,0.55918,1,single
220,Pre,6,9,3,shape,0.51159,1,multi-first
220,Pre,6,9,3,sound,1.0666,1,multi-second
220,Pre,6,10,3,shape,0.75034,1,multi-first
220,Pre,6,10,3,sound,1.0363,1,multi-second
220,Pre,6,11,1,shape,0.56395,1,single
220,Pre,6,12,3,shape,0.78013,1,multi-first
220,Pre,6,12,3,sound,1.0721,1,multi-second
220,Pre,6,13,3,shape,0.93544,1,multi-first
220,Pre,6,13,3,sound,1.2234,1,multi-second
220,Pre,6,15,2,sound,1.0446,1,single
220,Pre,6,16,3,shape,0.84721,1,multi-first
220,Pre,6,16,3,sound,1.1632,1,multi-second
220,Pre,6,17,3,shape,1.0183,1,multi-first
220,Pre,6,17,3,sound,1.4703,1,multi-second
220,Pre,6,18,1,shape,0.60419,1,single
221,Pre,1,2,1,shape,0.72262,1,single
221,Pre,1,3,1,shape,0.46373,1,single
221,Pre,1,4,3,shape,0.82746,1,multi-first
221,Pre,1,4,3,sound,0.84947,1,multi-second
221,Pre,1,5,2,sound,0.76493,1,single
221,Pre,1,7,2,sound,0.90949,1,single
221,Pre,1,8,1,shape,0.77206,1,single
221,Pre,1,10,2,sound,0.63472,1,single
221,Pre,1,11,2,sound,0.52142,1,single
221,Pre,1,13,3,shape,1.2397,1,multi-first
221,Pre,1,13,3,sound,1.2807,1,multi-second
221,Pre,1,14,1,shape,0.77269,1,single
221,Pre,1,15,1,shape,0.86525,1,single
221,Pre,1,16,1,shape,0.77562,1,single
221,Pre,1,18,2,sound,0.60541,1,single
221,Pre,2,1,2,sound,1.0124,1,single
221,Pre,2,2,3,shape,0.49863,1,multi-first
221,Pre,2,2,3,sound,0.95762,1,multi-second
221,Pre,2,3,1,shape,0.64484,1,single
221,Pre,2,4,3,shape,0.53926,1,multi-first
221,Pre,2,4,3,sound,0.96827,1,multi-second
221,Pre,2,5,2,sound,1.0061,1,single
221,Pre,2,6,2,sound,1.1801,1,single
221,Pre,2,7,2,sound,0.64691,1,single
221,Pre,2,8,1,shape,0.86621,1,single
221,Pre,2,9,1,shape,0.59697,1,single
221,Pre,2,10,1,shape,0.62721,1,single
221,Pre,2,11,2,sound,0.78849,1,single
221,Pre,2,12,3,shape,1.1874,1,multi-second
221,Pre,2,12,3,sound,1.1754,1,multi-first
221,Pre,2,13,1,shape,0.73331,1,single
221,Pre,2,14,3,shape,0.47131,1,multi-first
221,Pre,2,14,3,sound,0.54331,1,multi-second
221,Pre,2,15,2,sound,0.61526,1,single
221,Pre,2,16,1,shape,0.60021,1,single
221,Pre,2,17,3,shape,0.35431,1,multi-first
221,Pre,2,17,3,sound,0.64931,1,multi-second
221,Pre,2,18,3,shape,1.9253,1,multi-first
221,Pre,2,18,3,sound,1.9583,1,multi-second
221,Pre,3,1,3,shape,0.76667,1,multi-second
221,Pre,3,1,3,sound,0.76168,1,multi-first
221,Pre,3,2,2,sound,0.92537,1,single
221,Pre,3,4,3,shape,1.7464,1,multi-first
221,Pre,3,4,3,sound,1.7934,1,multi-second
221,Pre,3,5,2,sound,0.70707,1,single
221,Pre,3,6,2,sound,0.70533,1,single
221,Pre,3,7,2,sound,0.83422,1,single
221,Pre,3,8,1,shape,0.59635,1,single
221,Pre,3,9,1,shape,0.62999,1,single
221,Pre,3,10,1,shape,0.71233,1,single
221,Pre,3,11,3,shape,0.68212,1,multi-first
221,Pre,3,11,3,sound,1.0401,1,multi-second
221,Pre,3,12,3,shape,1.2203,1,multi-first
221,Pre,3,12,3,sound,1.2393,1,multi-second
221,Pre,3,13,1,shape,0.62008,1,single
221,Pre,3,14,1,shape,0.60893,1,single
221,Pre,3,16,3,shape,0.75814,1,multi-first
221,Pre,3,16,3,sound,0.76013,1,multi-second
221,Pre,3,17,3,shape,0.84098,1,multi-first
221,Pre,3,17,3,sound,0.85498,1,multi-second
221,Pre,3,18,1,shape,0.61096,1,single
221,Pre,4,1,3,shape,0.91909,1,multi-first
221,Pre,4,1,3,sound,0.98009,1,multi-second
221,Pre,4,2,3,shape,0.36103,1,multi-second
221,Pre,4,2,3,sound,0.33503,1,multi-first
221,Pre,4,3,3,shape,0.64398,1,multi-second
221,Pre,4,3,3,sound,0.64199,1,multi-first
221,Pre,4,4,3,shape,1.0689,1,multi-first
221,Pre,4,4,3,sound,1.0959,1,multi-second
221,Pre,4,6,1,shape,0.648,1,single
221,Pre,4,7,2,sound,0.70906,1,single
221,Pre,4,8,1,shape,0.70603,1,single
221,Pre,4,10,2,sound,0.49522,1,single
221,Pre,4,13,3,shape,1.0968,1,multi-second
221,Pre,4,13,3,sound,1.0848,1,multi-first
221,Pre,4,14,2,sound,0.66109,1,single
221,Pre,4,15,1,shape,0.58669,1,single
221,Pre,4,16,2,sound,0.60512,1,single
221,Pre,4,17,1,shape,0.65506,1,single
221,Pre,5,1,3,shape,1.6845,1,multi-second
221,Pre,5,1,3,sound,1.6745,1,multi-first
221,Pre,5,2,1,shape,0.75426,1,single
221,Pre,5,3,1,shape,0.49488,1,single
221,Pre,5,4,3,shape,0.75171,1,multi-first
221,Pre,5,4,3,sound,0.76872,1,multi-second
221,Pre,5,6,3,shape,0.83557,1,multi-first
221,Pre,5,6,3,sound,0.83962,1,multi-second
221,Pre,5,7,2,sound,0.89408,1,single
221,Pre,5,8,1,shape,0.56063,1,single
221,Pre,5,10,2,sound,0.73644,1,single
221,Pre,5,11,2,sound,0.81352,1,single
221,Pre,5,12,2,sound,0.88837,1,single
221,Pre,5,13,3,shape,0.98927,1,multi-first
221,Pre,5,13,3,sound,1.0273,1,multi-second
221,Pre,5,14,1,shape,0.82417,1,single
221,Pre,5,15,1,shape,0.60668,1,single
221,Pre,5,16,1,shape,0.60308,1,single
221,Pre,5,17,3,shape,0.87571,1,multi-first
221,Pre,5,17,3,sound,0.88971,1,multi-second
221,Pre,5,18,2,sound,0.74945,1,single
221,Pre,6,1,2,sound,0.62547,1,single
221,Pre,6,3,1,shape,0.66333,1,single
221,Pre,6,4,3,shape,1.2052,1,multi-first
221,Pre,6,4,3,sound,1.2602,1,multi-second
221,Pre,6,5,2,sound,0.7753,1,single
221,Pre,6,6,2,sound,0.50316,1,single
221,Pre,6,7,2,sound,0.79242,1,single
221,Pre,6,8,1,shape,0.83914,1,single
221,Pre,6,9,1,shape,0.56315,1,single
221,Pre,6,10,1,shape,0.64233,1,single
221,Pre,6,11,2,sound,0.88334,1,single
221,Pre,6,12,3,shape,0.77451,1,multi-second
221,Pre,6,12,3,sound,0.76751,1,multi-first
221,Pre,6,13,1,shape,0.74018,1,single
221,Pre,6,14,3,shape,0.6485,1,multi-first
221,Pre,6,14,3,sound,0.66449,1,multi-second
221,Pre,6,15,2,sound,0.89741,1,single
221,Pre,6,16,1,shape,0.67724,1,single
221,Pre,6,17,3,shape,0.83229,1,multi-second
221,Pre,6,17,3,sound,0.6393,1,multi-first
221,Pre,6,18,3,shape,1.2605,1,multi-second
221,Pre,6,18,3,sound,1.2525,1,multi-first
222,Pre,1,1,2,sound,1.03,1,single
222,Pre,1,2,2,sound,0.48009,1,single
222,Pre,1,3,3,shape,0.78188,1,multi-first
222,Pre,1,3,3,sound,0.78888,1,multi-second
222,Pre,1,4,1,shape,0.60247,1,single
222,Pre,1,6,2,sound,0.7276,1,single
222,Pre,1,7,2,sound,0.62928,1,single
222,Pre,1,8,1,shape,0.57523,1,single
222,Pre,1,9,3,shape,1.1577,1,multi-second
222,Pre,1,9,3,sound,1.1477,1,multi-first
222,Pre,1,10,3,shape,0.7168,1,multi-first
222,Pre,1,10,3,sound,0.95179,1,multi-second
222,Pre,1,11,3,shape,0.74871,1,multi-first
222,Pre,1,11,3,sound,1.3327,1,multi-second
222,Pre,1,12,3,shape,0.46302,1,multi-first
222,Pre,1,12,3,sound,0.76902,1,multi-second
222,Pre,1,13,1,shape,0.52548,1,single
222,Pre,1,14,3,shape,0.55141,1,multi-first
222,Pre,1,14,3,sound,1.0604,1,multi-second
222,Pre,1,15,2,sound,0.40949,1,single
222,Pre,1,16,1,shape,0.51088,1,single
222,Pre,1,17,1,shape,0.49565,1,single
222,Pre,1,18,2,sound,0.60186,1,single
222,Pre,2,1,2,sound,1.0153,1,single
222,Pre,2,2,3,shape,0.45074,1,multi-second
222,Pre,2,2,3,sound,0.41274,1,multi-first
222,Pre,2,3,1,shape,0.5997,1,single
222,Pre,2,4,1,shape,0.52932,1,single
222,Pre,2,5,2,sound,0.45654,1,single
222,Pre,2,7,3,shape,1.2425,1,multi-second
222,Pre,2,7,3,sound,0.98953,1,multi-first
222,Pre,2,8,1,shape,0.55142,1,single
222,Pre,2,9,3,shape,0.56231,1,multi-first
222,Pre,2,9,3,sound,1.2053,1,multi-second
222,Pre,2,10,2,sound,0.65702,1,single
222,Pre,2,11,2,sound,0.54863,1,single
222,Pre,2,12,2,sound,0.87645,1,single
222,Pre,2,13,1,shape,0.55958,1,single
222,Pre,2,14,2,sound,0.59836,1,single
222,Pre,2,16,3,shape,0.74031,1,multi-first
222,Pre,2,16,3,sound,1.3063,1,multi-second
222,Pre,2,17,3,shape,0.66233,1,multi-first
222,Pre,2,17,3,sound,1.0073,1,multi-second
222,Pre,2,18,1,shape,0.58055,1,single
222,Pre,3,1,1,shape,0.51668,1,single
222,Pre,3,3,3,shape,0.75097,1,multi-first
222,Pre,3,3,3,sound,1.245,1,multi-second
222,Pre,3,4,1,shape,0.59032,1,single
222,Pre,3,5,1,shape,0.56032,1,single
222,Pre,3,7,2,sound,0.6654,1,single
222,Pre,3,9,3,shape,1.2663,1,multi-second
222,Pre,3,9,3,sound,1.0383,1,multi-first
222,Pre,3,10,3,shape,0.60729,1,multi-first
222,Pre,3,10,3,sound,0.87327,1,multi-second
222,Pre,3,12,2,sound,0.85239,1,single
222,Pre,3,13,2,sound,0.62908,1,single
222,Pre,3,14,1,shape,0.56997,1,single
222,Pre,3,15,1,shape,0.57498,1,single
222,Pre,3,16,3,shape,0.81638,1,multi-first
222,Pre,3,16,3,sound,1.2594,1,multi-second
222,Pre,3,18,2,sound,0.7179,1,single
222,Pre,4,1,2,sound,1.0439,1,single
222,Pre,4,2,3,shape,0.70527,1,multi-first
222,Pre,4,2,3,sound,0.93226,1,multi-second
222,Pre,4,3,3,shape,0.70973,1,multi-first
222,Pre,4,3,3,sound,0.89774,1,multi-second
222,Pre,4,4,2,sound,0.83813,1,single
222,Pre,4,5,1,shape,0.66112,1,single
222,Pre,4,6,1,shape,0.50535,1,single
222,Pre,4,7,2,sound,0.90279,1,single
222,Pre,4,8,2,sound,0.50532,1,single
222,Pre,4,9,3,shape,0.7352,1,multi-first
222,Pre,4,9,3,sound,1.0052,1,multi-second
222,Pre,4,10,2,sound,0.57927,1,single
222,Pre,4,12,1,shape,0.4882,1,single
222,Pre,4,13,1,shape,0.49416,1,single
222,Pre,4,14,3,shape,0.53134,1,multi-first
222,Pre,4,14,3,sound,1.0643,1,multi-second
222,Pre,4,15,3,shape,0.57403,1,multi-first
222,Pre,4,15,3,sound,0.73001,1,multi-second
222,Pre,4,16,1,shape,0.68686,1,single
222,Pre,4,17,1,shape,0.5954,1,single
222,Pre,4,18,2,sound,0.89913,1,single
222,Pre,5,1,2,sound,0.6537,1,single
222,Pre,5,2,2,sound,0.58849,1,single
222,Pre,5,3,3,shape,1.3154,1,multi-second
222,Pre,5,3,3,sound,1.1054,1,multi-first
222,Pre,5,4,1,shape,0.6112,1,single
222,Pre,5,5,1,shape,0.60246,1,single
222,Pre,5,6,2,sound,0.8071,1,single
222,Pre,5,7,2,sound,0.90184,1,single
222,Pre,5,8,1,shape,0.58666,1,single
222,Pre,5,9,3,shape,1.1059,1,multi-second
222,Pre,5,9,3,sound,0.9359,1,multi-first
222,Pre,5,10,3,shape,0.78857,1,multi-first
222,Pre,5,10,3,sound,0.88855,1,multi-second
222,Pre,5,11,3,shape,0.70354,1,multi-second
222,Pre,5,11,3,sound,0.67455,1,multi-first
222,Pre,5,12,3,shape,0.55737,1,multi-first
222,Pre,5,12,3,sound,0.87435,1,multi-second
222,Pre,5,13,1,shape,0.53973,1,single
222,Pre,5,14,3,shape,1.2299,1,multi-second
222,Pre,5,14,3,sound,0.98889,1,multi-first
222,Pre,5,15,2,sound,0.57983,1,single
222,Pre,5,16,1,shape,0.59683,1,single
222,Pre,5,17,1,shape,0.53971,1,single
222,Pre,5,18,2,sound,0.64137,1,single
222,Pre,6,1,2,sound,0.9065,1,single
222,Pre,6,2,3,shape,0.62836,1,multi-second
222,Pre,6,2,3,sound,0.59936,1,multi-first
222,Pre,6,3,1,shape,0.59189,1,single
222,Pre,6,4,1,shape,0.54863,1,single
222,Pre,6,5,2,sound,0.61755,1,single
222,Pre,6,6,3,shape,1.2233,1,multi-second
222,Pre,6,6,3,sound,0.9073,1,multi-first
222,Pre,6,7,3,shape,0.71341,1,multi-first
222,Pre,6,7,3,sound,0.85441,1,multi-second
222,Pre,6,8,1,shape,0.54786,1,single
222,Pre,6,9,3,shape,0.87342,1,multi-second
222,Pre,6,9,3,sound,0.86042,1,multi-first
222,Pre,6,10,2,sound,0.84956,1,single
222,Pre,6,11,2,sound,0.54482,1,single
222,Pre,6,12,2,sound,0.9211,1,single
222,Pre,6,13,1,shape,0.60258,1,single
222,Pre,6,14,2,sound,0.69263,1,single
222,Pre,6,15,1,shape,0.58619,1,single
222,Pre,6,16,3,shape,0.56723,1,multi-first
222,Pre,6,16,3,sound,0.93322,1,multi-second
222,Pre,6,17,3,shape,0.64449,1,multi-first
222,Pre,6,17,3,sound,0.85748,1,multi-second
222,Pre,6,18,1,shape,0.58529,1,single
223,Pre,1,1,1,shape,1.057,1,single
223,Pre,1,2,2,sound,0.62424,1,single
223,Pre,1,3,1,shape,0.79264,1,single
223,Pre,1,4,3,shape,2.2684,1,multi-second
223,Pre,1,4,3,sound,2.2474,1,multi-first
223,Pre,1,5,3,shape,1.3996,1,multi-first
223,Pre,1,5,3,sound,1.4016,1,multi-second
223,Pre,1,6,2,sound,1.0367,1,single
223,Pre,1,7,1,shape,0.71332,1,single
223,Pre,1,8,1,shape,0.55957,1,single
223,Pre,1,9,2,sound,1.1837,1,single
223,Pre,1,10,3,shape,2.1169,1,multi-first
223,Pre,1,10,3,sound,2.1909,1,multi-second
223,Pre,1,11,2,sound,1.0075,1,single
223,Pre,1,12,3,shape,1.3626,1,multi-second
223,Pre,1,12,3,sound,1.3456,1,multi-first
223,Pre,1,13,3,shape,1.9133,1,multi-second
223,Pre,1,13,3,sound,1.8913,1,multi-first
223,Pre,1,14,2,sound,1.2977,1,single
223,Pre,1,15,2,sound,0.57573,1,single
223,Pre,1,16,3,shape,1.5606,1,multi-second
223,Pre,1,16,3,sound,1.5526,1,multi-first
223,Pre,1,17,1,shape,0.76731,1,single
223,Pre,1,18,1,shape,1.2507,1,single
223,Pre,2,2,2,sound,0.86836,1,single
223,Pre,2,3,3,shape,1.2304,1,multi-first
223,Pre,2,3,3,sound,1.2794,1,multi-second
223,Pre,2,4,1,shape,0.9104,1,single
223,Pre,2,5,1,shape,1.2185,1,single
223,Pre,2,6,3,shape,2.5725,1,multi-first
223,Pre,2,6,3,sound,2.5805,1,multi-second
223,Pre,2,7,1,shape,0.97767,1,single
223,Pre,2,9,2,sound,0.59346,1,single
223,Pre,2,10,1,shape,0.68553,1,single
223,Pre,2,11,1,shape,0.67953,1,single
223,Pre,2,12,2,sound,1.3606,1,single
223,Pre,2,13,3,shape,1.0146,1,multi-second
223,Pre,2,13,3,sound,0.88155,1,multi-first
223,Pre,2,15,2,sound,1.9954,1,single
223,Pre,2,16,3,shape,1.2627,1,multi-second
223,Pre,2,16,3,sound,1.2567,1,multi-first
223,Pre,2,17,1,shape,0.94749,1,single
223,Pre,2,18,3,shape,1.2636,1,multi-first
223,Pre,2,18,3,sound,1.3775,1,multi-second
223,Pre,3,1,2,sound,0.48714,1,single
223,Pre,3,2,2,sound,0.42148,1,single
223,Pre,3,3,2,sound,0.67843,1,single
223,Pre,3,4,3,shape,0.91827,1,multi-second
223,Pre,3,4,3,sound,0.90926,1,multi-first
223,Pre,3,5,1,shape,0.5947,1,single
223,Pre,3,6,3,shape,1.5714,1,multi-first
223,Pre,3,6,3,sound,1.5844,1,multi-second
223,Pre,3,7,2,sound,1.7025,1,single
223,Pre,3,8,1,shape,0.95019,1,single
223,Pre,3,10,3,shape,0.95454,1,multi-first
223,Pre,3,10,3,sound,0.95953,1,multi-second
223,Pre,3,11,1,shape,0.76837,1,single
223,Pre,3,12,3,shape,1.0153,1,multi-first
223,Pre,3,12,3,sound,1.0583,1,multi-second
223,Pre,3,13,1,shape,0.72313,1,single
223,Pre,3,14,1,shape,0.66921,1,single
