model,cond,RMSE,int,slp,sub,a,b,deriv_a,deriv_b
pwr,s16,37.459067925699046,-0.11178812508338948,-0.1379343572829966,247,-0.11178812508338948,-0.1379343572829966,0.01541942318524856,-1.1379343572829965
pwr,s8,40.91267297170229,-0.13984699299409506,-0.11108488979161754,248,-0.13984699299409506,-0.11108488979161754,0.015534887804438161,-1.1110848897916175
pwr,s12,49.92847234228695,0.005597862322739372,-0.13478760739151288,248,0.005597862322739372,-0.13478760739151288,-7.545224689891369e-4,-1.1347876073915129
pwr,s16,49.07199441523751,0.06234094207066253,-0.15115346089614534,248,0.06234094207066253,-0.15115346089614534,-0.00942304914950675,-1.1511534608961453
pwr,s8,27.696556840625814,-0.32184918990641553,-0.17823558834317352,249,-0.32184918990641553,-0.17823558834317352,0.05736497972074375,-1.1782355883431734
pwr,s12,34.3782647616998,-0.27075313466234796,-0.17865142832190345,249,-0.27075313466234796,-0.17865142832190345,0.04837043423006113,-1.1786514283219034
pwr,s16,42.18815419907813,-0.18502258468953472,-0.19888927188693983,249,-0.18502258468953472,-0.19888927188693983,0.036799007151541226,-1.19888927188694
pwr,s8,41.020639696301,-0.22066115780557136,-0.09376470574976044,250,-0.22066115780557136,-0.09376470574976044,0.02069022853204085,-1.0937647057497604
pwr,s12,43.03550684959896,-0.08539239107346734,-0.11604052283903883,250,-0.08539239107346734,-0.11604052283903883,0.009908977706640823,-1.1160405228390389
pwr,s16,54.469720676149805,0.0241510205571362,-0.11434529281656525,250,0.0241510205571362,-0.11434529281656525,-0.0027615555174246255,-1.1143452928165654
