sub,block,rest_block,trial_num,set_size,targ_or,resp,RT
219,3,30,12,12,1,1,0.55973
219,3,30,13,16,1,1,0.61524
219,3,30,14,8,1,1,0.46423
219,3,30,15,16,2,2,0.58305
219,3,30,16,8,2,2,0.42512
219,3,30,17,8,2,2,0.53593
219,3,30,18,12,1,1,0.59953
219,3,31,1,12,2,2,0.39601
219,3,31,2,12,1,1,0.44009
219,3,31,3,8,1,1,0.51212
219,3,31,4,16,2,2,0.72811
219,3,31,5,16,1,1,0.49597
219,3,31,6,8,2,2,0.44004
219,3,31,7,12,2,2,0.40053
219,3,31,8,12,2,1,0.78684
219,3,31,9,8,2,2,0.38519
219,3,31,10,12,2,2,0.91625
219,3,31,11,16,2,2,0.62799
219,3,31,12,16,2,2,1.5103
219,3,31,13,8,1,1,0.41655
219,3,31,14,16,2,2,0.57507
219,3,31,15,12,1,1,0.62489
219,3,31,16,16,1,1,0.54317
219,3,31,17,8,1,1,0.48842
219,3,31,18,8,1,1,0.48079
219,3,32,1,16,2,2,1.1388
219,3,32,2,8,1,1,0.6879
219,3,32,3,8,1,1,0.59287
219,3,32,4,12,1,1,0.49657
219,3,32,5,12,1,1,0.488
219,3,32,6,8,1,1,0.77689
219,3,32,7,12,2,2,0.55167
219,3,32,8,8,1,1,0.46434
219,3,32,9,16,2,2,0.6324
219,3,32,10,12,2,2,0.41578
219,3,32,11,16,1,1,0.47269
219,3,32,12,12,1,1,0.73629
219,3,32,13,16,1,1,0.60767
219,3,32,14,12,2,2,0.39206
219,3,32,15,8,1,1,0.43266
219,3,32,16,8,1,1,0.42398
219,3,32,17,16,1,1,0.44041
219,3,32,18,16,1,1,0.5032
219,4,1,1,16,1,1,0.72229
219,4,1,2,8,1,1,0.42827
219,4,1,3,8,2,2,0.60729
219,4,1,4,16,2,2,0.48278
219,4,1,5,12,1,1,0.57114
219,4,1,6,8,1,1,0.48735
219,4,1,7,8,1,1,0.34471
219,4,1,8,16,1,1,0.53579
219,4,1,9,8,1,1,0.53061
219,4,1,10,8,1,1,0.39912
219,4,1,11,12,1,1,0.52783
219,4,1,12,12,1,1,0.51233
219,4,1,13,12,2,1,0.65007
219,4,1,14,12,1,1,0.38188
219,4,1,15,12,1,1,0.43504
219,4,1,16,16,1,1,0.52933
219,4,1,17,16,1,1,0.45546
219,4,1,18,16,1,2,0.98578
219,4,2,1,16,1,1,0.49504
219,4,2,2,8,2,2,0.45689
219,4,2,3,8,1,1,0.39449
219,4,2,4,8,2,2,0.43728
219,4,2,5,8,1,1,0.41469
219,4,2,6,12,1,1,0.67302
219,4,2,7,12,1,1,0.4167
219,4,2,8,12,2,2,0.60434
219,4,2,9,12,1,1,0.45508
219,4,2,10,16,1,1,0.83998
219,4,2,11,16,1,1,0.42004
219,4,2,12,8,2,2,0.60096
219,4,2,13,16,1,1,0.59499
219,4,2,14,12,2,2,0.50347
219,4,2,15,12,1,2,1.1127
219,4,2,16,8,2,1,0.66776
219,4,2,17,16,2,2,0.55116
219,4,2,18,16,1,1,0.50167
219,4,3,1,8,2,2,0.43534
219,4,3,2,8,2,2,0.51528
219,4,3,3,16,2,2,0.485
219,4,3,4,16,2,2,0.43811
219,4,3,5,8,1,1,0.36902
219,4,3,6,12,2,2,0.43259
219,4,3,7,8,2,2,0.51273
219,4,3,8,12,1,1,0.37612
219,4,3,9,16,2,2,0.52845
219,4,3,10,16,2,2,0.44903
219,4,3,11,16,2,2,0.55497
219,4,3,12,12,1,1,0.60886
219,4,3,13,12,1,1,0.4241
219,4,3,14,8,1,1,0.52155
219,4,3,15,12,1,2,0.44051
219,4,3,16,8,1,1,0.48859
219,4,3,17,12,1,1,0.4637
219,4,3,18,16,2,2,0.48079
219,4,4,1,8,2,2,0.78752
219,4,4,2,16,1,1,0.43093
219,4,4,3,16,2,2,0.72834
219,4,4,4,12,1,1,0.46435
219,4,4,5,16,1,1,0.41604
219,4,4,6,16,2,2,0.44064
219,4,4,7,8,2,2,0.43291
219,4,4,8,16,2,2,1.3436
219,4,4,9,8,2,2,0.52769
219,4,4,10,8,1,1,0.44116
219,4,4,11,12,2,2,0.64795
219,4,4,12,16,1,1,0.47971
219,4,4,13,12,2,2,0.60832
219,4,4,14,8,2,2,0.47273
219,4,4,15,12,2,2,0.48807
219,4,4,16,8,2,2,0.4409
219,4,4,17,12,1,1,0.63176
219,4,4,18,12,2,2,0.40867
219,4,5,1,8,1,1,0.56331
219,4,5,2,8,2,2,0.47285
219,4,5,3,16,1,1,0.54381
219,4,5,4,12,2,2,0.47224
219,4,5,5,8,1,1,0.63276
219,4,5,6,8,2,2,0.45646
219,4,5,7,12,2,2,0.40881
219,4,5,8,12,2,2,0.67246
219,4,5,9,12,1,1,0.3999
219,4,5,10,12,2,2,0.45659
219,4,5,11,8,1,1,0.36118
219,4,5,12,16,1,1,0.62435
219,4,5,13,16,1,1,0.45615
219,4,5,14,16,1,1,0.52003
219,4,5,15,8,2,2,0.48043
219,4,5,16,16,1,1,0.54359
219,4,5,17,16,2,2,0.4798
219,4,5,18,12,1,1,0.43229
219,4,6,1,16,2,2,0.53908
219,4,6,2,16,1,1,0.52057
219,4,6,3,16,2,1,0.46383
219,4,6,4,12,1,1,0.41701
219,4,6,5,8,2,2,0.46489
219,4,6,6,16,1,1,0.48199
219,4,6,7,12,2,2,0.74279
219,4,6,8,8,1,1,0.42035
219,4,6,9,12,1,1,0.60857
219,4,6,10,12,1,1,0.48818
219,4,6,11,8,2,2,0.45699
219,4,6,12,8,2,2,0.52061
219,4,6,13,16,2,1,0.43887
219,4,6,14,8,1,1,0.44964
219,4,6,15,8,1,1,0.61597
219,4,6,16,12,1,1,0.41513
219,4,6,17,12,1,1,0.40835
219,4,6,18,16,1,1,0.64902
219,4,7,1,16,2,2,0.71535
219,4,7,2,16,2,2,0.75172
219,4,7,3,12,2,2,0.3836
219,4,7,4,12,2,2,0.42492
219,4,7,5,8,2,2,0.42427
219,4,7,6,8,1,1,0.45683
219,4,7,7,8,2,2,0.55293
219,4,7,8,12,1,1,0.44008
219,4,7,9,16,2,2,0.69606
219,4,7,10,8,1,1,0.5782
219,4,7,11,16,1,1,0.54795
219,4,7,12,8,1,1,0.68887
219,4,7,13,16,2,2,0.79084
219,4,7,14,16,1,1,0.53476
219,4,7,15,12,2,2,0.68945
219,4,7,16,8,1,1,0.42339
219,4,7,17,12,2,2,0.48026
219,4,7,18,12,2,2,0.71184
219,4,8,1,16,1,1,1.2909
219,4,8,2,8,1,1,0.86383
219,4,8,3,16,2,2,0.51238
219,4,8,4,12,1,1,0.48802
219,4,8,5,12,2,2,0.40085
219,4,8,6,8,1,1,0.70474
219,4,8,7,16,1,1,0.75949
219,4,8,8,16,2,2,0.47192
219,4,8,9,8,2,2,0.57576
219,4,8,10,12,2,2,0.97642
219,4,8,11,8,1,1,0.47214
219,4,8,12,8,2,2,0.51224
219,4,8,13,12,1,1,0.60822
219,4,8,14,16,1,1,0.71983
219,4,8,15,12,1,1,0.52825
219,4,8,16,12,1,1,0.47996
219,4,8,17,8,2,2,0.43308
219,4,8,18,16,2,2,0.48724
219,4,9,1,8,1,1,0.5395
219,4,9,2,12,2,2,0.49698
219,4,9,3,8,2,2,0.53605
219,4,9,4,16,1,1,0.46409
219,4,9,5,16,2,2,0.67122
219,4,9,6,12,2,2,0.48732
219,4,9,7,12,1,1,0.42427
219,4,9,8,8,1,1,0.57716
219,4,9,9,12,1,1,0.78369
219,4,9,10,12,1,1,0.43184
219,4,9,11,16,2,2,0.40825
219,4,9,12,8,1,1,0.4808
219,4,9,13,16,1,1,0.62404
219,4,9,14,16,1,1,0.68798
219,4,9,15,8,1,1,0.49672
219,4,9,16,12,2,2,0.38454
219,4,9,17,8,1,1,0.47361
219,4,9,18,16,1,1,0.45551
219,4,10,1,12,2,1,0.79509
219,4,10,2,12,2,2,0.95225
219,4,10,3,12,1,1,0.42278
219,4,10,4,16,1,1,0.6486
219,4,10,5,8,2,2,0.39305
219,4,10,6,8,1,1,0.5764
219,4,10,7,12,1,1,0.41688
219,4,10,8,12,1,1,0.42349
219,4,10,9,16,1,1,0.43179
219,4,10,10,16,2,2,0.44834
219,4,10,11,8,1,1,0.37724
219,4,10,12,8,1,1,0.5129
219,4,10,13,16,2,2,0.46357
219,4,10,14,16,2,2,0.5121
219,4,10,15,16,1,1,0.44733
219,4,10,16,8,1,1,0.44067
219,4,10,17,12,1,1,0.42418
219,4,10,18,8,2,2,0.41679
219,4,11,1,16,2,2,0.49241
219,4,11,2,12,2,2,0.55894
219,4,11,3,8,2,1,0.41674
219,4,11,4,8,1,1,0.46457
219,4,11,5,8,2,2,0.52065
219,4,11,6,12,2,2,0.52823
219,4,11,7,12,2,2,0.4718
219,4,11,8,16,2,2,0.44855
219,4,11,9,12,2,2,0.6557
219,4,11,10,16,2,2,0.38343
219,4,11,11,16,1,1,0.64071
219,4,11,12,12,1,1,0.41581
219,4,11,13,12,1,1,0.44856
219,4,11,14,16,2,2,0.43199
219,4,11,15,8,2,2,0.44032
219,4,11,16,8,2,1,0.67216
219,4,11,17,8,2,2,0.47288
219,4,11,18,16,1,1,0.36808
219,4,12,1,16,2,2,0.41991
219,4,12,2,16,1,1,0.64114
219,4,12,3,12,1,1,0.39509
219,4,12,4,16,2,2,0.56504
219,4,12,5,8,1,1,0.44041
219,4,12,6,16,1,1,0.5439
219,4,12,7,12,2,1,0.59988
219,4,12,8,8,2,1,0.4485
219,4,12,9,8,2,2,0.6727
219,4,12,10,12,2,2,0.64822
219,4,12,11,8,1,1,0.43299
219,4,12,12,12,2,2,0.4474
219,4,12,13,16,1,1,0.441
219,4,12,14,16,2,2,0.64722
219,4,12,15,8,2,2,0.61764
219,4,12,16,12,1,1,0.4717
219,4,12,17,12,2,2,0.47258
219,4,12,18,8,2,2,0.57682
219,4,13,1,12,2,2,0.65933
219,4,13,2,8,1,1,0.64948
219,4,13,3,16,2,2,0.39932
219,4,13,4,8,2,2,0.48678
219,4,13,5,16,1,1,0.44748
219,4,13,6,16,1,1,0.53574
219,4,13,7,12,2,2,0.43989
219,4,13,8,8,1,1,0.63292
219,4,13,9,16,1,1,0.57689
219,4,13,10,8,1,1,0.50391
219,4,13,11,12,2,1,0.8005
219,4,13,12,12,1,1,0.43976
219,4,13,13,16,2,2,0.43235
219,4,13,14,12,1,1,0.63192
219,4,13,15,16,1,1,0.48815
219,4,13,16,8,1,2,0.47274
219,4,13,17,12,1,1,0.46369
219,4,13,18,8,2,2,0.69758
219,4,14,1,12,2,2,0.42029
219,4,14,2,16,2,2,0.49763
219,4,14,3,16,2,2,0.43153
219,4,14,4,12,2,2,0.53602
219,4,14,5,12,1,1,0.44789
219,4,14,6,8,2,2,0.37684
219,4,14,7,12,1,1,0.84012
219,4,14,8,16,2,2,0.47936
219,4,14,9,8,2,2,0.58537
219,4,14,10,16,1,1,0.44707
219,4,14,11,8,1,1,0.42516
219,4,14,12,8,1,1,0.425
219,4,14,13,8,2,2,0.57624
219,4,14,14,12,1,1,0.42402
219,4,14,15,8,2,2,0.4647
219,4,14,16,16,2,2,0.46404
219,4,14,17,16,2,2,0.61635
219,4,14,18,12,2,2,0.48743
219,4,15,1,16,1,1,0.69046
219,4,15,2,12,2,2,0.41716
219,4,15,3,12,2,2,0.68825
219,4,15,4,12,1,1,0.8231
219,4,15,5,8,2,2,0.46157
219,4,15,6,16,1,1,0.67652
219,4,15,7,16,1,1,0.50911
219,4,15,8,8,2,2,0.47762
219,4,15,9,8,2,2,0.42945
219,4,15,10,16,2,2,0.71902
219,4,15,11,8,1,1,0.41786
219,4,15,12,8,2,2,0.40935
219,4,15,13,12,1,1,0.52125
219,4,15,14,12,1,1,0.49043
219,4,15,15,8,1,1,0.44782
219,4,15,16,16,2,2,0.4361
219,4,15,17,12,1,1,0.48076
219,4,15,18,16,2,2,0.58748
219,4,16,1,8,2,2,0.42838
219,4,16,2,12,2,2,0.92672
219,4,16,3,16,2,2,0.62302
219,4,16,4,12,2,2,0.51229
219,4,16,5,8,1,1,0.3839
219,4,16,6,12,1,1,0.42407
219,4,16,7,16,2,2,0.48703
219,4,16,8,8,1,1,0.38387
219,4,16,9,8,2,2,0.49623
219,4,16,10,16,1,1,0.40737
219,4,16,11,16,2,2,0.55201
219,4,16,12,16,2,2,0.69485
219,4,16,13,8,1,1,0.7521
219,4,16,14,12,1,1,0.62378
219,4,16,15,12,1,1,0.48019
219,4,16,16,12,2,2,0.48694
219,4,16,17,8,1,1,0.52841
219,4,16,18,16,2,2,0.42321
219,4,17,1,12,2,2,0.69119
219,4,17,2,16,1,1,0.39115
219,4,17,3,16,1,1,0.40209
219,4,17,4,12,2,2,0.41303
219,4,17,5,16,2,2,0.50087
219,4,17,6,8,2,2,0.48814
219,4,17,7,16,1,1,0.60765
219,4,17,8,16,2,2,0.35248
219,4,17,9,12,2,2,0.43244
219,4,17,10,12,2,2,0.46374
219,4,17,11,12,2,2,0.43219
219,4,17,12,8,1,1,0.41639
219,4,17,13,8,2,2,0.36125
219,4,17,14,8,1,1,0.36007
219,4,17,15,16,1,1,0.38419
219,4,17,16,12,1,1,0.47215
219,4,17,17,8,1,1,0.41643
219,4,17,18,8,2,2,0.54466
219,4,18,1,16,2,2,0.4353
219,4,18,2,12,1,1,0.38393
219,4,18,3,16,1,2,0.37714
219,4,18,4,8,2,2,0.36695
219,4,18,5,8,1,1,0.3363
219,4,18,6,16,1,1,0.32823
219,4,18,7,16,2,2,0.35639
219,4,18,8,8,2,2,0.42458
219,4,18,9,12,2,2,0.40064
219,4,18,10,12,1,1,0.34374
219,4,18,11,8,2,2,1.0166
219,4,18,12,16,1,1,0.55113
219,4,18,13,16,2,2,0.4802
219,4,18,14,12,1,1,0.50359
219,4,18,15,12,2,2,0.4798
219,4,18,16,12,2,2,0.48827
219,4,18,17,8,1,1,0.37722
219,4,18,18,8,2,2,0.53649
219,4,19,1,16,2,2,0.45157
219,4,19,2,12,1,1,0.43182
219,4,19,3,16,2,2,0.36681
219,4,19,4,8,2,2,0.42385
219,4,19,5,8,1,1,0.4328
219,4,19,6,12,1,1,0.57513
219,4,19,7,12,1,1,0.43234
219,4,19,8,8,1,1,0.38343
219,4,19,9,8,1,1,0.40883
219,4,19,10,16,2,2,0.49457
219,4,19,11,16,1,1,0.41536
219,4,19,12,8,2,2,0.41685
219,4,19,13,16,2,1,0.38309
219,4,19,14,12,2,2,0.40729
219,4,19,15,12,1,1,0.39202
219,4,19,16,16,1,2,0.47899
219,4,19,17,12,2,2,0.47956
219,4,19,18,8,1,1,0.46415
219,4,20,1,16,1,1,0.68358
219,4,20,2,12,2,2,0.64754
219,4,20,3,16,2,2,0.52785
219,4,20,4,12,1,1,0.60096
219,4,20,5,8,2,2,0.64052
219,4,20,6,12,1,1,0.37718
219,4,20,7,16,2,2,0.43876
219,4,20,8,8,1,1,0.52062
219,4,20,9,8,1,1,0.45727
219,4,20,10,8,2,2,0.40113
219,4,20,11,8,2,1,0.35791
219,4,20,12,12,2,2,0.44887
219,4,20,13,16,1,1,0.75264
219,4,20,14,8,2,2,0.45573
219,4,20,15,16,2,2,0.61536
219,4,20,16,12,1,1,0.35244
219,4,20,17,16,2,2,0.48057
219,4,20,18,12,2,2,0.54488
219,4,21,1,16,1,1,0.46687
219,4,21,2,8,1,1,0.40817
219,4,21,3,16,2,2,0.36847
219,4,21,4,16,1,1,0.48817
219,4,21,5,16,2,2,0.43132
219,4,21,6,12,1,1,0.74366
219,4,21,7,16,1,1,0.41547
219,4,21,8,12,2,2,0.45667
219,4,21,9,12,2,2,0.52029
219,4,21,10,8,1,1,0.64908
219,4,21,11,8,1,1,0.56064
219,4,21,12,12,2,2,0.38534
219,4,21,13,12,1,1,0.40032
219,4,21,14,8,1,1,0.5527
219,4,21,15,8,1,1,0.40054
219,4,21,16,12,1,1,0.42455
219,4,21,17,8,2,2,0.45691
219,4,21,18,16,2,2,0.39251
219,4,22,1,8,1,1,0.45194
219,4,22,2,8,2,2,0.53398
219,4,22,3,12,1,1,0.47491
219,4,22,4,8,1,1,0.59125
219,4,22,5,8,1,1,0.38076
219,4,22,6,16,2,2,0.44722
219,4,22,7,16,1,1,0.72007
219,4,22,8,16,1,1,0.48743
219,4,22,9,12,1,1,0.42333
219,4,22,10,16,2,2,0.46375
219,4,22,11,12,2,2,0.72002
219,4,22,12,12,1,1,0.3916
219,4,22,13,16,2,2,0.87969
219,4,22,14,8,1,1,0.38446
219,4,22,15,12,1,1,0.38811
219,4,22,16,8,1,1,0.48065
219,4,22,17,12,1,1,0.41929
219,4,22,18,16,2,2,0.60576
219,4,23,1,16,1,1,0.49943
219,4,23,2,16,2,2,0.48003
219,4,23,3,16,2,1,0.63075
219,4,23,4,16,2,2,0.39923
219,4,23,5,16,2,2,0.81549
219,4,23,6,8,2,2,0.44585
219,4,23,7,12,1,1,0.50297
219,4,23,8,16,2,2,0.62346
219,4,23,9,8,2,2,0.584
219,4,23,10,12,2,2,0.57676
219,4,23,11,8,2,2,0.59962
219,4,23,12,12,1,1,0.44846
219,4,23,13,12,2,2,0.54416
219,4,23,14,12,2,2,0.41637
219,4,23,15,8,1,1,0.45644
219,4,23,16,8,1,1,0.4254
219,4,23,17,12,1,1,0.45559
219,4,23,18,8,1,1,0.4168
219,4,24,1,12,1,1,0.68367
219,4,24,2,12,1,1,0.46411
219,4,24,3,8,2,2,0.36832
219,4,24,4,16,1,1,0.71946
219,4,24,5,12,1,1,0.41708
219,4,24,6,8,1,1,0.43988
219,4,24,7,8,2,2,0.37783
219,4,24,8,8,1,1,0.40732
219,4,24,9,16,1,1,0.46425
219,4,24,10,8,1,1,0.39282
219,4,24,11,12,2,1,0.4483
219,4,24,12,16,2,2,0.72805
219,4,24,13,16,2,2,0.55195
219,4,24,14,16,1,1,0.36747
219,4,24,15,16,1,1,0.57244
219,4,24,16,12,1,1,0.48822
219,4,24,17,12,2,1,0.59233
219,4,24,18,8,2,2,0.48875
219,5,1,1,16,1,1,1.037
219,5,1,2,8,1,1,0.58206
219,5,1,3,8,2,2,0.47953
219,5,1,4,16,2,2,0.43073
219,5,1,5,12,1,1,0.34315
219,5,1,6,8,1,1,0.38513
219,5,1,7,8,1,1,0.38328
219,5,1,8,16,1,2,0.47035
219,5,1,9,8,1,1,0.36749
219,5,1,10,8,1,2,0.38326
219,5,1,11,12,1,1,0.41528
219,5,1,12,12,1,1,0.44759
219,5,1,13,12,2,2,0.47939
219,5,1,14,12,1,1,0.36768
219,5,1,15,12,1,1,0.40721
219,5,1,16,16,1,1,0.51015
219,5,1,17,16,1,1,0.55907
219,5,1,18,16,1,1,0.43179
219,5,2,1,16,1,1,0.41838
219,5,2,2,8,2,2,0.5839
219,5,2,3,8,1,1,0.59127
219,5,2,4,8,2,2,0.4234
219,5,2,5,8,1,1,0.3602
219,5,2,6,12,1,1,0.3747
219,5,2,7,12,1,1,0.37515
219,5,2,8,12,2,1,0.50447
219,5,2,9,12,1,1,0.40697
219,5,2,10,16,1,1,0.43873
219,5,2,11,16,1,1,0.5104
219,5,2,12,8,2,1,0.37622
219,5,2,13,16,1,1,0.82295
219,5,2,14,12,2,2,0.38959
219,5,2,15,12,1,1,0.39885
219,5,2,16,8,2,2,0.36056
219,5,2,17,16,2,1,0.39927
219,5,2,18,16,1,1,0.53541
219,5,3,1,8,2,2,0.37115
219,5,3,2,8,2,2,0.46354
219,5,3,3,16,2,2,0.41394
219,5,3,4,16,2,1,0.32764
219,5,3,5,8,1,1,0.37495
219,5,3,6,12,2,2,0.39993
219,5,3,7,8,2,2,0.40781
219,5,3,8,12,1,1,0.35967
219,5,3,9,16,2,2,0.37403
219,5,3,10,16,2,1,0.41545
219,5,3,11,16,2,1,0.6314
219,5,3,12,12,1,1,0.59063
219,5,3,13,12,1,1,0.37519
219,5,3,14,8,1,1,0.66389
219,5,3,15,12,1,1,0.58279
219,5,3,16,8,1,1,0.36572
219,5,3,17,12,1,1,0.45493
219,5,3,18,16,2,2,0.73385
219,5,4,1,8,2,2,0.53654
219,5,4,2,16,1,1,0.33492
219,5,4,3,16,2,2,0.47032
219,5,4,4,12,1,1,0.36657
219,5,4,5,16,1,1,0.43013
219,5,4,6,16,2,2,0.36599
219,5,4,7,8,2,1,0.39097
219,5,4,8,16,2,2,0.57387
219,5,4,9,8,2,2,0.60736
219,5,4,10,8,1,2,0.45423
219,5,4,11,12,2,2,0.3743
219,5,4,12,16,1,1,0.43033
219,5,4,13,12,2,2,0.51226
219,5,4,14,8,2,2,0.3747
219,5,4,15,12,2,2,0.39946
219,5,4,16,8,2,2,0.67935
219,5,4,17,12,1,1,0.38132
219,5,4,18,12,2,2,0.40782
219,5,5,1,8,1,1,0.36852
219,5,5,2,8,2,2,0.37571
219,5,5,3,16,1,1,0.46203
219,5,5,4,12,2,2,0.39072
219,5,5,5,8,1,2,0.43868
219,5,5,6,8,2,2,0.34465
219,5,5,7,12,2,2,0.59914
219,5,5,8,12,2,2,0.42286
219,5,5,9,12,1,1,0.35792
219,5,5,10,12,2,2,0.39962
219,5,5,11,8,1,2,0.43088
219,5,5,12,16,1,2,0.81028
219,5,5,13,16,1,1,0.71084
219,5,5,14,16,1,1,0.49367
219,5,5,15,8,2,2,0.43233
219,5,5,16,16,1,1,0.63003
219,5,5,17,16,2,1,0.42176
219,5,5,18,12,1,1,0.45418
219,5,6,1,16,2,1,0.49628
219,5,6,2,16,1,1,0.50417
219,5,6,3,16,2,2,0.68603
219,5,6,4,12,1,1,0.44632
219,5,6,5,8,2,2,0.38289
219,5,6,6,16,1,1,0.64754
219,5,6,7,12,2,1,0.51025
219,5,6,8,8,1,2,0.45611
219,5,6,9,12,1,1,0.46259
219,5,6,10,12,1,1,0.58341
219,5,6,11,8,2,1,0.439
219,5,6,12,8,2,2,0.78302
219,5,6,13,16,2,1,0.43081
219,5,6,14,8,1,1,0.50347
219,5,6,15,8,1,2,0.50311
219,5,6,16,12,1,1,0.42218
219,5,6,17,12,1,1,0.94364
219,5,6,18,16,1,1,0.49411
219,5,7,1,16,2,2,0.48003
219,5,7,2,16,2,2,0.50265
219,5,7,3,12,2,2,0.63093
219,5,7,4,12,2,2,0.47167
219,5,7,5,8,2,1,0.40683
219,5,7,6,8,1,1,0.40637
219,5,7,7,8,2,2,0.48055
219,5,7,8,12,1,1,0.39803
219,5,7,9,16,2,2,0.43266
219,5,7,10,8,1,1,0.43829
219,5,7,11,16,1,1,0.49393
219,5,7,12,8,1,1,0.42337
219,5,7,13,16,2,2,0.70088
219,5,7,14,16,1,1,0.45368
219,5,7,15,12,2,2,0.39153
219,5,7,16,8,1,1,0.4307
219,5,7,17,12,2,2,0.49398
219,5,7,18,12,2,1,0.43791
219,5,8,1,16,1,1,0.43377
219,5,8,2,8,1,1,0.49471
219,5,8,3,16,2,2,0.51836
219,5,8,4,12,1,1,0.79
219,5,8,5,12,2,2,0.55009
219,5,8,6,8,1,1,0.5276
219,5,8,7,16,1,1,0.47015
219,5,8,8,16,2,2,0.47834
219,5,8,9,8,2,2,0.5514
219,5,8,10,12,2,2,0.68528
219,5,8,11,8,1,1,0.43159
219,5,8,12,8,2,2,0.35114
219,5,8,13,12,1,1,0.3427
219,5,8,14,16,1,1,0.46044
219,5,8,15,12,1,1,0.56667
219,5,8,16,12,1,1,0.37487
219,5,8,17,8,2,2,0.41463
219,5,8,18,16,2,2,0.42229
219,5,9,1,8,1,1,0.44482
219,5,9,2,12,2,2,0.54382
219,5,9,3,8,2,1,0.46995
219,5,9,4,16,1,1,0.64699
219,5,9,5,16,2,2,0.72514
219,5,9,6,12,2,2,0.7507
219,5,9,7,12,1,1,0.5499
219,5,9,8,8,1,1,0.55857
219,5,9,9,12,1,1,0.57495
219,5,9,10,12,1,1,0.43917
219,5,9,11,16,2,2,0.56497
219,5,9,12,8,1,1,0.36899
219,5,9,13,16,1,1,0.5418
219,5,9,14,16,1,1,0.37348
219,5,9,15,8,1,1,0.35035
219,5,9,16,12,2,2,0.44727
219,5,9,17,8,1,1,0.44639
219,5,9,18,16,1,1,0.58149
219,5,10,1,12,2,1,0.46505
219,5,10,2,12,2,2,0.45362
219,5,10,3,12,1,1,0.39934
219,5,10,4,16,1,1,0.39683
219,5,10,5,8,2,1,0.41522
219,5,10,6,8,1,1,0.44636
219,5,10,7,12,1,1,0.45547
219,5,10,8,12,1,1,0.42997
219,5,10,9,16,1,1,0.66228
219,5,10,10,16,2,2,0.3424
219,5,10,11,8,1,1,0.4295
219,5,10,12,8,1,1,0.44698
219,5,10,13,16,2,2,0.38961
219,5,10,14,16,2,2,0.50262
219,5,10,15,16,1,1,0.34974
219,5,10,16,8,1,1,0.37433
219,5,10,17,12,1,1,0.50225
219,5,10,18,8,2,2,0.41499
219,5,11,1,16,2,1,0.54432
219,5,11,2,12,2,2,0.41513
219,5,11,3,8,2,1,0.44648
219,5,11,4,8,1,1,0.4556
219,5,11,5,8,2,2,0.51154
219,5,11,6,12,2,2,0.48601
219,5,11,7,12,2,2,0.5096
219,5,11,8,16,2,2,0.64625
219,5,11,9,12,2,1,0.63874
219,5,11,10,16,2,2,0.51702
219,5,11,11,16,1,1,0.49516
219,5,11,12,12,1,1,0.46904
219,5,11,13,12,1,1,0.40727
219,5,11,14,16,2,2,0.5739
219,5,11,15,8,2,2,0.55051
219,5,11,16,8,2,2,0.39171
219,5,11,17,8,2,2,0.42206
219,5,11,18,16,1,1,0.86167
219,5,12,1,16,2,2,0.3844
219,5,12,2,16,1,1,0.59797
219,5,12,3,12,1,1,0.39147
219,5,12,4,16,2,1,0.59027
219,5,12,5,8,1,1,0.36697
219,5,12,6,16,1,1,0.59817
219,5,12,7,12,2,2,0.35012
219,5,12,8,8,2,2,0.49475
219,5,12,9,8,2,2,0.42239
219,5,12,10,12,2,2,0.5357
219,5,12,11,8,1,1,0.71781
219,5,12,12,12,2,2,0.53524
219,5,12,13,16,1,1,0.46146
219,5,12,14,16,2,2,0.39837
219,5,12,15,8,2,2,0.43936
219,5,12,16,12,1,1,0.55041
219,5,12,17,12,2,2,0.48721
219,5,12,18,8,2,2,0.50294
219,5,13,1,12,2,2,0.52124
219,5,13,2,8,1,1,0.36725
219,5,13,3,16,2,2,0.43773
219,5,13,4,8,2,2,0.42267
219,5,13,5,16,1,2,0.43118
219,5,13,6,16,1,1,0.69324
219,5,13,7,12,2,2,0.37443
219,5,13,8,8,1,1,0.47951
219,5,13,9,16,1,1,0.6226
219,5,13,10,8,1,1,0.62267
219,5,13,11,12,2,2,0.38959
219,5,13,12,12,1,1,0.55935
219,5,13,13,16,2,2,0.59859
219,5,13,14,12,1,1,0.50322
219,5,13,15,16,1,1,0.42117
219,5,13,16,8,1,1,0.63044
219,5,13,17,12,1,1,0.47763
219,5,13,18,8,2,2,0.47205
219,5,14,1,12,2,2,0.46519
219,5,14,2,16,2,1,0.46963
219,5,14,3,16,2,2,0.5102
219,5,14,4,12,2,2,0.65482
219,5,14,5,12,1,1,0.58155
219,5,14,6,8,2,2,0.37567
219,5,14,7,12,1,1,0.4542
219,5,14,8,16,2,2,0.43055
219,5,14,9,8,2,2,0.39048
219,5,14,10,16,1,1,0.44701
219,5,14,11,8,1,1,0.42305
219,5,14,12,8,1,1,0.46219
219,5,14,13,8,2,2,0.39048
219,5,14,14,12,1,1,0.38281
219,5,14,15,8,2,2,0.45475
219,5,14,16,16,2,2,0.66972
219,5,14,17,16,2,2,0.40793
219,5,14,18,12,2,2,0.46914
219,5,15,1,16,1,1,0.46376
219,5,15,2,12,2,2,0.83138
219,5,15,3,12,2,2,0.46923
219,5,15,4,12,1,1,0.55931
219,5,15,5,8,2,2,0.51918
219,5,15,6,16,1,1,0.34968
219,5,15,7,16,1,1,0.35039
219,5,15,8,8,2,2,0.3349
