sub,block,rest_block,trial_num,set_size,targ_or,resp,RT
202,4,6,4,16,2,2,0.92681
202,4,6,5,8,1,1,0.61524
202,4,6,6,12,1,1,1.4779
202,4,6,7,12,2,2,0.99912
202,4,6,8,16,1,1,1.3175
202,4,6,9,8,2,2,0.64854
202,4,6,10,8,2,2,0.57441
202,4,6,11,16,1,0,0
202,4,6,12,12,1,1,0.0082059
202,4,6,13,12,1,1,0.77382
202,4,6,14,8,1,1,0.79816
202,4,6,15,8,2,2,1.0157
202,4,6,16,16,1,2,0.73489
202,4,6,17,16,2,2,0.75106
202,4,6,18,12,2,2,0.72586
202,4,7,1,12,2,2,0.57717
202,4,7,2,12,1,1,0.8626
202,4,7,3,8,1,1,0.80747
202,4,7,4,8,1,1,0.61534
202,4,7,5,12,2,2,1.4464
202,4,7,6,16,1,1,0.71123
202,4,7,7,12,2,2,0.66327
202,4,7,8,16,1,1,0.87012
202,4,7,9,12,1,1,0.83063
202,4,7,10,8,2,2,0.76694
202,4,7,11,16,2,2,0.76666
202,4,7,12,8,2,2,0.67125
202,4,7,13,8,1,1,0.79143
202,4,7,14,16,1,1,0.75769
202,4,7,15,16,1,1,1.0227
202,4,7,16,12,1,1,0.78397
202,4,7,17,16,2,2,1.2142
202,4,7,18,8,2,1,1.9195
202,4,8,1,12,2,2,0.84841
202,4,8,2,12,1,1,1.0319
202,4,8,3,16,1,1,0.61439
202,4,8,4,16,2,2,1.1187
202,4,8,5,16,1,1,0.83055
202,4,8,6,12,1,1,1.2142
202,4,8,7,8,2,2,0.62353
202,4,8,8,16,2,2,0.67851
202,4,8,9,8,2,2,0.83119
202,4,8,10,8,2,2,0.71207
202,4,8,11,8,1,1,0.80706
202,4,8,12,12,2,2,0.86303
202,4,8,13,12,1,1,0.77483
202,4,8,14,16,2,2,1.3816
202,4,8,15,12,2,1,0.81584
202,4,8,16,8,2,2,0.77474
202,4,8,17,16,2,2,0.75164
202,4,8,18,8,1,1,0.68744
202,4,9,1,16,1,1,1.1999
202,4,9,2,16,2,2,0.87166
202,4,9,3,12,1,1,1.2532
202,4,9,4,12,1,1,1.159
202,4,9,5,16,1,1,0.63126
202,4,9,6,8,1,1,0.67923
202,4,9,7,12,1,1,1.5421
202,4,9,8,12,1,1,0.63177
202,4,9,9,8,2,2,1.3915
202,4,9,10,16,1,1,0.71075
202,4,9,11,12,2,2,1.1354
202,4,9,12,8,1,1,0.75
202,4,9,13,16,2,2,0.80668
202,4,9,14,8,2,2,0.86349
202,4,9,15,16,1,1,1.1266
202,4,9,16,8,2,2,0.58383
202,4,9,17,8,2,2,1.1355
202,4,9,18,12,2,2,0.95039
202,4,10,1,16,2,2,0.64805
202,4,10,2,16,2,2,1.7807
202,4,10,3,8,2,2,0.59107
202,4,10,4,12,1,1,0.59901
202,4,10,5,8,2,2,0.60712
202,4,10,6,16,1,1,0.64749
202,4,10,7,8,2,2,0.59124
202,4,10,8,8,2,2,0.55862
202,4,10,9,16,2,2,0.91059
202,4,10,10,8,2,2,0.59999
202,4,10,11,8,1,1,0.92709
202,4,10,12,16,1,1,0.63011
202,4,10,13,12,1,1,0.91172
202,4,10,14,12,2,2,0.65405
202,4,10,15,16,1,1,0.95188
202,4,10,16,12,2,2,0.9987
202,4,10,17,12,1,1,0.98357
202,4,10,18,12,1,1,0.55811
202,4,11,1,8,1,1,0.57753
202,4,11,2,8,2,2,0.98372
202,4,11,3,12,1,1,0.94283
202,4,11,4,16,1,1,0.59109
202,4,11,5,16,1,1,0.89514
202,4,11,6,8,2,2,0.67811
202,4,11,7,12,1,1,1.2487
202,4,11,8,8,2,2,0.73427
202,4,11,9,16,2,2,1.2545
202,4,11,10,16,2,2,0.9026
202,4,11,11,12,2,2,0.54364
202,4,11,12,12,2,2,0.7663
202,4,11,13,12,2,2,0.63172
202,4,11,14,12,2,2,1.0065
202,4,11,15,8,1,1,0.62277
202,4,11,16,16,1,1,0.76794
202,4,11,17,8,1,1,0.6072
202,4,11,18,16,1,1,1.0774
202,4,12,1,12,2,2,1.0738
202,4,12,2,12,2,2,0.54306
202,4,12,3,12,1,1,0.88607
202,4,12,4,12,1,1,0.60703
202,4,12,5,8,2,2,0.96838
202,4,12,6,12,1,1,0.72677
202,4,12,7,16,2,2,0.61501
202,4,12,8,16,2,2,0.70146
202,4,12,9,12,1,2,0.91242
202,4,12,10,8,2,2,0.69499
202,4,12,11,16,1,1,0.67884
202,4,12,12,16,1,1,1.1827
202,4,12,13,8,1,1,1.1186
202,4,12,14,8,2,2,1.0081
202,4,12,15,16,1,1,0.86261
202,4,12,16,16,1,1,0.6941
202,4,12,17,8,1,1,0.89531
202,4,12,18,8,2,2,0.76108
202,4,13,1,8,2,2,0.54517
202,4,13,2,16,2,2,0.73447
202,4,13,3,16,2,2,0.66292
202,4,13,4,12,1,1,1.0711
202,4,13,5,12,2,2,0.75085
202,4,13,6,8,2,2,1.583
202,4,13,7,16,1,1,0.81495
202,4,13,8,8,1,1,1.0883
202,4,13,9,12,2,2,0.61408
202,4,13,10,16,1,1,0.775
202,4,13,11,12,1,1,0.61396
202,4,13,12,16,1,1,0.81508
202,4,13,13,12,1,1,0.75224
202,4,13,14,8,2,2,0.88614
202,4,13,15,8,2,2,0.70391
202,4,13,16,16,2,2,0.72638
202,4,13,17,12,1,1,0.86311
202,4,13,18,8,1,1,0.79885
202,4,14,1,12,2,2,0.80112
202,4,14,2,12,2,2,0.90384
202,4,14,3,16,1,1,0.93364
202,4,14,4,8,2,2,0.70391
202,4,14,5,12,2,2,0.84632
202,4,14,6,8,1,1,1.6238
202,4,14,7,12,2,2,0.77404
202,4,14,8,16,2,2,0.65552
202,4,14,9,16,1,1,1.5103
202,4,14,10,16,2,2,0.92585
202,4,14,11,16,2,2,0.59173
202,4,14,12,12,1,1,0.61385
202,4,14,13,8,2,2,0.63942
202,4,14,14,12,2,2,0.60769
202,4,14,15,8,2,2,0.55219
202,4,14,16,16,1,1,0.95007
202,4,14,17,8,1,1,0.63885
202,4,14,18,8,1,1,0.95204
202,4,15,1,16,1,1,1.1207
202,4,15,2,12,1,1,0.59943
202,4,15,3,8,1,1,0.88713
202,4,15,4,16,1,1,0.79772
202,4,15,5,16,1,1,0.73444
202,4,15,6,12,2,2,0.78312
202,4,15,7,12,1,1,0.55169
202,4,15,8,16,2,2,1.0777
202,4,15,9,16,1,1,0.66277
202,4,15,10,16,2,2,0.71071
202,4,15,11,8,2,2,0.87934
202,4,15,12,8,2,2,0.54351
202,4,15,13,12,1,1,0.57488
202,4,15,14,8,2,2,0.82408
202,4,15,15,12,1,1,0.63056
202,4,15,16,8,2,2,0.99188
202,4,15,17,8,1,1,0.87894
202,4,15,18,12,2,2,0.76745
202,4,16,1,16,1,1,1.144
202,4,16,2,16,2,0,0
202,4,16,3,12,1,1,1.0369
202,4,16,4,8,2,2,0.7204
202,4,16,5,12,1,1,0.68674
202,4,16,6,8,1,1,0.96786
202,4,16,7,12,1,1,0.70276
202,4,16,8,16,2,2,1.0374
202,4,16,9,8,2,2,0.61598
202,4,16,10,12,2,2,1.2156
202,4,16,11,8,2,2,0.73558
202,4,16,12,16,2,2,1.0784
202,4,16,13,12,2,2,0.70288
202,4,16,14,8,2,2,0.6
202,4,16,15,16,1,2,0.48635
202,4,16,16,16,1,1,1.6373
202,4,16,17,12,2,1,0.80694
202,4,16,18,8,1,1,0.91174
202,4,17,1,12,2,2,0.65666
202,4,17,2,12,1,1,0.76626
202,4,17,3,16,2,2,0.51869
202,4,17,4,16,2,2,0.96623
202,4,17,5,12,1,1,0.58189
202,4,17,6,16,1,1,1.1913
202,4,17,7,8,2,2,0.80785
202,4,17,8,16,2,2,0.78147
202,4,17,9,12,2,2,0.68774
202,4,17,10,8,1,1,0.6306
202,4,17,11,16,1,1,0.63165
202,4,17,12,8,2,2,1.1266
202,4,17,13,12,2,2,0.55108
202,4,17,14,8,2,2,0.69545
202,4,17,15,16,1,1,0.75858
202,4,17,16,12,1,1,0.56679
202,4,17,17,8,1,1,1.3509
202,4,17,18,8,1,2,0.53536
202,4,18,1,8,1,1,0.85048
202,4,18,2,8,2,2,0.6786
202,4,18,3,16,2,2,1.1105
202,4,18,4,16,2,2,0.79902
202,4,18,5,16,2,2,0.75032
202,4,18,6,12,2,2,0.75885
202,4,18,7,12,2,2,0.69431
202,4,18,8,8,2,2,0.5683
202,4,18,9,12,2,2,1.0936
202,4,18,10,8,2,2,0.55269
202,4,18,11,8,1,1,1.0394
202,4,18,12,16,2,2,1.2064
202,4,18,13,12,2,2,0.60736
202,4,18,14,12,1,1,0.83016
202,4,18,15,8,1,1,0.7912
202,4,18,16,12,2,2,1.3589
202,4,18,17,16,1,1,0.71862
202,4,18,18,16,1,1,0.73441
202,4,19,1,16,1,1,1.1762
202,4,19,2,16,1,1,1.4071
202,4,19,3,16,1,1,1.1895
202,4,19,4,8,1,1,0.9848
202,4,19,5,12,1,1,1.2136
202,4,19,6,16,1,1,0.83841
202,4,19,7,8,1,1,0.60729
202,4,19,8,12,1,1,1.2069
202,4,19,9,16,2,2,1.9498
202,4,19,10,8,1,1,0.67977
202,4,19,11,8,1,1,1.3845
202,4,19,12,8,1,1,0.58314
202,4,19,13,8,2,2,0.54332
202,4,19,14,12,1,1,0.71019
202,4,19,15,12,1,1,0.55868
202,4,19,16,16,1,1,0.63877
202,4,19,17,12,2,2,1.2543
202,4,19,18,12,2,2,0.5672
202,4,20,1,12,2,2,1.2569
202,4,20,2,16,2,2,0.76619
202,4,20,3,12,2,2,0.55945
202,4,20,4,16,1,1,1.1112
202,4,20,5,12,2,2,0.72578
202,4,20,6,16,2,2,0.70303
202,4,20,7,12,2,2,1.1988
202,4,20,8,12,1,1,0.88689
202,4,20,9,12,1,1,0.70232
202,4,20,10,8,2,2,0.9359
202,4,20,11,16,2,2,0.98323
202,4,20,12,8,1,1,0.51827
202,4,20,13,16,2,1,0.62307
202,4,20,14,16,2,2,0.99086
202,4,20,15,8,2,2,0.63178
202,4,20,16,8,1,1,0.58268
202,4,20,17,8,2,2,0.68028
202,4,20,18,8,1,1,0.64646
202,4,21,1,16,2,2,1.216
202,4,21,2,8,2,2,0.54466
202,4,21,3,12,1,1,0.56531
202,4,21,4,16,1,1,0.72837
202,4,21,5,8,2,2,0.56735
202,4,21,6,12,1,1,0.66971
202,4,21,7,8,2,2,0.77524
202,4,21,8,16,2,2,1.3598
202,4,21,9,8,1,1,0.72644
202,4,21,10,12,1,1,0.57487
202,4,21,11,12,2,2,0.96704
202,4,21,12,12,1,1,0.88005
202,4,21,13,16,2,2,0.57301
202,4,21,14,16,1,1,0.6713
202,4,21,15,8,1,1,0.64631
202,4,21,16,12,2,2,0.83966
202,4,21,17,8,2,2,0.77658
202,4,21,18,16,2,2,0.77368
202,4,22,1,16,1,1,1.1517
202,4,22,2,12,1,1,0.82316
202,4,22,3,16,1,1,0.84708
202,4,22,4,16,1,1,0.77443
202,4,22,5,12,1,1,0.60558
202,4,22,6,8,2,2,0.9274
202,4,22,7,8,2,2,0.67975
202,4,22,8,12,1,1,0.96655
202,4,22,9,12,1,1,0.7754
202,4,22,10,12,2,2,0.64685
202,4,22,11,8,1,1,0.82315
202,4,22,12,8,2,2,0.93704
202,4,22,13,16,2,2,0.63695
202,4,22,14,8,1,1,0.79117
202,4,22,15,16,2,2,0.63964
202,4,22,16,12,1,1,1.5979
202,4,22,17,8,2,2,0.71268
202,4,22,18,16,1,1,0.86184
202,4,23,1,16,1,1,1.2979
202,4,23,2,16,2,2,0.73427
202,4,23,3,16,1,1,1.2451
202,4,23,4,12,1,1,0.94407
202,4,23,5,8,2,2,0.69503
202,4,23,6,16,1,1,0.66228
202,4,23,7,8,2,2,0.69613
202,4,23,8,16,2,2,0.98274
202,4,23,9,12,2,0,0
202,4,23,10,12,2,2,1.8943
202,4,23,11,12,2,2,0.95918
202,4,23,12,12,1,1,0.75075
202,4,23,13,8,1,1,0.69454
202,4,23,14,8,1,1,0.59961
202,4,23,15,12,2,2,1.2561
202,4,23,16,16,1,1,0.8534
202,4,23,17,8,2,2,0.67172
202,4,23,18,8,2,2,0.72678
202,4,24,1,16,2,2,0.56061
202,4,24,2,12,1,1,1.6067
202,4,24,3,12,2,2,0.57385
202,4,24,4,16,2,2,0.89575
202,4,24,5,12,1,1,0.67914
202,4,24,6,8,1,2,0.68653
202,4,24,7,16,1,1,0.56763
202,4,24,8,8,1,1,0.55119
202,4,24,9,16,1,1,0.72612
202,4,24,10,8,2,1,0.72733
202,4,24,11,8,2,2,0.66367
202,4,24,12,8,1,1,0.83887
202,4,24,13,16,1,1,0.87898
202,4,24,14,16,2,2,0.91037
202,4,24,15,12,1,1,0.99848
202,4,24,16,12,1,1,0.99111
202,4,24,17,8,1,1,0.63181
202,4,24,18,12,2,2,1.0065
202,5,1,1,12,1,1,1.2211
202,5,1,2,8,2,2,0.63936
202,5,1,3,16,1,1,1.0535
202,5,1,4,16,2,2,0.55176
202,5,1,5,8,1,1,0.91197
202,5,1,6,12,1,1,0.7738
202,5,1,7,8,2,2,0.59997
202,5,1,8,12,2,2,0.87899
202,5,1,9,16,1,1,0.91113
202,5,1,10,16,2,2,0.9822
202,5,1,11,12,1,1,0.63978
202,5,1,12,12,1,1,0.51798
202,5,1,13,12,2,2,0.62444
202,5,1,14,8,2,2,0.55931
202,5,1,15,16,1,1,0.91109
202,5,1,16,8,1,1,1.2141
202,5,1,17,16,2,2,0.95814
202,5,1,18,8,2,2,1.4003
202,5,2,1,8,2,2,0.89266
202,5,2,2,12,1,1,0.87127
202,5,2,3,8,1,1,0.97473
202,5,2,4,8,1,1,1.1515
202,5,2,5,16,2,2,1.0166
202,5,2,6,12,2,2,0.87573
202,5,2,7,16,2,2,0.76758
202,5,2,8,8,1,1,1.0721
202,5,2,9,12,1,1,0.72716
202,5,2,10,12,1,1,1.5435
202,5,2,11,8,1,1,0.68785
202,5,2,12,16,1,1,1.175
202,5,2,13,8,1,1,0.67829
202,5,2,14,12,1,1,0.8006
202,5,2,15,12,1,1,1.438
202,5,2,16,16,1,2,1.679
202,5,2,17,16,2,2,1.1188
202,5,2,18,16,2,2,1.3346
202,5,3,1,16,2,2,0.69565
202,5,3,2,16,2,1,1.951
202,5,3,3,16,2,2,0.60615
202,5,3,4,12,1,1,0.80556
202,5,3,5,12,1,1,0.68754
202,5,3,6,12,2,2,1.2548
202,5,3,7,16,1,1,0.81514
202,5,3,8,8,2,2,0.96725
202,5,3,9,16,2,2,1.1108
202,5,3,10,8,2,2,0.67123
202,5,3,11,8,2,2,0.8951
202,5,3,12,8,2,2,0.83932
202,5,3,13,12,2,2,0.73527
202,5,3,14,8,1,1,1.0067
202,5,3,15,16,2,2,0.78261
202,5,3,16,8,2,2,0.65569
202,5,3,17,12,2,2,0.81419
202,5,3,18,12,2,2,0.6552
202,5,4,1,8,2,2,0.59414
202,5,4,2,8,1,1,0.75965
202,5,4,3,12,1,1,0.81415
202,5,4,4,12,2,2,1.0389
202,5,4,5,12,2,2,1.0956
202,5,4,6,8,2,2,0.84669
202,5,4,7,16,2,2,1.0134
202,5,4,8,16,2,2,1.5746
202,5,4,9,16,2,2,0.58138
202,5,4,10,16,1,1,0.59884
202,5,4,11,12,2,2,1.3028
202,5,4,12,16,1,1,0.63941
202,5,4,13,12,1,1,0.74173
202,5,4,14,16,2,2,0.70317
202,5,4,15,8,1,1,0.63
202,5,4,16,12,2,2,0.58325
202,5,4,17,8,2,2,0.76634
202,5,4,18,8,2,2,0.64828
202,5,5,1,16,1,1,0.74512
202,5,5,2,12,2,2,0.54276
202,5,5,3,12,1,1,0.60641
202,5,5,4,16,2,2,0.55936
202,5,5,5,16,1,1,0.85487
202,5,5,6,16,2,2,0.79906
202,5,5,7,8,1,1,1.1977
202,5,5,8,8,2,2,0.73617
202,5,5,9,12,1,1,1.1434
202,5,5,10,8,1,1,1.0639
202,5,5,11,12,2,2,0.86162
202,5,5,12,12,1,1,0.91078
202,5,5,13,16,1,1,1.5908
202,5,5,14,12,1,1,0.78243
202,5,5,15,8,2,2,0.99964
202,5,5,16,16,2,2,0.86304
202,5,5,17,8,1,1,0.61047
202,5,5,18,8,2,2,0.9844
202,5,6,1,16,2,2,0.96078
202,5,6,2,8,1,1,0.53545
202,5,6,3,12,2,2,0.81521
202,5,6,4,16,2,2,0.55015
202,5,6,5,8,1,1,0.72768
202,5,6,6,12,1,1,0.87939
202,5,6,7,12,2,2,0.67765
202,5,6,8,16,1,1,0.97588
202,5,6,9,8,2,2,0.73534
202,5,6,10,8,2,2,0.58364
202,5,6,11,16,1,1,1.9346
202,5,6,12,12,1,1,0.87919
202,5,6,13,12,1,1,0.93469
202,5,6,14,8,1,1,0.63888
202,5,6,15,8,2,2,0.95253
202,5,6,16,16,1,1,1.3495
202,5,6,17,16,2,2,0.7999
202,5,6,18,12,2,2,0.7189
202,5,7,1,12,2,2,0.63372
202,5,7,2,12,1,1,0.5741
202,5,7,3,8,1,1,0.66305
202,5,7,4,8,1,1,0.79212
202,5,7,5,12,2,2,1.1502
202,5,7,6,16,1,1,1.223
202,5,7,7,12,2,2,1.0468
202,5,7,8,16,1,1,0.8392
202,5,7,9,12,1,1,0.9354
202,5,7,10,8,2,2,0.93597
202,5,7,11,16,2,2,0.59051
202,5,7,12,8,2,2,0.70294
202,5,7,13,8,1,1,1.0387
202,5,7,14,16,1,1,0.6755
202,5,7,15,16,1,1,1.2703
202,5,7,16,12,1,1,0.63015
202,5,7,17,16,2,2,1.439
202,5,7,18,8,2,2,0.61428
202,5,8,1,12,2,2,0.96203
202,5,8,2,12,1,1,0.91043
202,5,8,3,16,1,1,0.54919
202,5,8,4,16,2,2,0.58248
202,5,8,5,16,1,1,1.0855
202,5,8,6,12,1,1,0.66277
202,5,8,7,8,2,2,0.63189
202,5,8,8,16,2,0,0
202,5,8,9,8,2,2,0.86172
202,5,8,10,8,2,2,0.70168
202,5,8,11,8,1,1,1.0244
202,5,8,12,12,2,2,1.159
202,5,8,13,12,1,1,0.71799
202,5,8,14,16,2,2,0.63877
202,5,8,15,12,2,2,0.64555
202,5,8,16,8,2,2,0.84764
202,5,8,17,16,2,2,0.63118
202,5,8,18,8,1,1,0.99808
202,5,9,1,16,1,1,1.3844
202,5,9,2,16,2,2,0.67773
202,5,9,3,12,1,1,1.0537
202,5,9,4,12,1,1,0.56665
202,5,9,5,16,1,1,1.1191
202,5,9,6,8,1,1,0.58426
202,5,9,7,12,1,1,0.73358
202,5,9,8,12,1,1,0.83838
202,5,9,9,8,2,2,0.81438
202,5,9,10,16,1,1,0.85439
202,5,9,11,12,2,2,0.6869
202,5,9,12,8,1,1,0.864
202,5,9,13,16,2,2,0.9101
202,5,9,14,8,2,2,0.63295
202,5,9,15,16,1,1,0.77273
202,5,9,16,8,2,2,0.59873
202,5,9,17,8,2,2,0.79981
202,5,9,18,12,2,2,0.67031
202,5,10,1,16,2,2,0.99245
202,5,10,2,16,2,2,0.68599
202,5,10,3,8,2,2,0.68756
202,5,10,4,12,1,1,0.62261
202,5,10,5,8,2,2,0.93533
202,5,10,6,16,1,1,0.82202
202,5,10,7,8,2,2,0.60015
202,5,10,8,8,2,2,0.63968
202,5,10,9,16,2,2,0.70632
202,5,10,10,8,2,2,0.7829
202,5,10,11,8,1,1,0.66265
202,5,10,12,16,1,1,0.75893
202,5,10,13,12,1,1,0.83874
202,5,10,14,12,2,2,0.67068
202,5,10,15,16,1,1,0.80665
202,5,10,16,12,2,2,0.95133
202,5,10,17,12,1,1,0.63894
202,5,10,18,12,1,1,0.52544
202,5,11,1,8,1,1,1.0823
202,5,11,2,8,2,2,0.95071
202,5,11,3,12,1,1,0.59012
202,5,11,4,16,1,1,0.65485
202,5,11,5,16,1,1,1.2625
202,5,11,6,8,2,2,0.71077
202,5,11,7,12,1,1,0.57484
202,5,11,8,8,2,2,0.66361
202,5,11,9,16,2,2,0.67041
202,5,11,10,16,2,2,0.59007
202,5,11,11,12,2,2,0.90279
202,5,11,12,12,2,2,0.6709
202,5,11,13,12,2,2,0.86229
202,5,11,14,12,2,1,1.5483
202,5,11,15,8,1,1,0.64718
202,5,11,16,16,1,1,1.5346
202,5,11,17,8,1,1,0.75856
202,5,11,18,16,1,1,0.81379
202,5,12,1,12,2,2,1.0743
202,5,12,2,12,2,2,0.87047
202,5,12,3,12,1,1,0.67126
202,5,12,4,12,1,1,0.58994
202,5,12,5,8,2,2,0.65502
202,5,12,6,12,1,1,1.2067
202,5,12,7,16,2,2,0.5825
202,5,12,8,16,2,2,0.97504
202,5,12,9,12,1,1,0.79754
202,5,12,10,8,2,2,0.94467
202,5,12,11,16,1,1,0.89402
202,5,12,12,16,1,1,1.038
202,5,12,13,8,1,1,0.71118
202,5,12,14,8,2,2,0.83172
202,5,12,15,16,1,1,1.0866
202,5,12,16,16,1,1,1.1092
202,5,12,17,8,1,1,0.60793
202,5,12,18,8,2,2,0.71864
202,5,13,1,8,2,2,0.95403
202,5,13,2,16,2,2,0.75092
202,5,13,3,16,2,2,0.75821
202,5,13,4,12,1,1,0.79371
202,5,13,5,12,2,2,0.66701
202,5,13,6,8,2,2,0.85546
202,5,13,7,16,1,1,1.3589
202,5,13,8,8,1,1,0.51886
202,5,13,9,12,2,2,0.72664
202,5,13,10,16,1,1,0.7416
202,5,13,11,12,1,1,1.1358
202,5,13,12,16,1,1,1.2694
202,5,13,13,12,1,1,0.95787
202,5,13,14,8,2,2,0.68805
202,5,13,15,8,2,2,0.50352
202,5,13,16,16,2,2,0.78975
202,5,13,17,12,1,1,0.61378
202,5,13,18,8,1,1,0.53468
202,5,14,1,12,2,2,1.7848
202,5,14,2,12,2,2,0.84605
202,5,14,3,16,1,1,0.73443
202,5,14,4,8,2,2,0.83803
202,5,14,5,12,2,2,0.58295
202,5,14,6,8,1,1,0.65534
202,5,14,7,12,2,2,0.59096
202,5,14,8,16,2,2,1.0858
202,5,14,9,16,1,1,0.95898
202,5,14,10,16,2,2,0.9029
202,5,14,11,16,2,2,1.2702
202,5,14,12,12,1,1,0.99804
202,5,14,13,8,2,2,0.65604
202,5,14,14,12,2,2,1.1587
202,5,14,15,8,2,2,0.78272
202,5,14,16,16,1,1,1.1818
202,5,14,17,8,1,1,0.60003
202,5,14,18,8,1,1,0.62999
202,5,15,1,16,1,1,1.057
202,5,15,2,12,1,1,1.2616
202,5,15,3,8,1,1,1.1914
202,5,15,4,16,1,1,0.73415
202,5,15,5,16,1,1,0.56678
202,5,15,6,12,2,2,1.0466
202,5,15,7,12,1,1,0.63836
202,5,15,8,16,2,2,0.62352
202,5,15,9,16,1,1,0.90199
202,5,15,10,16,2,2,0.93378
202,5,15,11,8,2,2,0.8315
202,5,15,12,8,2,2,0.62404
202,5,15,13,12,1,1,0.68627
202,5,15,14,8,2,2,0.88755
202,5,15,15,12,1,1,0.58163
202,5,15,16,8,2,2,0.63932
202,5,15,17,8,1,1,0.57555
202,5,15,18,12,2,2,1.8387
202,5,16,1,16,1,1,0.79346
202,5,16,2,16,2,2,1.2227
202,5,16,3,12,1,1,0.61384
202,5,16,4,8,2,2,1.2317
202,5,16,5,12,1,1,1.302
202,5,16,6,8,1,1,1.1437
202,5,16,7,12,1,1,0.73376
202,5,16,8,16,2,0,0
202,5,16,9,8,2,2,0.76693
202,5,16,10,12,2,2,1.1354
202,5,16,11,8,2,2,0.6864
202,5,16,12,16,2,2,0.60595
202,5,16,13,12,2,2,0.9113
202,5,16,14,8,2,2,0.64723
202,5,16,15,16,1,1,1.0542
202,5,16,16,16,1,2,1.6868
202,5,16,17,12,2,2,0.70193
202,5,16,18,8,1,1,0.93611
202,5,17,1,12,2,2,1.1117
202,5,17,2,12,1,1,0.83153
202,5,17,3,16,2,2,0.78256
202,5,17,4,16,2,2,0.6214
202,5,17,5,12,1,1,1.232
202,5,17,6,16,1,1,1.1011
202,5,17,7,8,2,2,0.80768
202,5,17,8,16,2,2,0.79112
202,5,17,9,12,2,2,0.76624
202,5,17,10,8,1,1,0.7432
202,5,17,11,16,1,1,0.59707
202,5,17,12,8,2,2,0.5508
202,5,17,13,12,2,2,0.75088
202,5,17,14,8,2,2,0.60766
202,5,17,15,16,1,1,1.5336
202,5,17,16,12,1,1,0.86238
202,5,17,17,8,1,1,0.87942
202,5,17,18,8,1,1,0.71119
202,5,18,1,8,1,1,0.76127
202,5,18,2,8,2,2,0.85576
202,5,18,3,16,2,2,0.59748
202,5,18,4,16,2,2,0.51046
202,5,18,5,16,2,2,1.8234
202,5,18,6,12,2,2,0.70907
202,5,18,7,12,2,2,0.65508
202,5,18,8,8,2,2,0.54391
202,5,18,9,12,2,2,0.61484
202,5,18,10,8,2,2,0.58321
202,5,18,11,8,1,1,1.0155
202,5,18,12,16,2,2,0.99024
202,5,18,13,12,2,2,0.63063
202,5,18,14,12,1,1,0.67769
202,5,18,15,8,1,1,0.64851
202,5,18,16,12,2,2,1.1991
202,5,18,17,16,1,1,0.6933
202,5,18,18,16,1,1,1.3988
202,5,19,1,16,1,1,0.56197
202,5,19,2,16,1,1,1.0066
202,5,19,3,16,1,1,0.53338
202,5,19,4,8,1,1,0.58317
202,5,19,5,12,1,1,0.75863
202,5,19,6,16,1,1,1.5907
202,5,19,7,8,1,1,0.94351
202,5,19,8,12,1,1,0.49448
202,5,19,9,16,2,2,0.90272
202,5,19,10,8,1,1,1.8948
202,5,19,11,8,1,1,0.78261
202,5,19,12,8,1,1,0.92816
202,5,19,13,8,2,2,0.78203
202,5,19,14,12,1,1,0.78336
202,5,19,15,12,1,1,0.5517
202,5,19,16,16,1,1,0.59707
202,5,19,17,12,2,2,0.63873
202,5,19,18,12,2,2,1.1113
202,5,20,1,12,2,2,0.65782
202,5,20,2,16,2,2,0.80591
202,5,20,3,12,2,2,1.4071
202,5,20,4,16,1,1,0.92572
202,5,20,5,12,2,2,1.255
202,5,20,6,16,2,2,0.83739
202,5,20,7,12,2,1,1.9509
202,5,20,8,12,1,2,1.8639
202,5,20,9,12,1,1,1.3727
202,5,20,10,8,2,2,0.53525
202,5,20,11,16,2,2,0.6296
202,5,20,12,8,1,1,0.72737
202,5,20,13,16,2,2,1.5416
202,5,20,14,16,2,2,1.2228
202,5,20,15,8,2,2,0.6876
202,5,20,16,8,1,1,0.71786
202,5,20,17,8,2,2,0.65461
202,5,20,18,8,1,1,0.59965
202,5,21,1,16,2,2,1.1768
202,5,21,2,8,2,2,0.59008
202,5,21,3,12,1,1,0.92679
202,5,21,4,16,1,1,1.3745
202,5,21,5,8,2,2,0.58339
202,5,21,6,12,1,1,0.62994
202,5,21,7,8,2,2,0.67871
202,5,21,8,16,2,2,0.8306
202,5,21,9,8,1,1,0.6394
202,5,21,10,12,1,1,0.7897
202,5,21,11,12,2,2,0.68035
202,5,21,12,12,1,1,0.69413
202,5,21,13,16,2,2,0.7174
202,5,21,14,16,1,1,1.9747
202,5,21,15,8,1,1,0.85603
202,5,21,16,12,2,2,0.98294
202,5,21,17,8,2,2,1.4145
202,5,21,18,16,2,2,1.2143
202,5,22,1,16,1,1,0.61575
202,5,22,2,12,1,1,0.61582
202,5,22,3,16,1,1,1.1732
202,5,22,4,16,1,1,0.75847
202,5,22,5,12,1,1,0.93392
202,5,22,6,8,2,1,0.72671
202,5,22,7,8,2,2,0.76032
202,5,22,8,12,1,1,0.93443
202,5,22,9,12,1,1,0.671
202,5,22,10,12,2,2,0.68693
202,5,22,11,8,1,1,0.63169
202,5,22,12,8,2,2,0.94287
202,5,22,13,16,2,2,0.76563
202,5,22,14,8,1,1,0.71946
202,5,22,15,16,2,2,0.97375
202,5,22,16,12,1,1,1.0786
202,5,22,17,8,2,2,0.92717
202,5,22,18,16,1,1,0.83037
202,5,23,1,16,1,1,0.6958
202,5,23,2,16,2,2,0.65508
