sub,sess,run,trial_num,cond,shape_stim,shape_resp,shape_RT,shape_acc,sound_stim,sound_resp,sound_RT,sound_acc
126,2,4,9,2,NaN,0,NaN,0,1,1,1.0133,1
126,2,4,10,2,NaN,0,NaN,0,1,1,1.0384,1
126,2,4,11,3,1,1,0.66446,1,1,1,1.8185,1
126,2,4,12,1,1,1,0.52798,1,NaN,0,NaN,0
126,2,4,13,2,NaN,0,NaN,0,1,1,1.0822,1
126,2,4,14,3,2,0,-7142.4,0,1,1,0.80731,1
126,2,4,15,1,2,2,0.66423,1,NaN,0,NaN,0
126,2,4,16,1,2,0,-7174.4,0,NaN,0,NaN,0
126,2,4,17,3,2,0,-7190.4,0,1,1,1.7062,1
126,2,4,18,1,2,2,0.67488,1,NaN,0,NaN,0
126,2,5,1,2,NaN,0,NaN,0,1,1,1.8547,1
126,2,5,2,3,1,0,-7558.4,0,1,1,0.89757,1
126,2,5,3,2,NaN,0,NaN,0,1,1,1.0028,1
126,2,5,4,2,NaN,0,NaN,0,1,1,0.87471,1
126,2,5,5,2,NaN,0,NaN,0,2,2,1.2239,1
126,2,5,6,1,2,2,0.58491,1,NaN,0,NaN,0
126,2,5,7,1,2,0,-7638.4,0,NaN,0,NaN,0
126,2,5,8,3,2,0,-7654.4,0,2,2,1.5392,1
126,2,5,9,2,NaN,0,NaN,0,2,2,0.65735,1
126,2,5,10,3,1,1,1.0232,1,2,2,0.58317,1
126,2,5,11,1,1,1,0.61621,1,NaN,0,NaN,0
126,2,5,12,3,2,0,-7718.4,0,1,1,1.6195,1
126,2,5,13,3,1,1,0.8742,1,2,2,1.3902,1
126,2,5,14,1,2,0,-7750.4,0,NaN,0,NaN,0
126,2,5,15,1,2,0,-7766.4,0,NaN,0,NaN,0
126,2,5,16,1,1,0,-7782.4,0,NaN,0,NaN,0
126,2,5,17,2,NaN,0,NaN,0,2,2,1.8045,1
126,2,5,18,3,1,1,0.78348,1,1,1,1.3755,1
126,2,6,1,1,1,0,-7865.9,0,NaN,0,NaN,0
126,2,6,2,2,NaN,0,NaN,0,2,2,1.1019,1
126,2,6,3,2,NaN,0,NaN,0,2,2,0.45066,1
126,2,6,4,1,1,1,0.60591,1,NaN,0,NaN,0
126,2,6,5,2,NaN,0,NaN,0,1,1,1.2005,1
126,2,6,6,2,NaN,0,NaN,0,1,2,0.9371,0
126,2,6,7,2,NaN,1,NaN,0,1,0,-7961.9,0
126,2,6,8,3,1,1,1.1496,1,1,1,1.6565,1
126,2,6,9,1,1,1,0.56273,1,NaN,0,NaN,0
126,2,6,10,3,1,1,0.61924,1,1,1,1.3572,1
126,2,6,11,2,NaN,0,NaN,0,1,1,1.0886,1
126,2,6,12,3,2,2,1.2587,1,2,2,1.1107,1
126,2,6,13,3,2,0,-8057.9,0,2,2,0.89973,1
126,2,6,14,1,2,2,2.1944,1,NaN,0,NaN,0
126,2,6,15,3,2,2,0.61864,1,2,2,0.85761,1
126,2,6,16,1,1,1,0.69929,1,NaN,0,NaN,0
126,2,6,17,1,2,0,-8121.9,0,NaN,0,NaN,0
126,2,6,18,3,2,2,1.3004,1,2,2,1.6944,1
127,2,1,1,3,2,2,0.63696,1,1,1,0.61996,1
127,2,1,2,2,NaN,0,NaN,0,1,1,0.42293,1
127,2,1,3,2,NaN,0,NaN,0,2,2,0.38512,1
127,2,1,4,3,1,1,0.52002,1,2,2,0.54002,1
127,2,1,5,1,2,2,0.46072,1,NaN,0,NaN,0
127,2,1,6,3,2,2,0.56619,1,1,1,0.62018,1
127,2,1,7,1,1,1,0.39631,1,NaN,0,NaN,0
127,2,1,8,1,1,1,0.37968,1,NaN,0,NaN,0
127,2,1,9,2,NaN,0,NaN,0,1,1,0.39664,1
127,2,1,10,1,1,1,0.49371,1,NaN,0,NaN,0
127,2,1,11,1,2,2,0.4207,1,NaN,0,NaN,0
127,2,1,12,3,1,2,0.55939,0,1,1,0.5304,1
127,2,1,13,3,2,2,0.90263,1,2,2,0.89964,1
127,2,1,14,2,NaN,0,NaN,0,2,2,0.41282,1
127,2,1,15,3,2,2,0.60699,1,1,1,0.51699,1
127,2,1,16,2,NaN,0,NaN,0,2,2,0.57686,1
127,2,1,17,1,1,1,0.53854,1,NaN,0,NaN,0
127,2,1,18,2,NaN,0,NaN,0,2,2,0.57491,1
127,2,2,1,3,2,2,0.53968,1,1,1,0.51768,1
127,2,2,2,1,1,1,0.76029,1,NaN,0,NaN,0
127,2,2,3,3,1,1,0.54309,1,2,2,0.5301,1
127,2,2,4,2,NaN,0,NaN,0,1,1,0.44455,1
127,2,2,5,3,1,1,0.50148,1,2,2,0.50948,1
127,2,2,6,1,2,2,0.44556,1,NaN,0,NaN,0
127,2,2,7,3,1,1,0.46731,1,2,2,0.48631,1
127,2,2,8,3,2,2,0.56365,1,1,1,0.51364,1
127,2,2,9,2,NaN,0,NaN,0,2,2,0.61248,1
127,2,2,10,2,NaN,0,NaN,0,1,1,0.79946,1
127,2,2,11,1,1,1,0.4346,1,NaN,0,NaN,0
127,2,2,12,2,NaN,0,NaN,0,1,1,0.68762,1
127,2,2,13,3,2,2,0.86563,1,1,1,0.81664,1
127,2,2,14,1,2,2,0.39241,1,NaN,0,NaN,0
127,2,2,15,1,1,2,0.41452,0,NaN,0,NaN,0
127,2,2,16,2,NaN,0,NaN,0,2,2,0.64152,1
127,2,2,17,2,NaN,0,NaN,0,2,2,0.37262,1
127,2,2,18,1,2,2,0.49067,1,NaN,0,NaN,0
127,2,3,1,1,2,2,0.52026,1,NaN,0,NaN,0
127,2,3,2,3,1,1,0.97759,1,1,1,0.9616,1
127,2,3,3,1,1,1,0.51371,1,NaN,0,NaN,0
127,2,3,4,3,2,2,0.89042,1,2,2,0.89843,1
127,2,3,5,2,NaN,0,NaN,0,2,2,0.42754,1
127,2,3,6,3,1,1,0.55054,1,2,2,0.59053,1
127,2,3,7,1,1,1,0.52453,1,NaN,0,NaN,0
127,2,3,8,2,NaN,0,NaN,0,2,2,0.49977,1
127,2,3,9,2,NaN,0,NaN,0,1,1,0.48232,1
127,2,3,10,2,NaN,0,NaN,0,1,1,0.41852,1
127,2,3,11,3,1,1,1.1477,1,1,1,1.0307,1
127,2,3,12,1,2,2,0.40794,1,NaN,0,NaN,0
127,2,3,13,2,NaN,0,NaN,0,2,2,0.57075,1
127,2,3,14,1,1,1,0.68443,1,NaN,0,NaN,0
127,2,3,15,3,2,2,0.60917,1,1,1,0.52817,1
127,2,3,16,1,2,2,0.56015,1,NaN,0,NaN,0
127,2,3,17,3,2,2,0.57627,1,1,1,0.52927,1
127,2,3,18,2,NaN,0,NaN,0,2,2,0.45045,1
127,2,4,1,3,1,1,0.66288,1,1,1,0.63588,1
127,2,4,2,2,NaN,0,NaN,0,2,2,0.43517,1
127,2,4,3,1,1,1,0.43039,1,NaN,0,NaN,0
127,2,4,4,3,2,2,0.49536,1,2,2,0.74935,1
127,2,4,5,2,NaN,0,NaN,0,2,2,0.55424,1
127,2,4,6,1,1,1,0.39323,1,NaN,0,NaN,0
127,2,4,7,1,2,2,0.45041,1,NaN,0,NaN,0
127,2,4,8,3,2,2,0.69735,1,2,2,0.67835,1
127,2,4,9,2,NaN,0,NaN,0,2,1,0.4695,0
127,2,4,10,3,1,1,1.0103,1,1,1,0.87834,1
127,2,4,11,2,NaN,2,NaN,0,1,0,-13902,0
127,2,4,12,2,NaN,0,NaN,0,1,1,0.39391,1
127,2,4,13,3,2,2,0.55407,1,1,1,0.52509,1
127,2,4,14,1,1,1,0.56828,1,NaN,0,NaN,0
127,2,4,15,1,2,2,0.50613,1,NaN,0,NaN,0
127,2,4,16,1,2,2,0.49001,1,NaN,0,NaN,0
127,2,4,17,2,NaN,0,NaN,0,1,1,0.67218,1
127,2,4,18,3,1,1,0.55625,1,2,2,0.57725,1
127,2,5,1,3,2,2,0.60778,1,1,1,0.58778,1
127,2,5,2,2,NaN,0,NaN,0,1,1,0.59911,1
127,2,5,3,2,NaN,0,NaN,0,2,2,0.5212,1
127,2,5,4,3,1,1,0.59852,1,2,2,0.57251,1
127,2,5,5,1,2,2,0.52681,1,NaN,0,NaN,0
127,2,5,6,3,2,2,0.60582,1,1,1,0.56884,1
127,2,5,7,1,1,1,0.62896,1,NaN,0,NaN,0
127,2,5,8,1,1,1,0.3743,1,NaN,0,NaN,0
127,2,5,9,2,NaN,0,NaN,0,1,1,0.49471,1
127,2,5,10,1,1,1,0.53864,1,NaN,0,NaN,0
127,2,5,11,1,2,2,0.46673,1,NaN,0,NaN,0
127,2,5,12,3,1,1,0.73773,1,1,1,0.67873,1
127,2,5,13,3,2,2,0.66187,1,2,2,0.76587,1
127,2,5,14,2,NaN,0,NaN,0,2,2,0.43578,1
127,2,5,15,3,2,2,0.5457,1,1,1,0.5297,1
127,2,5,16,2,NaN,0,NaN,0,2,2,0.97823,1
127,2,5,17,1,1,1,0.57058,1,NaN,0,NaN,0
127,2,5,18,2,NaN,0,NaN,0,2,2,0.45178,1
127,2,6,1,3,2,2,0.49845,1,1,1,0.47445,1
127,2,6,2,1,1,1,0.40685,1,NaN,0,NaN,0
127,2,6,3,3,1,1,0.47108,1,2,2,0.45309,1
127,2,6,4,2,NaN,0,NaN,0,1,1,0.3945,1
127,2,6,5,3,1,1,0.65647,1,2,2,0.63147,1
127,2,6,6,1,2,2,0.48071,1,NaN,0,NaN,0
127,2,6,7,3,1,1,0.51778,1,2,2,0.50278,1
127,2,6,8,3,2,2,0.55891,1,1,1,0.51892,1
127,2,6,9,2,NaN,0,NaN,0,2,2,0.60349,1
127,2,6,10,2,NaN,0,NaN,0,1,1,0.72014,1
127,2,6,11,1,1,1,0.53635,1,NaN,0,NaN,0
127,2,6,12,2,NaN,0,NaN,0,1,1,0.64852,1
127,2,6,13,3,2,2,0.518,1,1,1,0.447,1
127,2,6,14,1,2,2,0.52058,1,NaN,0,NaN,0
127,2,6,15,1,1,1,0.65658,1,NaN,0,NaN,0
127,2,6,16,2,NaN,0,NaN,0,2,2,0.66232,1
127,2,6,17,2,NaN,0,NaN,0,2,2,0.35444,1
127,2,6,18,1,2,2,0.49653,1,NaN,0,NaN,0
128,2,1,1,2,NaN,0,NaN,0,1,1,0.79176,1
128,2,1,2,2,NaN,0,NaN,0,2,2,0.48872,1
128,2,1,3,3,2,2,1.5455,1,2,2,1.0845,1
128,2,1,4,1,1,1,0.68015,1,NaN,0,NaN,0
128,2,1,5,1,1,1,0.56141,1,NaN,0,NaN,0
128,2,1,6,3,2,2,0.86768,1,1,1,0.62168,1
128,2,1,7,3,1,2,0.69106,0,1,1,1.351,1
128,2,1,8,1,2,2,0.62233,1,NaN,0,NaN,0
128,2,1,9,2,NaN,0,NaN,0,2,2,0.48555,1
128,2,1,10,1,2,2,0.66869,1,NaN,0,NaN,0
128,2,1,11,1,1,2,0.47657,0,NaN,0,NaN,0
128,2,1,12,2,NaN,0,NaN,0,2,2,0.62101,1
128,2,1,13,3,1,1,0.84526,1,1,1,0.73326,1
128,2,1,14,2,NaN,0,NaN,0,2,2,0.49887,1
128,2,1,15,3,2,2,1.0483,1,1,1,0.88229,1
128,2,1,16,3,1,2,1.2207,0,2,2,0.83667,1
128,2,1,17,2,NaN,0,NaN,0,1,1,1.0706,1
128,2,1,18,1,2,2,0.56,1,NaN,0,NaN,0
128,2,2,1,2,NaN,0,NaN,0,2,2,0.49256,1
128,2,2,2,1,1,1,0.58281,1,NaN,0,NaN,0
128,2,2,3,1,2,2,0.76024,1,NaN,0,NaN,0
128,2,2,4,3,2,2,0.87438,1,1,1,1.0664,1
128,2,2,5,3,2,2,1.0021,1,2,2,0.87614,1
128,2,2,6,1,2,2,0.61839,1,NaN,0,NaN,0
128,2,2,7,2,NaN,0,NaN,0,1,1,0.90656,1
128,2,2,8,2,NaN,0,NaN,0,1,1,0.48656,1
128,2,2,9,3,1,1,1.0025,1,1,1,0.85851,1
128,2,2,10,2,NaN,0,NaN,0,1,1,0.57638,1
128,2,2,11,3,1,1,0.90305,1,2,2,0.76806,1
128,2,2,12,2,NaN,0,NaN,0,1,1,0.43614,1
128,2,2,13,3,1,1,0.90043,1,2,2,0.78743,1
128,2,2,14,1,1,1,0.5265,1,NaN,0,NaN,0
128,2,2,15,1,2,2,0.61054,1,NaN,0,NaN,0
128,2,2,16,3,1,1,0.96147,1,2,1,1.1385,0
128,2,2,17,1,2,2,0.77334,1,NaN,0,NaN,0
128,2,2,18,2,NaN,0,NaN,0,2,2,0.68546,1
128,2,3,1,1,1,1,0.64407,1,NaN,0,NaN,0
128,2,3,2,2,NaN,0,NaN,0,2,2,0.91722,1
128,2,3,3,1,2,0,-5216.5,0,NaN,0,NaN,0
128,2,3,4,1,1,1,0.57151,1,NaN,0,NaN,0
128,2,3,5,2,NaN,0,NaN,0,1,1,0.76811,1
128,2,3,6,1,2,2,0.92031,1,NaN,0,NaN,0
128,2,3,7,3,2,1,0.54022,0,1,1,0.72222,1
128,2,3,8,3,2,2,0.65442,1,1,1,0.71742,1
128,2,3,9,2,NaN,0,NaN,0,2,2,0.52032,1
128,2,3,10,3,1,0,-5328.5,0,1,1,1.4282,1
128,2,3,11,3,1,1,0.86512,1,1,1,1.3501,1
128,2,3,12,3,1,1,0.86913,1,2,2,0.76313,1
128,2,3,13,1,1,1,0.55653,1,NaN,0,NaN,0
128,2,3,14,3,2,2,0.96223,1,2,2,1.0442,1
128,2,3,15,2,NaN,0,NaN,0,2,2,0.68814,1
128,2,3,16,2,NaN,0,NaN,0,2,2,0.60734,1
128,2,3,17,2,NaN,0,NaN,0,1,2,0.75127,0
128,2,3,18,1,2,2,0.61332,1,NaN,0,NaN,0
128,2,4,1,2,NaN,0,NaN,0,2,2,0.69496,1
128,2,4,2,3,2,2,0.95617,1,1,1,1.2832,1
128,2,4,3,1,1,1,0.74516,1,NaN,0,NaN,0
128,2,4,4,3,2,2,1.0197,1,2,2,1.0607,1
128,2,4,5,3,2,2,0.97101,1,1,1,0.98,1
128,2,4,6,1,1,1,0.61616,1,NaN,0,NaN,0
128,2,4,7,3,2,2,0.85278,1,2,2,1.0218,1
128,2,4,8,2,NaN,0,NaN,0,2,2,0.86721,1
128,2,4,9,3,1,1,1.1901,1,2,2,1.2631,1
128,2,4,10,1,1,1,0.72523,1,NaN,0,NaN,0
128,2,4,11,3,2,2,1.0251,1,1,1,1.443,1
128,2,4,12,1,1,2,2.1392,0,NaN,0,NaN,0
128,2,4,13,2,NaN,0,NaN,0,1,1,0.47746,1
128,2,4,14,1,2,2,0.57795,1,NaN,0,NaN,0
128,2,4,15,2,NaN,0,NaN,0,2,2,0.73804,1
128,2,4,16,2,NaN,0,NaN,0,1,1,0.98362,1
128,2,4,17,2,NaN,0,NaN,0,1,1,0.98094,1
128,2,4,18,1,1,1,0.63607,1,NaN,0,NaN,0
128,2,5,1,2,NaN,0,NaN,0,1,1,1.0191,1
128,2,5,2,2,NaN,0,NaN,0,2,2,0.55514,1
128,2,5,3,3,2,0,-6186.1,0,2,2,0.86063,1
128,2,5,4,1,1,0,-6202.1,0,NaN,0,NaN,0
128,2,5,5,1,1,1,0.67651,1,NaN,0,NaN,0
128,2,5,6,3,2,0,-6234.1,0,1,1,1.2711,1
128,2,5,7,3,1,0,-6250.1,0,1,1,0.77928,1
128,2,5,8,1,2,2,0.89882,1,NaN,0,NaN,0
128,2,5,9,2,NaN,0,NaN,0,2,2,0.9813,1
128,2,5,10,1,2,0,-6298.1,0,NaN,0,NaN,0
128,2,5,11,1,1,0,-6314.1,0,NaN,0,NaN,0
128,2,5,12,2,NaN,0,NaN,0,2,2,0.78419,1
128,2,5,13,3,1,1,3.1377,1,1,1,1.2917,1
128,2,5,14,2,NaN,0,NaN,0,2,2,0.74904,1
128,2,5,15,3,2,0,-6378.1,0,1,1,0.86034,1
128,2,5,16,3,1,0,-6394.1,0,2,2,0.74068,1
128,2,5,17,2,NaN,0,NaN,0,1,2,0.74884,0
128,2,5,18,1,2,2,0.82013,1,NaN,0,NaN,0
128,2,6,1,2,NaN,0,NaN,0,2,2,0.45246,1
128,2,6,2,1,1,0,-6492.5,0,NaN,0,NaN,0
128,2,6,3,1,2,2,0.52597,1,NaN,0,NaN,0
128,2,6,4,3,2,2,0.82134,1,1,1,0.70933,1
128,2,6,5,3,2,0,-6540.5,0,2,1,0.79552,0
128,2,6,6,1,2,2,0.61151,1,NaN,0,NaN,0
128,2,6,7,2,NaN,0,NaN,0,1,1,1.0594,1
128,2,6,8,2,NaN,0,NaN,0,1,1,0.44132,1
128,2,6,9,3,1,1,0.83397,1,1,1,0.70096,1
128,2,6,10,2,NaN,0,NaN,0,1,1,0.66153,1
128,2,6,11,3,1,1,1.3364,1,2,2,0.99538,1
128,2,6,12,2,NaN,0,NaN,0,1,1,0.79057,1
128,2,6,13,3,1,1,0.91933,1,2,2,0.82434,1
128,2,6,14,1,1,0,-6684.5,0,NaN,0,NaN,0
128,2,6,15,1,2,2,0.55633,1,NaN,0,NaN,0
128,2,6,16,3,1,1,0.70046,1,2,2,0.81245,1
128,2,6,17,1,2,1,0.55565,0,NaN,0,NaN,0
128,2,6,18,2,NaN,0,NaN,0,2,2,0.80436,1
129,2,1,1,1,1,1,0.42098,1,NaN,0,NaN,0
129,2,1,2,2,NaN,0,NaN,0,2,2,0.7777,1
129,2,1,3,1,1,1,0.39092,1,NaN,0,NaN,0
129,2,1,4,3,1,1,0.64344,1,2,2,0.54444,1
129,2,1,5,3,2,2,0.83876,1,2,2,0.72676,1
129,2,1,6,3,2,2,0.60479,1,1,1,0.50179,1
129,2,1,7,1,1,1,0.40035,1,NaN,0,NaN,0
129,2,1,8,2,NaN,0,NaN,0,2,2,0.46418,1
129,2,1,9,3,2,2,0.55007,1,1,1,0.45708,1
129,2,1,10,1,1,1,0.39251,1,NaN,0,NaN,0
129,2,1,11,2,NaN,0,NaN,0,1,1,0.41567,1
129,2,1,12,1,2,1,0.40461,0,NaN,0,NaN,0
129,2,1,13,2,NaN,0,NaN,0,1,1,0.45794,1
129,2,1,14,2,NaN,0,NaN,0,2,2,0.46781,1
129,2,1,15,2,NaN,0,NaN,0,1,1,0.51967,1
129,2,1,16,3,2,2,0.58958,1,1,1,0.48558,1
129,2,1,17,1,2,2,0.47685,1,NaN,0,NaN,0
129,2,1,18,3,1,1,0.669,1,2,2,0.56101,1
129,2,2,1,3,2,2,0.56842,1,1,1,0.46541,1
129,2,2,2,3,2,2,0.62939,1,1,1,0.55738,1
129,2,2,3,2,NaN,0,NaN,0,2,2,0.43292,1
129,2,2,4,2,NaN,0,NaN,0,2,2,0.4155,1
129,2,2,5,3,1,1,0.66551,1,2,2,0.5715,1
129,2,2,6,1,1,1,0.63556,1,NaN,0,NaN,0
129,2,2,7,3,2,2,0.50548,1,1,1,0.42448,1
129,2,2,8,1,1,1,0.41165,1,NaN,0,NaN,0
129,2,2,9,2,NaN,0,NaN,0,2,2,0.35518,1
129,2,2,10,2,NaN,0,NaN,0,1,1,0.32645,1
129,2,2,11,1,1,1,0.43948,1,NaN,0,NaN,0
129,2,2,12,1,1,1,0.42558,1,NaN,0,NaN,0
129,2,2,13,1,2,2,0.49064,1,NaN,0,NaN,0
129,2,2,14,3,1,1,0.91663,1,1,1,0.75663,1
129,2,2,15,2,NaN,0,NaN,0,2,2,0.39345,1
129,2,2,16,2,NaN,0,NaN,0,2,2,0.59942,1
129,2,2,17,3,2,2,0.6164,1,1,1,0.40441,1
129,2,2,18,1,2,2,0.46424,1,NaN,0,NaN,0
129,2,3,1,2,NaN,0,NaN,0,2,2,0.62121,1
129,2,3,2,1,2,2,0.43056,1,NaN,0,NaN,0
129,2,3,3,3,2,2,0.56151,1,1,1,0.44351,1
129,2,3,4,2,NaN,0,NaN,0,2,2,0.41231,1
129,2,3,5,3,2,1,0.71039,0,2,2,0.62439,1
129,2,3,6,1,1,1,0.51235,1,NaN,0,NaN,0
129,2,3,7,3,1,1,0.68523,1,1,1,0.46023,1
129,2,3,8,3,2,2,0.65849,1,1,1,0.55149,1
129,2,3,9,2,NaN,0,NaN,0,2,2,0.41439,1
129,2,3,10,1,2,2,0.49816,1,NaN,0,NaN,0
129,2,3,11,3,1,1,1.0757,1,1,2,0.76569,0
129,2,3,12,2,NaN,0,NaN,0,2,2,0.53736,1
129,2,3,13,1,1,1,0.45039,1,NaN,0,NaN,0
129,2,3,14,2,NaN,1,NaN,0,2,0,-12344,0
129,2,3,15,1,1,1,0.48835,1,NaN,0,NaN,0
129,2,3,16,3,2,2,0.58941,1,1,1,0.49941,1
129,2,3,17,1,1,1,0.4634,1,NaN,0,NaN,0
129,2,3,18,2,NaN,0,NaN,0,1,1,0.36357,1
129,2,4,1,3,1,1,0.58115,1,2,2,0.52216,1
129,2,4,2,1,2,2,0.53522,1,NaN,0,NaN,0
129,2,4,3,3,1,1,1.3442,1,1,1,1.1732,1
129,2,4,4,2,NaN,0,NaN,0,1,1,0.4662,1
129,2,4,5,1,2,2,0.53516,1,NaN,0,NaN,0
129,2,4,6,2,NaN,0,NaN,0,2,2,0.3803,1
129,2,4,7,1,2,2,0.45541,1,NaN,0,NaN,0
129,2,4,8,2,NaN,0,NaN,0,1,2,0.52733,0
129,2,4,9,2,NaN,0,NaN,0,1,1,0.55334,1
129,2,4,10,1,2,2,0.54716,1,NaN,0,NaN,0
129,2,4,11,3,2,2,0.86101,1,1,1,0.73601,1
129,2,4,12,1,1,1,0.54526,1,NaN,0,NaN,0
129,2,4,13,1,1,1,0.49038,1,NaN,0,NaN,0
129,2,4,14,3,1,1,0.91204,1,1,1,0.59605,1
129,2,4,15,2,NaN,0,NaN,0,2,2,0.47932,1
129,2,4,16,3,2,2,1.1286,1,2,2,0.98964,1
129,2,4,17,2,NaN,0,NaN,0,2,2,0.45989,1
129,2,4,18,3,1,1,0.80215,1,2,2,0.71616,1
129,2,5,1,1,1,1,0.55677,1,NaN,0,NaN,0
129,2,5,2,2,NaN,0,NaN,0,2,2,0.47896,1
129,2,5,3,1,1,1,0.51858,1,NaN,0,NaN,0
129,2,5,4,3,1,1,0.75046,1,2,2,0.67346,1
129,2,5,5,3,2,2,1.0283,1,2,2,0.91232,1
129,2,5,6,3,2,2,0.64231,1,1,1,0.5613,1
129,2,5,7,1,1,1,0.41812,1,NaN,0,NaN,0
129,2,5,8,2,NaN,0,NaN,0,2,2,0.57693,1
129,2,5,9,3,2,2,0.67173,1,1,1,0.56874,1
129,2,5,10,1,1,1,0.56231,1,NaN,0,NaN,0
129,2,5,11,2,NaN,0,NaN,0,1,1,0.50115,1
129,2,5,12,1,2,2,0.53865,1,NaN,0,NaN,0
129,2,5,13,2,NaN,0,NaN,0,1,1,0.73666,1
129,2,5,14,2,NaN,0,NaN,0,2,2,0.68569,1
129,2,5,15,2,NaN,0,NaN,0,1,1,0.68486,1
129,2,5,16,3,2,2,0.72255,1,1,1,0.65255,1
129,2,5,17,1,2,2,0.43667,1,NaN,0,NaN,0
129,2,5,18,3,1,1,0.52047,1,2,2,0.44347,1
129,2,6,1,3,2,2,0.4983,1,1,1,0.4073,1
129,2,6,2,3,2,2,0.5518,1,1,1,0.5038,1
129,2,6,3,2,NaN,0,NaN,0,2,2,0.35685,1
129,2,6,4,2,NaN,0,NaN,0,2,2,0.33028,1
129,2,6,5,3,1,1,0.67538,1,2,2,0.44638,1
129,2,6,6,1,1,1,0.50138,1,NaN,0,NaN,0
129,2,6,7,3,2,2,0.57844,1,1,1,0.50244,1
129,2,6,8,1,1,1,0.73229,1,NaN,0,NaN,0
129,2,6,9,2,NaN,0,NaN,0,2,2,0.50909,1
129,2,6,10,2,NaN,0,NaN,0,1,1,0.55811,1
129,2,6,11,1,1,1,0.46143,1,NaN,0,NaN,0
129,2,6,12,1,1,1,0.50057,1,NaN,0,NaN,0
129,2,6,13,1,2,2,0.47648,1,NaN,0,NaN,0
129,2,6,14,3,1,1,0.6634,1,1,1,0.5464,1
129,2,6,15,2,NaN,0,NaN,0,2,2,0.49144,1
129,2,6,16,2,NaN,0,NaN,0,2,2,0.42151,1
129,2,6,17,3,2,2,0.48651,1,1,1,0.43651,1
129,2,6,18,1,2,2,0.47451,1,NaN,0,NaN,0
130,2,1,1,3,2,2,0.92439,1,1,1,0.91939,1
130,2,1,2,1,1,1,0.69562,1,NaN,0,NaN,0
130,2,1,3,1,2,2,0.54069,1,NaN,0,NaN,0
130,2,1,4,2,NaN,0,NaN,0,1,1,0.54472,1
130,2,1,5,3,1,1,1.0299,1,1,1,1.0269,1
130,2,1,6,2,NaN,0,NaN,0,2,2,0.67059,1
130,2,1,7,2,NaN,0,NaN,0,2,2,0.5793,1
130,2,1,8,2,NaN,0,NaN,0,1,1,0.5575,1
130,2,1,9,3,1,1,1.0516,1,2,2,1.0446,1
130,2,1,10,1,1,1,0.58237,1,NaN,0,NaN,0
130,2,1,11,1,1,1,0.53428,1,NaN,0,NaN,0
130,2,1,12,2,NaN,0,NaN,0,2,2,0.79346,1
130,2,1,13,2,NaN,0,NaN,0,2,2,0.69649,1
130,2,1,14,1,2,2,0.54678,1,NaN,0,NaN,0
130,2,1,15,3,2,2,0.82989,1,1,1,0.85688,1
130,2,1,16,3,2,2,1.0555,1,2,2,1.0904,1
130,2,1,17,1,2,2,0.74655,1,NaN,0,NaN,0
130,2,1,18,3,1,1,0.89588,1,1,1,0.88389,1
130,2,2,1,3,2,2,1.0939,1,1,1,1.1119,1
130,2,2,2,3,1,1,1.5758,1,1,1,1.5408,1
130,2,2,3,1,1,1,0.58097,1,NaN,0,NaN,0
130,2,2,4,1,2,2,0.56721,1,NaN,0,NaN,0
130,2,2,5,2,NaN,0,NaN,0,1,1,0.61849,1
130,2,2,6,3,2,1,0.90461,0,2,1,1.0446,0
130,2,2,7,2,NaN,0,NaN,0,1,1,1.0883,1
130,2,2,8,2,NaN,0,NaN,0,2,2,0.71248,1
130,2,2,9,3,2,2,1.1072,1,1,1,1.2232,1
130,2,2,10,1,2,2,0.77853,1,NaN,0,NaN,0
130,2,2,11,3,1,1,0.91143,1,2,2,0.90041,1
130,2,2,12,1,2,2,0.5935,1,NaN,0,NaN,0
130,2,2,13,1,1,1,0.69113,1,NaN,0,NaN,0
130,2,2,14,3,1,1,1.0235,1,1,1,0.95851,1
130,2,2,15,2,NaN,0,NaN,0,2,2,0.55838,1
130,2,2,16,1,1,1,0.58737,1,NaN,0,NaN,0
130,2,2,17,2,NaN,0,NaN,0,2,2,0.94337,1
130,2,2,18,2,NaN,0,NaN,0,2,2,0.50201,1
130,2,3,1,1,2,1,0.94008,0,NaN,0,NaN,0
130,2,3,2,1,1,1,0.56058,1,NaN,0,NaN,0
130,2,3,3,2,NaN,0,NaN,0,2,2,0.74851,1
130,2,3,4,2,NaN,0,NaN,0,1,1,0.57833,1
130,2,3,5,3,2,1,1.3134,0,1,1,1.3154,1
130,2,3,6,2,NaN,0,NaN,0,2,2,0.62552,1
130,2,3,7,2,NaN,0,NaN,0,1,1,0.55956,1
130,2,3,8,3,2,2,0.74451,1,1,1,0.78251,1
130,2,3,9,1,1,1,0.75827,1,NaN,0,NaN,0
130,2,3,10,2,NaN,0,NaN,0,2,2,1.0143,1
130,2,3,11,2,NaN,0,NaN,0,1,1,0.64845,1
130,2,3,12,3,1,1,0.79932,1,2,2,0.77332,1
130,2,3,13,3,1,1,0.69238,1,2,2,0.66537,1
130,2,3,14,1,2,2,0.71852,1,NaN,0,NaN,0
130,2,3,15,1,2,2,0.5943,1,NaN,0,NaN,0
130,2,3,16,3,1,1,0.62835,1,1,1,0.64035,1
130,2,3,17,1,2,2,0.60524,1,NaN,0,NaN,0
130,2,3,18,3,1,1,0.86011,1,2,2,0.84912,1
130,2,4,1,1,2,2,0.73799,1,NaN,0,NaN,0
130,2,4,2,2,NaN,0,NaN,0,1,1,0.89117,1
