sub,sess,run,trial_num,cond,shape_stim,shape_resp,shape_RT,shape_acc,sound_stim,sound_resp,sound_RT,sound_acc
216,1,1,4,1,2,2,0.69285,1,NaN,0,NaN,0
216,1,1,5,3,1,1,1.5017,1,1,1,1.1367,1
216,1,1,6,3,1,1,0.86278,1,2,2,1.2118,1
216,1,1,7,1,2,2,0.5709,1,NaN,0,NaN,0
216,1,1,8,1,2,2,0.70594,1,NaN,0,NaN,0
216,1,1,9,2,NaN,0,NaN,0,2,2,1.0388,1
216,1,1,10,1,1,1,0.66586,1,NaN,0,NaN,0
216,1,1,11,3,2,2,1.1878,1,1,1,1.4298,1
216,1,1,12,2,NaN,0,NaN,0,2,2,1.3235,1
216,1,1,13,2,NaN,0,NaN,0,1,1,0.89788,1
216,1,1,14,2,NaN,0,NaN,0,1,1,0.86758,1
216,1,1,15,3,2,2,1.1559,1,1,1,1.3959,1
216,1,1,16,1,2,2,0.69916,1,NaN,0,NaN,0
216,1,1,17,3,1,1,1.0393,1,2,2,1.3993,1
216,1,1,18,2,NaN,0,NaN,0,1,1,0.93988,1
216,1,2,1,3,1,1,0.90169,1,1,1,1.2767,1
216,1,2,2,3,2,2,0.73597,1,1,1,1.013,1
216,1,2,3,1,1,1,0.71379,1,NaN,0,NaN,0
216,1,2,4,2,NaN,0,NaN,0,2,2,1.0472,1
216,1,2,5,1,1,1,0.81638,1,NaN,0,NaN,0
216,1,2,6,3,2,2,1.0031,1,2,2,1.4001,1
216,1,2,7,2,NaN,0,NaN,0,1,1,0.90654,1
216,1,2,8,2,NaN,0,NaN,0,2,2,0.70442,1
216,1,2,9,2,NaN,0,NaN,0,1,1,1.097,1
216,1,2,10,1,1,1,0.74862,1,NaN,0,NaN,0
216,1,2,11,3,1,1,0.86351,1,2,2,1.2465,1
216,1,2,12,1,2,2,0.71737,1,NaN,0,NaN,0
216,1,2,13,2,NaN,0,NaN,0,1,1,0.46647,1
216,1,2,14,1,2,2,1.0019,1,NaN,0,NaN,0
216,1,2,15,3,1,1,0.88859,1,2,2,1.1716,1
216,1,2,16,2,NaN,0,NaN,0,1,1,0.90358,1
216,1,2,17,1,2,2,0.71045,1,NaN,0,NaN,0
216,1,2,18,3,2,2,0.81429,1,2,2,1.4703,1
216,1,3,1,3,2,2,0.86656,1,1,1,1.1486,1
216,1,3,2,1,2,2,0.7205,1,NaN,0,NaN,0
216,1,3,3,3,1,1,0.85245,1,1,1,1.2204,1
216,1,3,4,1,2,2,0.89957,1,NaN,0,NaN,0
216,1,3,5,1,1,1,0.58559,1,NaN,0,NaN,0
216,1,3,6,2,NaN,0,NaN,0,2,2,1.0202,1
216,1,3,7,1,2,2,0.6853,1,NaN,0,NaN,0
216,1,3,8,1,1,1,0.60561,1,NaN,0,NaN,0
216,1,3,9,3,1,1,0.87055,1,2,2,1.2365,1
216,1,3,10,2,NaN,0,NaN,0,1,1,0.86743,1
216,1,3,11,2,NaN,0,NaN,0,1,1,0.68831,1
216,1,3,12,2,NaN,0,NaN,0,1,1,0.78052,1
216,1,3,13,2,NaN,0,NaN,0,1,1,0.98141,1
216,1,3,14,3,1,1,0.8936,1,2,2,1.1416,1
216,1,3,15,3,2,2,1.1004,1,2,2,1.4664,1
216,1,3,16,3,1,1,0.82433,1,2,2,1.1743,1
216,1,3,17,1,2,2,0.83187,1,NaN,0,NaN,0
216,1,3,18,2,NaN,0,NaN,0,2,2,1.1865,1
216,1,4,1,1,2,2,0.86616,1,NaN,0,NaN,0
216,1,4,2,2,NaN,0,NaN,0,2,2,0.99153,1
216,1,4,3,2,NaN,0,NaN,0,1,1,0.74149,1
216,1,4,4,3,2,2,1.8553,1,2,2,1.5273,1
216,1,4,5,2,NaN,0,NaN,0,2,2,1.0325,1
216,1,4,6,1,2,2,0.99226,1,NaN,0,NaN,0
216,1,4,7,3,2,2,0.7285,1,1,1,0.99349,1
216,1,4,8,3,2,2,0.81747,1,1,1,1.0235,1
216,1,4,9,2,NaN,0,NaN,0,2,2,0.70125,1
216,1,4,10,2,NaN,0,NaN,0,1,1,0.48857,1
216,1,4,11,3,1,1,0.71594,1,2,2,1.0879,1
216,1,4,12,2,NaN,0,NaN,0,2,2,1.116,1
216,1,4,13,1,1,1,0.65144,1,NaN,0,NaN,0
216,1,4,14,3,1,1,0.82422,1,1,1,1.1042,1
216,1,4,15,3,2,2,1.0442,1,1,1,1.2992,1
216,1,4,16,1,1,1,1.1134,1,NaN,0,NaN,0
216,1,4,17,1,1,1,0.59613,1,NaN,0,NaN,0
216,1,4,18,1,1,1,0.60436,1,NaN,0,NaN,0
216,1,5,1,3,1,1,0.83449,1,2,2,1.1535,1
216,1,5,2,2,NaN,0,NaN,0,2,2,1.1158,1
216,1,5,3,1,1,1,0.69465,1,NaN,0,NaN,0
216,1,5,4,1,2,2,0.86664,1,NaN,0,NaN,0
216,1,5,5,3,1,1,1.0759,1,1,1,1.4899,1
216,1,5,6,3,1,1,0.67772,1,2,1,1.1787,0
216,1,5,7,1,2,2,0.70076,1,NaN,0,NaN,0
216,1,5,8,1,2,2,0.847,1,NaN,0,NaN,0
216,1,5,9,2,NaN,0,NaN,0,2,2,1.4668,1
216,1,5,10,1,1,1,0.68124,1,NaN,0,NaN,0
216,1,5,11,3,2,2,0.63394,1,1,1,1.287,1
216,1,5,12,2,NaN,0,NaN,0,2,2,0.98466,1
216,1,5,13,2,NaN,0,NaN,0,1,1,0.81115,1
216,1,5,14,2,NaN,0,NaN,0,1,1,0.66609,1
216,1,5,15,3,2,2,0.887,1,1,1,1.144,1
216,1,5,16,1,2,2,0.93632,1,NaN,0,NaN,0
216,1,5,17,3,1,1,0.61333,1,2,2,1.2033,1
216,1,5,18,2,NaN,0,NaN,0,1,1,0.70896,1
216,1,6,1,3,1,1,0.77149,1,1,1,1.0985,1
216,1,6,2,3,2,2,0.77872,1,1,1,1.0157,1
216,1,6,3,1,1,1,0.6439,1,NaN,0,NaN,0
216,1,6,4,2,NaN,0,NaN,0,2,2,1.079,1
216,1,6,5,1,1,1,0.6903,1,NaN,0,NaN,0
216,1,6,6,3,2,2,1.0075,1,2,2,1.3465,1
216,1,6,7,2,NaN,0,NaN,0,1,0,-2402.8,0
216,1,6,8,2,NaN,0,NaN,0,2,2,0.96845,1
216,1,6,9,2,NaN,0,NaN,0,1,1,0.99132,1
216,1,6,10,1,1,1,0.90332,1,NaN,0,NaN,0
216,1,6,11,3,1,1,1.0534,1,2,2,1.2963,1
216,1,6,12,1,2,2,0.73957,1,NaN,0,NaN,0
216,1,6,13,2,NaN,0,NaN,0,1,1,1.0446,1
216,1,6,14,1,2,2,0.73748,1,NaN,0,NaN,0
216,1,6,15,3,1,1,0.82767,1,2,2,1.0997,1
216,1,6,16,2,NaN,0,NaN,0,1,1,1.4505,1
216,1,6,17,1,2,2,0.68324,1,NaN,0,NaN,0
216,1,6,18,3,2,2,1.0953,1,2,2,1.5693,1
217,1,1,1,3,2,2,1.2203,1,1,1,1.7203,1
217,1,1,2,1,1,1,1.2214,1,NaN,0,NaN,0
217,1,1,3,1,1,1,0.63391,1,NaN,0,NaN,0
217,1,1,4,3,2,2,0.99398,1,1,1,1.431,1
217,1,1,5,1,1,1,0.99363,1,NaN,0,NaN,0
217,1,1,6,2,NaN,0,NaN,0,1,1,1.233,1
217,1,1,7,1,2,2,0.67269,1,NaN,0,NaN,0
217,1,1,8,2,NaN,0,NaN,0,2,2,1.1041,1
217,1,1,9,1,1,1,0.6073,1,NaN,0,NaN,0
217,1,1,10,2,NaN,0,NaN,0,2,2,0.9472,1
217,1,1,11,3,2,2,0.83329,1,1,1,1.3343,1
217,1,1,12,2,NaN,0,NaN,0,2,2,1.1998,1
217,1,1,13,3,2,2,0.84271,1,1,1,1.2957,1
217,1,1,14,2,NaN,0,NaN,0,2,2,1.0468,1
217,1,1,15,3,2,2,1.2276,1,2,2,1.7326,1
217,1,1,16,1,1,1,1.9458,1,NaN,0,NaN,0
217,1,1,17,2,NaN,0,NaN,0,2,2,1.1031,1
217,1,1,18,3,1,1,1.1425,1,1,1,1.7255,1
217,1,2,1,2,NaN,0,NaN,0,1,1,1.0989,1
217,1,2,2,3,1,1,0.7366,1,2,2,1.4146,1
217,1,2,3,3,1,1,0.84656,1,1,1,1.3486,1
217,1,2,4,2,NaN,0,NaN,0,2,2,1.1801,1
217,1,2,5,1,2,2,0.95696,1,NaN,0,NaN,0
217,1,2,6,3,2,2,0.9063,1,2,2,1.3953,1
217,1,2,7,1,1,1,0.7443,1,NaN,0,NaN,0
217,1,2,8,3,1,1,1.0895,1,1,1,1.5455,1
217,1,2,9,1,1,1,0.67697,1,NaN,0,NaN,0
217,1,2,10,2,NaN,0,NaN,0,2,2,0.99432,1
217,1,2,11,3,2,2,0.82814,1,1,1,1.2811,1
217,1,2,12,1,2,2,0.67441,1,NaN,0,NaN,0
217,1,2,13,2,NaN,0,NaN,0,1,1,1.1294,1
217,1,2,14,1,2,2,0.91334,1,NaN,0,NaN,0
217,1,2,15,3,1,1,0.86826,1,2,2,1.6333,1
217,1,2,16,1,2,2,0.71218,1,NaN,0,NaN,0
217,1,2,17,2,NaN,0,NaN,0,1,1,0.99357,1
217,1,2,18,2,NaN,0,NaN,0,2,2,1.1223,1
217,1,3,1,2,NaN,0,NaN,0,1,1,0.81893,1
217,1,3,2,3,2,2,1.0172,1,2,2,1.4972,1
217,1,3,3,3,2,2,0.91443,1,1,1,1.4824,1
217,1,3,4,2,NaN,0,NaN,0,1,1,0.71689,1
217,1,3,5,3,2,2,0.75433,1,1,1,1.1573,1
217,1,3,6,3,2,2,0.79522,1,1,1,1.2362,1
217,1,3,7,1,1,1,0.79615,1,NaN,0,NaN,0
217,1,3,8,3,1,1,0.80122,1,2,2,1.3162,1
217,1,3,9,1,1,1,0.66431,1,NaN,0,NaN,0
217,1,3,10,1,2,2,0.73407,1,NaN,0,NaN,0
217,1,3,11,2,NaN,0,NaN,0,2,2,0.97315,1
217,1,3,12,2,NaN,0,NaN,0,2,2,0.67125,1
217,1,3,13,1,2,2,0.65128,1,NaN,0,NaN,0
217,1,3,14,2,NaN,0,NaN,0,2,2,1.1943,1
217,1,3,15,1,1,1,0.67391,1,NaN,0,NaN,0
217,1,3,16,2,NaN,0,NaN,0,1,1,1.1092,1
217,1,3,17,3,1,1,0.75725,1,2,0,-6617.2,0
217,1,3,18,1,1,1,0.67912,1,NaN,0,NaN,0
217,1,4,1,3,1,1,1.1501,1,1,1,1.4951,1
217,1,4,2,3,2,2,0.84922,1,2,2,1.5662,1
217,1,4,3,1,2,2,0.7907,1,NaN,0,NaN,0
217,1,4,4,2,NaN,0,NaN,0,1,1,1.0608,1
217,1,4,5,1,1,1,0.69376,1,NaN,0,NaN,0
217,1,4,6,2,NaN,0,NaN,0,2,2,1.422,1
217,1,4,7,2,NaN,0,NaN,0,2,2,0.90802,1
217,1,4,8,3,1,1,0.8611,1,1,1,1.1771,1
217,1,4,9,3,2,2,0.75063,1,1,1,1.8736,1
217,1,4,10,1,2,2,0.73396,1,NaN,0,NaN,0
217,1,4,11,2,NaN,0,NaN,0,1,1,1.4371,1
217,1,4,12,3,1,1,0.95091,1,2,2,1.3939,1
217,1,4,13,2,NaN,0,NaN,0,2,2,0.91027,1
217,1,4,14,3,1,1,0.72182,1,1,1,1.1428,1
217,1,4,15,1,1,1,0.63395,1,NaN,0,NaN,0
217,1,4,16,1,2,2,0.91993,1,NaN,0,NaN,0
217,1,4,17,2,NaN,0,NaN,0,2,2,1.456,1
217,1,4,18,1,2,2,0.82799,1,NaN,0,NaN,0
217,1,5,1,3,2,2,0.82127,1,1,1,1.1803,1
217,1,5,2,1,1,1,0.64563,1,NaN,0,NaN,0
217,1,5,3,1,1,1,0.62618,1,NaN,0,NaN,0
217,1,5,4,3,2,2,0.74404,1,1,1,1.236,1
217,1,5,5,1,1,1,0.68559,1,NaN,0,NaN,0
217,1,5,6,2,NaN,0,NaN,0,1,1,1.0138,1
217,1,5,7,1,2,2,0.90763,1,NaN,0,NaN,0
217,1,5,8,2,NaN,0,NaN,0,2,2,0.96442,1
217,1,5,9,1,1,1,0.63227,1,NaN,0,NaN,0
217,1,5,10,2,NaN,0,NaN,0,2,2,0.80904,1
217,1,5,11,3,2,2,0.87049,1,1,1,1.2025,1
217,1,5,12,2,NaN,0,NaN,0,2,2,0.91207,1
217,1,5,13,3,2,2,0.79345,1,1,1,1.1874,1
217,1,5,14,2,NaN,0,NaN,0,2,2,0.80643,1
217,1,5,15,3,2,2,0.72123,1,2,2,1.1952,1
217,1,5,16,1,1,1,1.0086,1,NaN,0,NaN,0
217,1,5,17,2,NaN,0,NaN,0,2,2,1.3211,1
217,1,5,18,3,1,1,0.72651,1,1,1,1.2725,1
217,1,6,1,2,NaN,0,NaN,0,1,1,1.1621,1
217,1,6,2,3,1,1,0.90128,1,2,2,1.3413,1
217,1,6,3,3,1,1,0.86438,1,1,1,1.3334,1
217,1,6,4,2,NaN,0,NaN,0,2,2,0.63608,1
217,1,6,5,1,2,2,0.71317,1,NaN,0,NaN,0
217,1,6,6,3,2,2,0.66724,1,2,2,1.2372,1
217,1,6,7,1,1,1,0.84582,1,NaN,0,NaN,0
217,1,6,8,3,1,1,0.84122,1,1,1,1.4122,1
217,1,6,9,1,1,1,0.64528,1,NaN,0,NaN,0
217,1,6,10,2,NaN,0,NaN,0,2,2,1.4352,1
217,1,6,11,3,2,2,0.95926,1,1,1,1.2333,1
217,1,6,12,1,2,2,0.84929,1,NaN,0,NaN,0
217,1,6,13,2,NaN,0,NaN,0,1,2,0.95966,0
217,1,6,14,1,2,2,1.1071,1,NaN,0,NaN,0
217,1,6,15,3,1,1,0.89332,1,2,2,1.2933,1
217,1,6,16,1,2,2,0.76372,1,NaN,0,NaN,0
217,1,6,17,2,NaN,0,NaN,0,1,1,1.1213,1
217,1,6,18,2,NaN,0,NaN,0,2,2,1.0052,1
218,1,1,1,3,2,2,1.9733,1,2,1,2.3423,0
218,1,1,2,3,2,2,1.2469,1,1,1,1.2259,1
218,1,1,3,2,NaN,0,NaN,0,2,2,0.56863,1
218,1,1,4,1,1,1,0.63555,1,NaN,0,NaN,0
218,1,1,5,1,2,2,0.3595,1,NaN,0,NaN,0
218,1,1,6,2,NaN,0,NaN,0,1,2,0.43184,0
218,1,1,7,1,1,1,1.5417,1,NaN,0,NaN,0
218,1,1,8,3,2,2,0.67949,1,1,1,0.68147,1
218,1,1,9,1,1,1,0.4726,1,NaN,0,NaN,0
218,1,1,10,2,NaN,0,NaN,0,1,1,0.72741,1
218,1,1,11,3,1,1,1.5946,1,2,1,1.5496,0
218,1,1,12,2,NaN,0,NaN,0,2,2,0.59361,1
218,1,1,13,3,1,1,1.0015,1,2,2,1.0034,1
218,1,1,14,2,NaN,0,NaN,0,1,1,0.44527,1
218,1,1,15,2,NaN,0,NaN,0,2,2,0.57268,1
218,1,1,16,1,2,2,0.70766,1,NaN,0,NaN,0
218,1,1,17,3,2,2,0.90544,1,1,1,0.89845,1
218,1,1,18,1,1,1,0.89962,1,NaN,0,NaN,0
218,1,2,1,3,2,2,1.2835,1,2,2,1.2745,1
218,1,2,2,1,2,0,-13142,0,NaN,0,NaN,0
218,1,2,3,2,NaN,0,NaN,0,2,2,0.40732,1
218,1,2,4,2,NaN,0,NaN,0,1,1,0.31124,1
218,1,2,5,1,2,2,0.56303,1,NaN,0,NaN,0
218,1,2,6,3,1,1,1.0676,1,1,2,1.0326,0
218,1,2,7,3,2,2,0.89813,1,2,2,0.91412,1
218,1,2,8,3,1,1,1.3828,1,1,1,1.3418,1
218,1,2,9,2,NaN,0,NaN,0,2,2,0.71515,1
218,1,2,10,1,2,2,0.46627,1,NaN,0,NaN,0
218,1,2,11,3,1,1,0.91738,1,2,2,0.96137,1
218,1,2,12,2,NaN,0,NaN,0,1,1,0.33446,1
218,1,2,13,1,1,2,0.61325,0,NaN,0,NaN,0
218,1,2,14,2,NaN,0,NaN,0,2,2,0.53152,1
218,1,2,15,2,NaN,0,NaN,0,1,1,0.55238,1
218,1,2,16,1,1,1,0.53443,1,NaN,0,NaN,0
218,1,2,17,3,2,2,1.6654,1,1,1,1.5704,1
218,1,2,18,1,1,1,0.68336,1,NaN,0,NaN,0
218,1,3,1,2,NaN,0,NaN,0,2,2,0.65605,1
218,1,3,2,3,2,2,1.4023,1,2,2,1.3983,1
218,1,3,3,3,1,1,0.6811,1,1,1,0.66211,1
218,1,3,4,2,NaN,0,NaN,0,2,2,0.51381,1
218,1,3,5,1,1,1,0.63397,1,NaN,0,NaN,0
218,1,3,6,1,2,2,0.82986,1,NaN,0,NaN,0
218,1,3,7,3,2,2,0.84109,1,2,2,0.96208,1
218,1,3,8,2,NaN,0,NaN,0,2,2,0.71127,1
218,1,3,9,2,NaN,0,NaN,0,1,1,0.27121,1
218,1,3,10,1,2,2,0.50517,1,NaN,0,NaN,0
218,1,3,11,1,2,2,0.76728,1,NaN,0,NaN,0
218,1,3,12,3,1,1,0.84623,1,1,1,0.81923,1
218,1,3,13,2,NaN,0,NaN,0,2,2,0.49411,1
218,1,3,14,2,NaN,0,NaN,0,1,2,0.51887,0
218,1,3,15,1,1,1,0.59118,1,NaN,0,NaN,0
218,1,3,16,3,1,1,0.74715,1,1,1,0.70916,1
218,1,3,17,3,2,2,1.3574,1,1,1,0.43136,1
218,1,3,18,1,1,1,0.50645,1,NaN,0,NaN,0
218,1,4,1,1,2,2,0.79885,1,NaN,0,NaN,0
218,1,4,2,1,2,2,0.5847,1,NaN,0,NaN,0
218,1,4,3,3,2,2,0.81802,1,1,1,0.77601,1
218,1,4,4,3,2,2,1.1979,1,1,1,1.0039,1
218,1,4,5,2,NaN,0,NaN,0,1,1,0.40297,1
218,1,4,6,1,1,1,0.75107,1,NaN,0,NaN,0
218,1,4,7,2,NaN,0,NaN,0,1,1,0.421,1
218,1,4,8,3,1,1,0.84595,1,1,1,0.81094,1
218,1,4,9,3,1,1,0.80008,1,2,2,0.90908,1
218,1,4,10,1,2,2,0.70603,1,NaN,0,NaN,0
218,1,4,11,2,NaN,0,NaN,0,2,2,0.33174,1
218,1,4,12,3,1,1,0.92507,1,2,2,0.91508,1
218,1,4,13,3,1,1,1.069,1,2,2,1.066,1
218,1,4,14,2,NaN,0,NaN,0,2,2,0.4681,1
218,1,4,15,1,2,2,0.46308,1,NaN,0,NaN,0
218,1,4,16,1,1,1,0.63008,1,NaN,0,NaN,0
218,1,4,17,2,NaN,0,NaN,0,1,1,0.42096,1
218,1,4,18,2,NaN,0,NaN,0,2,2,0.64385,1
218,1,5,1,3,2,2,0.75158,1,2,2,0.74758,1
218,1,5,2,3,2,2,0.65986,1,1,1,0.63287,1
218,1,5,3,2,NaN,0,NaN,0,2,2,0.39491,1
218,1,5,4,1,1,1,0.38817,1,NaN,0,NaN,0
218,1,5,5,1,2,2,0.79119,1,NaN,0,NaN,0
218,1,5,6,2,NaN,0,NaN,0,1,1,0.30479,1
218,1,5,7,1,1,2,0.56566,0,NaN,0,NaN,0
218,1,5,8,3,2,2,1.3486,1,1,1,1.3156,1
218,1,5,9,1,1,1,0.69409,1,NaN,0,NaN,0
218,1,5,10,2,NaN,0,NaN,0,1,1,0.41968,1
218,1,5,11,3,1,1,0.67623,1,2,2,0.49923,1
218,1,5,12,2,NaN,0,NaN,0,2,2,0.46936,1
218,1,5,13,3,1,1,0.53064,1,2,2,0.53263,1
218,1,5,14,2,NaN,0,NaN,0,1,1,0.26838,1
218,1,5,15,2,NaN,0,NaN,0,2,2,0.44264,1
218,1,5,16,1,2,2,0.73462,1,NaN,0,NaN,0
218,1,5,17,3,2,2,0.6011,1,1,1,0.24111,1
218,1,5,18,1,1,1,0.54067,1,NaN,0,NaN,0
218,1,6,1,3,2,2,0.57592,1,2,2,0.55592,1
218,1,6,2,1,2,2,0.45764,1,NaN,0,NaN,0
218,1,6,3,2,NaN,0,NaN,0,2,2,0.41559,1
218,1,6,4,2,NaN,0,NaN,0,1,2,0.44222,0
218,1,6,5,1,2,2,0.56919,1,NaN,0,NaN,0
218,1,6,6,3,1,1,0.77021,1,1,1,0.74621,1
218,1,6,7,3,2,2,0.66932,1,2,2,0.72331,1
218,1,6,8,3,1,1,0.71599,1,1,1,0.65999,1
218,1,6,9,2,NaN,0,NaN,0,2,2,0.54809,1
218,1,6,10,1,2,2,0.55639,1,NaN,0,NaN,0
218,1,6,11,3,1,1,0.66426,1,2,2,0.67427,1
218,1,6,12,2,NaN,0,NaN,0,1,1,0.50634,1
218,1,6,13,1,1,2,0.5673,0,NaN,0,NaN,0
218,1,6,14,2,NaN,0,NaN,0,2,2,0.58236,1
218,1,6,15,2,NaN,0,NaN,0,1,1,0.31265,1
218,1,6,16,1,1,1,0.42908,1,NaN,0,NaN,0
218,1,6,17,3,2,1,0.70312,0,1,1,0.68314,1
218,1,6,18,1,1,1,0.59748,1,NaN,0,NaN,0
219,1,1,1,2,NaN,0,NaN,0,1,1,1.3082,1
219,1,1,2,3,2,2,1.6525,1,1,1,2.2045,1
219,1,1,3,1,1,1,0.6419,1,NaN,0,NaN,0
219,1,1,4,3,1,1,1.4728,1,2,2,1.4038,1
219,1,1,5,2,NaN,0,NaN,0,2,2,0.96031,1
219,1,1,6,2,NaN,0,NaN,0,1,1,1.7625,1
219,1,1,7,1,2,2,0.95539,1,NaN,0,NaN,0
219,1,1,8,2,NaN,0,NaN,0,2,2,0.80251,1
219,1,1,9,1,1,1,0.61453,1,NaN,0,NaN,0
219,1,1,10,2,NaN,0,NaN,0,2,2,0.83317,1
219,1,1,11,3,2,2,0.92357,1,1,1,0.88957,1
219,1,1,12,1,1,1,0.65839,1,NaN,0,NaN,0
219,1,1,13,1,2,2,0.78144,1,NaN,0,NaN,0
219,1,1,14,3,1,1,1.5717,1,1,1,1.5457,1
219,1,1,15,3,2,2,3.1648,1,2,2,3.1498,1
219,1,1,16,1,2,2,0.63891,1,NaN,0,NaN,0
219,1,1,17,3,1,1,0.55958,1,1,1,2.3476,1
219,1,1,18,2,NaN,0,NaN,0,2,2,1.9658,1
219,1,2,1,2,NaN,0,NaN,0,2,2,3.0066,1
219,1,2,2,1,2,2,0.7106,1,NaN,0,NaN,0
219,1,2,3,2,NaN,0,NaN,0,1,1,0.65064,1
219,1,2,4,3,1,1,1.2012,1,1,1,1.1772,1
219,1,2,5,3,2,2,1.345,1,1,2,1.327,0
219,1,2,6,1,1,1,0.67617,1,NaN,0,NaN,0
219,1,2,7,3,1,1,0.87644,1,2,2,0.84344,1
219,1,2,8,1,2,2,0.68514,1,NaN,0,NaN,0
219,1,2,9,3,2,2,1.8636,1,1,1,1.8566,1
219,1,2,10,1,2,2,0.66537,1,NaN,0,NaN,0
219,1,2,11,2,NaN,0,NaN,0,2,2,0.50726,1
219,1,2,12,2,NaN,0,NaN,0,2,2,0.96071,1
219,1,2,13,2,NaN,0,NaN,0,1,1,1.6469,1
219,1,2,14,3,2,2,1.8401,1,1,1,1.8161,1
219,1,2,15,3,1,1,1.7842,1,2,2,1.7492,1
219,1,2,16,2,NaN,0,NaN,0,2,2,1.4274,1
219,1,2,17,1,1,1,0.55304,1,NaN,0,NaN,0
219,1,2,18,1,1,1,0.51118,1,NaN,0,NaN,0
219,1,3,1,2,NaN,0,NaN,0,1,1,0.73706,1
219,1,3,2,3,2,2,1.4986,1,2,2,1.4847,1
219,1,3,3,2,NaN,0,NaN,0,1,1,1.4002,1
219,1,3,4,1,2,2,0.97227,1,NaN,0,NaN,0
219,1,3,5,3,1,1,1.1803,1,1,1,1.1733,1
219,1,3,6,1,2,2,0.58033,1,NaN,0,NaN,0
219,1,3,7,3,2,2,1.2823,1,2,2,1.2793,1
219,1,3,8,1,1,1,0.79218,1,NaN,0,NaN,0
219,1,3,9,3,1,1,1.6789,1,1,1,1.6519,1
219,1,3,10,3,2,2,0.82636,1,2,2,0.81536,1
219,1,3,11,1,1,1,0.68721,1,NaN,0,NaN,0
219,1,3,12,2,NaN,0,NaN,0,2,2,0.53935,1
219,1,3,13,1,2,2,0.61141,1,NaN,0,NaN,0
219,1,3,14,2,NaN,0,NaN,0,2,2,0.61321,1
219,1,3,15,2,NaN,0,NaN,0,1,2,0.70208,0
219,1,3,16,2,NaN,0,NaN,0,1,1,0.90705,1
219,1,3,17,1,1,1,0.55509,1,NaN,0,NaN,0
219,1,3,18,3,1,1,1.5989,1,2,2,1.5699,1
219,1,4,1,3,1,1,1.6295,1,1,1,1.6064,1
219,1,4,2,3,1,1,0.99613,1,2,2,0.91216,1
219,1,4,3,2,NaN,0,NaN,0,1,1,1.4191,1
219,1,4,4,1,1,1,0.61116,1,NaN,0,NaN,0
219,1,4,5,1,2,2,0.54513,1,NaN,0,NaN,0
219,1,4,6,2,NaN,0,NaN,0,1,1,0.77573,1
219,1,4,7,1,1,1,0.59493,1,NaN,0,NaN,0
219,1,4,8,2,NaN,0,NaN,0,2,2,0.65287,1
219,1,4,9,2,NaN,0,NaN,0,1,1,0.46505,1
219,1,4,10,3,2,2,1.281,1,2,2,1.273,1
219,1,4,11,3,2,2,1.0216,1,2,2,1.0136,1
219,1,4,12,3,2,2,1.0101,1,1,1,1.0151,1
219,1,4,13,1,2,2,0.89109,1,NaN,0,NaN,0
219,1,4,14,1,1,1,0.67318,1,NaN,0,NaN,0
219,1,4,15,2,NaN,0,NaN,0,1,1,0.44607,1
219,1,4,16,1,2,2,0.54312,1,NaN,0,NaN,0
219,1,4,17,3,1,1,0.90313,1,2,2,0.88013,1
219,1,4,18,2,NaN,0,NaN,0,2,2,0.98961,1
219,1,5,1,2,NaN,0,NaN,0,1,1,0.53124,1
219,1,5,2,3,2,2,1.4676,1,1,1,1.4416,1
219,1,5,3,1,1,1,0.69367,1,NaN,0,NaN,0
219,1,5,4,3,1,1,1.1923,1,2,2,2.0853,1
219,1,5,5,2,NaN,0,NaN,0,2,2,0.78397,1
219,1,5,6,2,NaN,0,NaN,0,1,1,2.0534,1
219,1,5,7,1,2,2,0.58635,1,NaN,0,NaN,0
219,1,5,8,2,NaN,0,NaN,0,2,2,0.82401,1
219,1,5,9,1,1,1,0.61185,1,NaN,0,NaN,0
219,1,5,10,2,NaN,0,NaN,0,2,2,0.84568,1
219,1,5,11,3,2,2,1.8155,1,1,1,1.7905,1
219,1,5,12,1,1,1,0.6162,1,NaN,0,NaN,0
219,1,5,13,1,2,2,0.58731,1,NaN,0,NaN,0
219,1,5,14,3,1,1,1.4974,1,1,1,1.4434,1
219,1,5,15,3,2,2,1.9185,1,2,2,1.8894,1
219,1,5,16,1,2,2,0.60278,1,NaN,0,NaN,0
219,1,5,17,3,1,1,1.4943,1,1,1,1.4603,1
219,1,5,18,2,NaN,0,NaN,0,2,2,1.3756,1
219,1,6,1,2,NaN,0,NaN,0,2,2,1.3223,1
219,1,6,2,1,2,2,0.91961,1,NaN,0,NaN,0
219,1,6,3,2,NaN,0,NaN,0,1,1,1.8815,1
219,1,6,4,3,1,1,2.4283,1,1,1,2.3883,1
219,1,6,5,3,2,2,1.4422,1,1,1,1.9092,1
219,1,6,6,1,1,1,0.62225,1,NaN,0,NaN,0
219,1,6,7,3,1,2,0.97937,0,2,2,0.97644,1
219,1,6,8,1,2,2,0.50715,1,NaN,0,NaN,0
219,1,6,9,3,2,2,1.6492,1,1,1,1.6602,1
219,1,6,10,1,2,2,0.55817,1,NaN,0,NaN,0
219,1,6,11,2,NaN,0,NaN,0,2,2,0.76025,1
219,1,6,12,2,NaN,0,NaN,0,2,2,0.62636,1
219,1,6,13,2,NaN,0,NaN,0,1,1,0.68242,1
219,1,6,14,3,2,2,2.0182,1,1,1,2.4092,1
219,1,6,15,3,1,1,1.1753,1,2,2,1.1323,1
219,1,6,16,2,NaN,0,NaN,0,2,2,1.0083,1
