sub,condition,cvRatio,group,cort_to_Put,cort_to_CN
229,MT1,0.5815050048696162,control,1.65015430897192,-1.65224482900958
229,MT2,0.5443612266188338,control,1.65015430897192,-1.65224482900958
230,MT1,0.8132912604057988,control,0.451304695978563,-0.685551961424652
230,MT2,0.7280747875541004,control,0.451304695978563,-0.685551961424652
231,MT1,1.1804409739919883,control,0.310511241947279,0.840971212789316
231,MT2,1.1931160009346207,control,0.310511241947279,0.840971212789316
233,MT1,0.6085920543979443,control,0.142921153598756,1.40874445481173
233,MT2,0.4941439287728767,control,0.142921153598756,1.40874445481173
234,MT1,0.9750003789150121,control,0.48684023456382,0.897029042901298
234,MT2,0.7678978000905293,control,0.48684023456382,0.897029042901298
235,MT1,1.1186084115511696,control,-0.49820336648622,-0.8465814498082
235,MT2,0.8230132448626438,control,-0.49820336648622,-0.8465814498082
236,MT1,1.2051011386530242,control,0.203617747466035,0.997692950116136
236,MT2,1.2905537008011634,control,0.203617747466035,0.997692950116136
237,MT1,0.7385570152997514,control,-1.65726822797257,-2.76232413062317
237,MT2,0.5662472501773845,control,-1.65726822797257,-2.76232413062317
238,MT1,0.7975923968785349,control,-1.14919559839245,0.743339738411158
238,MT2,0.7261797801360108,control,-1.14919559839245,0.743339738411158
239,MT1,0.640683224603419,control,-0.89270554814307,-0.681143328525162
239,MT2,0.6645134977439111,control,-0.89270554814307,-0.681143328525162
240,MT1,0.8755624341627821,control,1.7464681050564,-0.238894473227603
240,MT2,0.7116477065821781,control,1.7464681050564,-0.238894473227603
243,MT1,0.798944756512396,control,-0.282191385863068,-0.457638642201215
243,MT2,0.7285921652409036,control,-0.282191385863068,-0.457638642201215
244,MT1,1.044243860446887,control,0.663918062087464,-0.110169155910622
244,MT2,1.0667267319085203,control,0.663918062087464,-0.110169155910622
246,MT1,0.8340099431299451,control,-0.580358861421163,0.695627546205131
246,MT2,0.7815801449159966,control,-0.580358861421163,0.695627546205131
247,MT1,0.9337544338540927,control,0.654094547800522,-0.828563389371972
247,MT2,0.7243259671666363,control,0.654094547800522,-0.828563389371972
248,MT1,0.899479765571621,control,-0.178551807987919,0.367771183554464
248,MT2,0.6560092709515233,control,-0.178551807987919,0.367771183554464
249,MT1,0.6979304168214306,control,-1.06734313220665,-0.355543914011917
249,MT2,0.5863548855909791,control,-1.06734313220665,-0.355543914011917
250,MT1,1.2855348881853894,control,-1.7724751972205,-0.47982283511267
250,MT2,0.8459312915161931,control,-1.7724751972205,-0.47982283511267
